period,method,dataset_or_setting,dataset_key,resolution,variant_or_run,scope,images,clip_style,content_lpips,clip_content,ssim_y,edge_f1,musiq,hf_patch_kid,plain_kid,aggregate_art_fid,train_time_value,train_time_unit,train_time_label,infer_time_value,infer_time_unit,infer_time_label,params_m,hardware,status,source_path,source_kind,note
,LANCET/LBM,distinct5_512,distinct5_512,512,H e1,,,0.6973625582059225,0.32133288292,,,,,,,,73.24106001853943,s,73.24106001853943 s,,,,3.91,,,SchrodingerBridge/docs/experiments/distinct5_512_20260602/tables/clip_style_vs_1lpips_points.csv,generic_csv,Parsed from SchrodingerBridge/docs/experiments/distinct5_512_20260602/tables/clip_style_vs_1lpips_points.csv
,LANCET/LBM,distinct5_512,distinct5_512,512,H e2,,,0.6993825696706771,0.34840661536,,,,,,,,135.9388608932495,s,135.9388608932495 s,,,,3.91,,,SchrodingerBridge/docs/experiments/distinct5_512_20260602/tables/clip_style_vs_1lpips_points.csv,generic_csv,Parsed from SchrodingerBridge/docs/experiments/distinct5_512_20260602/tables/clip_style_vs_1lpips_points.csv
,LANCET/LBM,distinct5_512,distinct5_512,512,J e1,,,0.6976529497305551,0.33227413865333333,,,,,,,,73.37286019325256,s,73.37286019325256 s,,,,3.91,,,SchrodingerBridge/docs/experiments/distinct5_512_20260602/tables/clip_style_vs_1lpips_points.csv,generic_csv,Parsed from SchrodingerBridge/docs/experiments/distinct5_512_20260602/tables/clip_style_vs_1lpips_points.csv
,LANCET/LBM,distinct5_512,distinct5_512,512,K e1,,,0.7009949656327565,0.36229389774666665,,,,,,,,72.46199893951416,s,72.46199893951416 s,,,,3.91,,,SchrodingerBridge/docs/experiments/distinct5_512_20260602/tables/clip_style_vs_1lpips_points.csv,generic_csv,Parsed from SchrodingerBridge/docs/experiments/distinct5_512_20260602/tables/clip_style_vs_1lpips_points.csv
,LANCET/LBM,distinct5_512,distinct5_512,512,L e1,,,0.6977771087487539,0.3397095243333333,,,,,,,,73.0322208404541,s,73.0322208404541 s,,,,3.91,,,SchrodingerBridge/docs/experiments/distinct5_512_20260602/tables/clip_style_vs_1lpips_points.csv,generic_csv,Parsed from SchrodingerBridge/docs/experiments/distinct5_512_20260602/tables/clip_style_vs_1lpips_points.csv
,LANCET/LBM,distinct5_512,distinct5_512,512,M e1,,,0.6987261127630869,0.34654294562666665,,,,,,,,73.28537821769714,s,73.28537821769714 s,,,,3.91,,,SchrodingerBridge/docs/experiments/distinct5_512_20260602/tables/clip_style_vs_1lpips_points.csv,generic_csv,Parsed from SchrodingerBridge/docs/experiments/distinct5_512_20260602/tables/clip_style_vs_1lpips_points.csv
,No-op,distinct5_512,distinct5_512,512,No-op,full,,0.6801226128737131,,,,,,,,1.0012583908589932,,,,63.172,s,63.172 s,,,,SchrodingerBridge/docs/experiments/distinct5_512_20260602/artfid_metric_hacking/distinct5_aggregate_artfid_keypoints.remote.csv,generic_csv,Parsed from SchrodingerBridge/docs/experiments/distinct5_512_20260602/artfid_metric_hacking/distinct5_aggregate_artfid_keypoints.remote.csv
,No-op,distinct5_512,distinct5_512,512,No-op,transfer,,0.6399208252628644,,,,,,,,1.0010985648530095,,,,52.634,s,52.634 s,,,,SchrodingerBridge/docs/experiments/distinct5_512_20260602/artfid_metric_hacking/distinct5_aggregate_artfid_keypoints.remote.csv,generic_csv,Parsed from SchrodingerBridge/docs/experiments/distinct5_512_20260602/artfid_metric_hacking/distinct5_aggregate_artfid_keypoints.remote.csv
,SaMAM,distinct5_512,distinct5_512,512,SaMAM-2000,full,,0.5833460243542989,,,,,,,,152.2123439756121,,,,54.817,s,54.817 s,,,,SchrodingerBridge/docs/experiments/distinct5_512_20260602/artfid_metric_hacking/distinct5_aggregate_artfid_keypoints.remote.csv,generic_csv,Parsed from SchrodingerBridge/docs/experiments/distinct5_512_20260602/artfid_metric_hacking/distinct5_aggregate_artfid_keypoints.remote.csv
,SaMAM,distinct5_512,distinct5_512,512,SaMAM-2000,transfer,,0.5545786788066228,,,,,,,,154.25894735281716,,,,46.282,s,46.282 s,,,,SchrodingerBridge/docs/experiments/distinct5_512_20260602/artfid_metric_hacking/distinct5_aggregate_artfid_keypoints.remote.csv,generic_csv,Parsed from SchrodingerBridge/docs/experiments/distinct5_512_20260602/artfid_metric_hacking/distinct5_aggregate_artfid_keypoints.remote.csv
,SaMAM,distinct5_512,distinct5_512,512,SaMAM-2250,full,,0.5810966821114222,,,,,,,,146.07096815798894,,,,55.001,s,55.001 s,,,,SchrodingerBridge/docs/experiments/distinct5_512_20260602/artfid_metric_hacking/distinct5_aggregate_artfid_keypoints.remote.csv,generic_csv,Parsed from SchrodingerBridge/docs/experiments/distinct5_512_20260602/artfid_metric_hacking/distinct5_aggregate_artfid_keypoints.remote.csv
,SaMAM,distinct5_512,distinct5_512,512,SaMAM-2250,transfer,,0.5522515382866064,,,,,,,,148.20585228085082,,,,47.32,s,47.32 s,,,,SchrodingerBridge/docs/experiments/distinct5_512_20260602/artfid_metric_hacking/distinct5_aggregate_artfid_keypoints.remote.csv,generic_csv,Parsed from SchrodingerBridge/docs/experiments/distinct5_512_20260602/artfid_metric_hacking/distinct5_aggregate_artfid_keypoints.remote.csv
,LANCET,distinct5_512,distinct5_512,512,LANCET-F-e1,full,,0.696914507508278,,,,,,,,122.63254700962189,,,,40.472,s,40.472 s,3.91,,,SchrodingerBridge/docs/experiments/distinct5_512_20260602/artfid_metric_hacking/distinct5_aggregate_artfid_keypoints.remote.csv,generic_csv,Parsed from SchrodingerBridge/docs/experiments/distinct5_512_20260602/artfid_metric_hacking/distinct5_aggregate_artfid_keypoints.remote.csv
,LANCET,distinct5_512,distinct5_512,512,LANCET-F-e1,transfer,,0.6643604030708471,,,,,,,,126.8257137813018,,,,35.519,s,35.519 s,3.91,,,SchrodingerBridge/docs/experiments/distinct5_512_20260602/artfid_metric_hacking/distinct5_aggregate_artfid_keypoints.remote.csv,generic_csv,Parsed from SchrodingerBridge/docs/experiments/distinct5_512_20260602/artfid_metric_hacking/distinct5_aggregate_artfid_keypoints.remote.csv
,LANCET,distinct5_512,distinct5_512,512,LANCET-K-e1,full,,0.7009949656327565,,,,,,,,157.1687499147529,,,,40.72,s,40.72 s,3.91,,,SchrodingerBridge/docs/experiments/distinct5_512_20260602/artfid_metric_hacking/distinct5_aggregate_artfid_keypoints.remote.csv,generic_csv,Parsed from SchrodingerBridge/docs/experiments/distinct5_512_20260602/artfid_metric_hacking/distinct5_aggregate_artfid_keypoints.remote.csv
,LANCET,distinct5_512,distinct5_512,512,LANCET-K-e1,transfer,,0.6711669415235519,,,,,,,,161.95765747448172,,,,35.709,s,35.709 s,3.91,,,SchrodingerBridge/docs/experiments/distinct5_512_20260602/artfid_metric_hacking/distinct5_aggregate_artfid_keypoints.remote.csv,generic_csv,Parsed from SchrodingerBridge/docs/experiments/distinct5_512_20260602/artfid_metric_hacking/distinct5_aggregate_artfid_keypoints.remote.csv
,No-op,distinct5_512,distinct5_512,512,No-op,full,,0.6801226128737131,,,,,,,,1.0012583908589932,,,,63.206,s,63.206 s,,,,SchrodingerBridge/docs/experiments/distinct5_512_20260602/artfid_metric_hacking/distinct5_aggregate_artfid_keypoints.csv,generic_csv,Parsed from SchrodingerBridge/docs/experiments/distinct5_512_20260602/artfid_metric_hacking/distinct5_aggregate_artfid_keypoints.csv
,No-op,distinct5_512,distinct5_512,512,No-op,transfer,,0.6399208252628644,,,,,,,,1.0010985648530095,,,,53.888,s,53.888 s,,,,SchrodingerBridge/docs/experiments/distinct5_512_20260602/artfid_metric_hacking/distinct5_aggregate_artfid_keypoints.csv,generic_csv,Parsed from SchrodingerBridge/docs/experiments/distinct5_512_20260602/artfid_metric_hacking/distinct5_aggregate_artfid_keypoints.csv
,SaMAM,distinct5_512,distinct5_512,512,SaMAM-2000,full,,0.5833460243542989,,,,,,,,152.2123439756121,,,,56.546,s,56.546 s,,,,SchrodingerBridge/docs/experiments/distinct5_512_20260602/artfid_metric_hacking/distinct5_aggregate_artfid_keypoints.csv,generic_csv,Parsed from SchrodingerBridge/docs/experiments/distinct5_512_20260602/artfid_metric_hacking/distinct5_aggregate_artfid_keypoints.csv
,SaMAM,distinct5_512,distinct5_512,512,SaMAM-2000,transfer,,0.5545786788066228,,,,,,,,154.25894735281716,,,,47.582,s,47.582 s,,,,SchrodingerBridge/docs/experiments/distinct5_512_20260602/artfid_metric_hacking/distinct5_aggregate_artfid_keypoints.csv,generic_csv,Parsed from SchrodingerBridge/docs/experiments/distinct5_512_20260602/artfid_metric_hacking/distinct5_aggregate_artfid_keypoints.csv
,SaMAM,distinct5_512,distinct5_512,512,SaMAM-2250,full,,0.5810966821114222,,,,,,,,146.07096815798894,,,,56.559,s,56.559 s,,,,SchrodingerBridge/docs/experiments/distinct5_512_20260602/artfid_metric_hacking/distinct5_aggregate_artfid_keypoints.csv,generic_csv,Parsed from SchrodingerBridge/docs/experiments/distinct5_512_20260602/artfid_metric_hacking/distinct5_aggregate_artfid_keypoints.csv
,SaMAM,distinct5_512,distinct5_512,512,SaMAM-2250,transfer,,0.5522515382866064,,,,,,,,148.20585228085082,,,,47.38,s,47.38 s,,,,SchrodingerBridge/docs/experiments/distinct5_512_20260602/artfid_metric_hacking/distinct5_aggregate_artfid_keypoints.csv,generic_csv,Parsed from SchrodingerBridge/docs/experiments/distinct5_512_20260602/artfid_metric_hacking/distinct5_aggregate_artfid_keypoints.csv
,LANCET,distinct5_512,distinct5_512,512,LANCET-F-e1,full,,0.696914507508278,,,,,,,,122.63254700962189,,,,42.104,s,42.104 s,3.91,,,SchrodingerBridge/docs/experiments/distinct5_512_20260602/artfid_metric_hacking/distinct5_aggregate_artfid_keypoints.csv,generic_csv,Parsed from SchrodingerBridge/docs/experiments/distinct5_512_20260602/artfid_metric_hacking/distinct5_aggregate_artfid_keypoints.csv
,LANCET,distinct5_512,distinct5_512,512,LANCET-F-e1,transfer,,0.6643604030708471,,,,,,,,126.8257137813018,,,,35.975,s,35.975 s,3.91,,,SchrodingerBridge/docs/experiments/distinct5_512_20260602/artfid_metric_hacking/distinct5_aggregate_artfid_keypoints.csv,generic_csv,Parsed from SchrodingerBridge/docs/experiments/distinct5_512_20260602/artfid_metric_hacking/distinct5_aggregate_artfid_keypoints.csv
,LANCET,distinct5_512,distinct5_512,512,LANCET-K-e1,full,,0.7009949656327565,,,,,,,,157.1687499147529,,,,41.843,s,41.843 s,3.91,,,SchrodingerBridge/docs/experiments/distinct5_512_20260602/artfid_metric_hacking/distinct5_aggregate_artfid_keypoints.csv,generic_csv,Parsed from SchrodingerBridge/docs/experiments/distinct5_512_20260602/artfid_metric_hacking/distinct5_aggregate_artfid_keypoints.csv
,LANCET,distinct5_512,distinct5_512,512,LANCET-K-e1,transfer,,0.6711669415235519,,,,,,,,161.95765747448172,,,,35.748,s,35.748 s,3.91,,,SchrodingerBridge/docs/experiments/distinct5_512_20260602/artfid_metric_hacking/distinct5_aggregate_artfid_keypoints.csv,generic_csv,Parsed from SchrodingerBridge/docs/experiments/distinct5_512_20260602/artfid_metric_hacking/distinct5_aggregate_artfid_keypoints.csv
2026-06-05,LANCET/LBM,distinct5_512,distinct5_512,512,full_eval,full_eval,,,,,,,,,,,,,,66.27645900000061,s,66.27645900000061 s internal timings_sec.wall_total,3.91,,,SchrodingerBridge/exp/local_distinct5_512_sdxl_fix_k_b32_e8/full_eval/epoch_0008/summary.json,summary.json,Parsed top-level/overall metrics; timings_sec.wall_total treated as full eval/inference wall if present.
2026-06-03,LANCET/LBM,distinct5_512,distinct5_512,512,experiments,,,,,,,,,,,,,,,87.72,s,87.72 s (wall_total),3.91,,,SchrodingerBridge/docs/experiments/2026-06-03-path-stability-launch-status.md,text_timing_regex,Timing regex hit in text/log; inspect source for exact stage.
2026-06-03,LANCET/LBM,distinct5_512,distinct5_512,512,experiments,,,,,,,,,,,,,,,87.18,s,87.18 s (wall_total),3.91,,,SchrodingerBridge/docs/experiments/2026-06-03-path-stability-launch-status.md,text_timing_regex,Timing regex hit in text/log; inspect source for exact stage.
2026-06-03,LANCET/LBM,distinct5_512,distinct5_512,512,experiments,,,,,,,,,,,,,,,87.37,s,87.37 s (wall_total),3.91,,,SchrodingerBridge/docs/experiments/2026-06-03-path-stability-launch-status.md,text_timing_regex,Timing regex hit in text/log; inspect source for exact stage.
2026-06-03,LANCET/LBM,distinct5_512,distinct5_512,512,experiments,,,,,,,,,,,,,,,88.59,s,88.59 s (wall_total),3.91,,,SchrodingerBridge/docs/experiments/2026-06-03-path-stability-launch-status.md,text_timing_regex,Timing regex hit in text/log; inspect source for exact stage.
2026-06-03,LANCET/LBM,distinct5_512,distinct5_512,512,experiments,,,,,,,,,,,,,,,88.38,s,88.38 s (wall_total),3.91,,,SchrodingerBridge/docs/experiments/2026-06-03-path-stability-launch-status.md,text_timing_regex,Timing regex hit in text/log; inspect source for exact stage.
2026-06-03,LANCET/LBM,distinct5_512,distinct5_512,512,experiments,,,,,,,,,,,,,,,88.41,s,88.41 s (wall_total),3.91,,,SchrodingerBridge/docs/experiments/2026-06-03-path-stability-launch-status.md,text_timing_regex,Timing regex hit in text/log; inspect source for exact stage.
2026-06-03,LANCET/LBM,distinct5_512,distinct5_512,512,experiments,,,,,,,,,,,,,,,89.30,s,89.30 s (wall_total),3.91,,,SchrodingerBridge/docs/experiments/2026-06-03-path-stability-launch-status.md,text_timing_regex,Timing regex hit in text/log; inspect source for exact stage.
2026-06-03,LANCET/LBM,distinct5_512,distinct5_512,512,experiments,,,,,,,,,,,,,,,88.25,s,88.25 s (wall_total),3.91,,,SchrodingerBridge/docs/experiments/2026-06-03-path-stability-launch-status.md,text_timing_regex,Timing regex hit in text/log; inspect source for exact stage.
2026-06-03,LANCET/LBM,distinct5_512,distinct5_512,512,experiments,,,,,,,,,,,,,,,88.44,s,88.44 s (wall_total),3.91,,,SchrodingerBridge/docs/experiments/2026-06-03-path-stability-launch-status.md,text_timing_regex,Timing regex hit in text/log; inspect source for exact stage.
2026-06-05,LANCET/LBM,distinct5_512,distinct5_512,512,full_eval,full_eval,,,,,,,,,,,,,,66.2478986999995,s,66.2478986999995 s internal timings_sec.wall_total,3.91,,,SchrodingerBridge/exp/local_distinct5_512_sdxl_fix_k_b32_e8/full_eval/epoch_0007/summary.json,summary.json,Parsed top-level/overall metrics; timings_sec.wall_total treated as full eval/inference wall if present.
2026-06-05,LANCET/LBM,distinct5_512,distinct5_512,512,full_eval,full_eval,,,,,,,,,,,,,,65.9789574000024,s,65.9789574000024 s internal timings_sec.wall_total,3.91,,,SchrodingerBridge/exp/local_distinct5_512_sdxl_fix_k_b32_e8/full_eval/epoch_0006/summary.json,summary.json,Parsed top-level/overall metrics; timings_sec.wall_total treated as full eval/inference wall if present.
2026-06-05,LANCET/LBM,distinct5_512,distinct5_512,512,full_eval,full_eval,,,,,,,,,,,,,,66.66595129999769,s,66.66595129999769 s internal timings_sec.wall_total,3.91,,,SchrodingerBridge/exp/local_distinct5_512_sdxl_fix_k_b32_e8/full_eval/epoch_0005/summary.json,summary.json,Parsed top-level/overall metrics; timings_sec.wall_total treated as full eval/inference wall if present.
2026-06-05,LANCET/LBM,distinct5_512,distinct5_512,512,full_eval,full_eval,,,,,,,,,,,,,,66.36438259999704,s,66.36438259999704 s internal timings_sec.wall_total,3.91,,,SchrodingerBridge/exp/local_distinct5_512_sdxl_fix_k_b32_e8/full_eval/epoch_0004/summary.json,summary.json,Parsed top-level/overall metrics; timings_sec.wall_total treated as full eval/inference wall if present.
2026-06-05,LANCET/LBM,distinct5_512,distinct5_512,512,full_eval,full_eval,,,,,,,,,,,,,,66.44555270000274,s,66.44555270000274 s internal timings_sec.wall_total,3.91,,,SchrodingerBridge/exp/local_distinct5_512_sdxl_fix_k_b32_e8/full_eval/epoch_0003/summary.json,summary.json,Parsed top-level/overall metrics; timings_sec.wall_total treated as full eval/inference wall if present.
2026-06-05,LANCET/LBM,distinct5_512,distinct5_512,512,full_eval,full_eval,,,,,,,,,,,,,,66.61649679999391,s,66.61649679999391 s internal timings_sec.wall_total,3.91,,,SchrodingerBridge/exp/local_distinct5_512_sdxl_fix_k_b32_e8/full_eval/epoch_0002/summary.json,summary.json,Parsed top-level/overall metrics; timings_sec.wall_total treated as full eval/inference wall if present.
2026-06-05,LANCET/LBM,distinct5_512,distinct5_512,512,full_eval,full_eval,,,,,,,,,,,,,,69.67562539999926,s,69.67562539999926 s internal timings_sec.wall_total,3.91,,,SchrodingerBridge/exp/local_distinct5_512_sdxl_fix_k_b32_e8/full_eval/epoch_0001/summary.json,summary.json,Parsed top-level/overall metrics; timings_sec.wall_total treated as full eval/inference wall if present.
2026-06-02,LANCET/LBM,strict_protocol_750,strict_protocol_750,,run_eval_png750_b12_v2_w8_nogrid,full_eval,,,,,,,,,,,,,,46.791428548,s,46.791428548 s internal timings_sec.wall_total,3.91,,,SchrodingerBridge/exp/timing_20260602/run_eval_png750_b12_v2_w8_nogrid/summary.json,summary.json,Parsed top-level/overall metrics; timings_sec.wall_total treated as full eval/inference wall if present.
2026-06-02,LANCET/LBM,strict_protocol_750,strict_protocol_750,,run_eval_png750_b12_v2_w8_grid,full_eval,,,,,,,,,,,,,,70.11673331500003,s,70.11673331500003 s internal timings_sec.wall_total,3.91,,,SchrodingerBridge/exp/timing_20260602/run_eval_png750_b12_v2_w8_grid/summary.json,summary.json,Parsed top-level/overall metrics; timings_sec.wall_total treated as full eval/inference wall if present.
2026-06-02,LANCET/LBM,unknown,unknown,,run_eval_opt150_b8_v4_w8_png,full_eval,,,,,,,,,,,,,,17.382429326999983,s,17.382429326999983 s internal timings_sec.wall_total,3.91,,,SchrodingerBridge/exp/timing_20260602/run_eval_opt150_b8_v4_w8_png/summary.json,summary.json,Parsed top-level/overall metrics; timings_sec.wall_total treated as full eval/inference wall if present.
2026-06-02,LANCET/LBM,unknown,unknown,,run_eval_opt150_b8_v2_w8_tvpng,full_eval,,,,,,,,,,,,,,18.77439915800001,s,18.77439915800001 s internal timings_sec.wall_total,3.91,,,SchrodingerBridge/exp/timing_20260602/run_eval_opt150_b8_v2_w8_tvpng/summary.json,summary.json,Parsed top-level/overall metrics; timings_sec.wall_total treated as full eval/inference wall if present.
2026-06-01,LANCET/LBM,unknown,unknown,,style_injection_e3_fulleval150,full_eval,150,0.8023992697397868,0.3582368236780167,0.9252122616767884,,,,,,,,,,72.774371065,s,72.774371065 s internal timings_sec.wall_total,3.91,,,SchrodingerBridge/exp/timing_20260601/style_injection_e3_fulleval150/summary.json,summary.json,Parsed top-level/overall metrics; timings_sec.wall_total treated as full eval/inference wall if present.
2026-06-02,LANCET/LBM,unknown,unknown,,run_eval_opt150_b8_v2_w8_png_nogrid,full_eval,,,,,,,,,,,,,,12.055891438999993,s,12.055891438999993 s internal timings_sec.wall_total,3.91,,,SchrodingerBridge/exp/timing_20260602/run_eval_opt150_b8_v2_w8_png_nogrid/summary.json,summary.json,Parsed top-level/overall metrics; timings_sec.wall_total treated as full eval/inference wall if present.
2026-06-01,LANCET/LBM,unknown,unknown,,style_injection_e1_fulleval150,full_eval,150,0.8024451982975006,0.35808172007401784,0.9253513979911804,,,,,,,,,,73.43421055099999,s,73.43421055099999 s internal timings_sec.wall_total,3.91,,,SchrodingerBridge/exp/timing_20260601/style_injection_e1_fulleval150/summary.json,summary.json,Parsed top-level/overall metrics; timings_sec.wall_total treated as full eval/inference wall if present.
2026-06-02,LANCET/LBM,unknown,unknown,,run_eval_opt150_b8_v2_w8_png,full_eval,,,,,,,,,,,,,,16.801288207,s,16.801288207 s internal timings_sec.wall_total,3.91,,,SchrodingerBridge/exp/timing_20260602/run_eval_opt150_b8_v2_w8_png/summary.json,summary.json,Parsed top-level/overall metrics; timings_sec.wall_total treated as full eval/inference wall if present.
2026-06-01,LANCET/LBM,unknown,unknown,,style_injection_delta_div_w05_e3_fulleval150,full_eval,150,0.8023878232638041,0.3582665938138962,0.9253852260112763,,,,,,,,,,73.15797216799999,s,73.15797216799999 s internal timings_sec.wall_total,3.91,,,SchrodingerBridge/exp/timing_20260601/style_injection_delta_div_w05_e3_fulleval150/summary.json,summary.json,Parsed top-level/overall metrics; timings_sec.wall_total treated as full eval/inference wall if present.
2026-06-02,LANCET/LBM,unknown,unknown,,run_eval_opt150_b8_v2_w8_piljpg,full_eval,,,,,,,,,,,,,,16.246393041999994,s,16.246393041999994 s internal timings_sec.wall_total,3.91,,,SchrodingerBridge/exp/timing_20260602/run_eval_opt150_b8_v2_w8_piljpg/summary.json,summary.json,Parsed top-level/overall metrics; timings_sec.wall_total treated as full eval/inference wall if present.
2026-06-01,LANCET/LBM,unknown,unknown,,style_injection_delta_div_e3_fulleval150,full_eval,150,0.8023971752325694,0.35823953052361807,0.9253148106733958,,,,,,,,,,73.64351472800001,s,73.64351472800001 s internal timings_sec.wall_total,3.91,,,SchrodingerBridge/exp/timing_20260601/style_injection_delta_div_e3_fulleval150/summary.json,summary.json,Parsed top-level/overall metrics; timings_sec.wall_total treated as full eval/inference wall if present.
2026-06-02,LANCET/LBM,unknown,unknown,,run_eval_opt150_b8_v2_w4_png,full_eval,,,,,,,,,,,,,,17.964796102,s,17.964796102 s internal timings_sec.wall_total,3.91,,,SchrodingerBridge/exp/timing_20260602/run_eval_opt150_b8_v2_w4_png/summary.json,summary.json,Parsed top-level/overall metrics; timings_sec.wall_total treated as full eval/inference wall if present.
2026-06-01,LANCET/LBM,strict_protocol_750,strict_protocol_750,,lancet_generate750_b2_tchunk5_vaebs2,full_eval,750,,,,,,,,,,,,,129.111993284,s,129.111993284 s internal timings_sec.wall_total,3.91,,,SchrodingerBridge/exp/timing_20260601/lancet_generate750_b2_tchunk5_vaebs2/summary.json,summary.json,Parsed top-level/overall metrics; timings_sec.wall_total treated as full eval/inference wall if present.
2026-06-02,LANCET/LBM,unknown,unknown,,run_eval_opt150_b8_v2_w4_piljpg,full_eval,,,,,,,,,,,,,,17.033137939999996,s,17.033137939999996 s internal timings_sec.wall_total,3.91,,,SchrodingerBridge/exp/timing_20260602/run_eval_opt150_b8_v2_w4_piljpg/summary.json,summary.json,Parsed top-level/overall metrics; timings_sec.wall_total treated as full eval/inference wall if present.
2026-06-01,LANCET/LBM,unknown,unknown,,lancet_generate150_b2_tchunk5_vaebs2,full_eval,150,,,,,,,,,,,,,31.938653461,s,31.938653461 s internal timings_sec.wall_total,3.91,,,SchrodingerBridge/exp/timing_20260601/lancet_generate150_b2_tchunk5_vaebs2/summary.json,summary.json,Parsed top-level/overall metrics; timings_sec.wall_total treated as full eval/inference wall if present.
2026-06-02,LANCET/LBM,unknown,unknown,,run_eval_opt150_b15_v2_w8_png_nogrid,full_eval,,,,,,,,,,,,,,11.357327714000007,s,11.357327714000007 s internal timings_sec.wall_total,3.91,,,SchrodingerBridge/exp/timing_20260602/run_eval_opt150_b15_v2_w8_png_nogrid/summary.json,summary.json,Parsed top-level/overall metrics; timings_sec.wall_total treated as full eval/inference wall if present.
2026-06-01,LANCET/LBM,unknown,unknown,,lancet_generate150_b2_tchunk5,full_eval,150,,,,,,,,,,,,,36.804927367999994,s,36.804927367999994 s internal timings_sec.wall_total,3.91,,,SchrodingerBridge/exp/timing_20260601/lancet_generate150_b2_tchunk5/summary.json,summary.json,Parsed top-level/overall metrics; timings_sec.wall_total treated as full eval/inference wall if present.
2026-06-02,LANCET/LBM,unknown,unknown,,run_eval_opt150_b12_v4_w8_png_nogrid,full_eval,,,,,,,,,,,,,,11.511190367999973,s,11.511190367999973 s internal timings_sec.wall_total,3.91,,,SchrodingerBridge/exp/timing_20260602/run_eval_opt150_b12_v4_w8_png_nogrid/summary.json,summary.json,Parsed top-level/overall metrics; timings_sec.wall_total treated as full eval/inference wall if present.
2026-06-01,LANCET/LBM,unknown,unknown,,lancet_generate150_b2_nosave,full_eval,150,,,,,,,,,,,,,30.706400138999996,s,30.706400138999996 s internal timings_sec.wall_total,3.91,,,SchrodingerBridge/exp/timing_20260601/lancet_generate150_b2_nosave/summary.json,summary.json,Parsed top-level/overall metrics; timings_sec.wall_total treated as full eval/inference wall if present.
2026-06-02,LANCET/LBM,unknown,unknown,,run_eval_opt150_b12_v2_w8_png_nogrid,full_eval,,,,,,,,,,,,,,11.24610233200002,s,11.24610233200002 s internal timings_sec.wall_total,3.91,,,SchrodingerBridge/exp/timing_20260602/run_eval_opt150_b12_v2_w8_png_nogrid/summary.json,summary.json,Parsed top-level/overall metrics; timings_sec.wall_total treated as full eval/inference wall if present.
2026-06-01,LANCET/LBM,unknown,unknown,,lancet_generate150_b2,full_eval,150,,,,,,,,,,,,,35.732565003,s,35.732565003 s internal timings_sec.wall_total,3.91,,,SchrodingerBridge/exp/timing_20260601/lancet_generate150_b2/summary.json,summary.json,Parsed top-level/overall metrics; timings_sec.wall_total treated as full eval/inference wall if present.
2026-06-02,LANCET/LBM,unknown,unknown,,run_eval_opt150_b12_v2_w8_png,full_eval,,,,,,,,,,,,,,16.540549241999997,s,16.540549241999997 s internal timings_sec.wall_total,3.91,,,SchrodingerBridge/exp/timing_20260602/run_eval_opt150_b12_v2_w8_png/summary.json,summary.json,Parsed top-level/overall metrics; timings_sec.wall_total treated as full eval/inference wall if present.
2026-06-01,LANCET/LBM,strict_protocol_750,strict_protocol_750,,lancet_fulleval750_b2_tchunk5_vaebs2,full_eval,750,0.7923192752202352,0.35503635529677074,0.9180235827763875,,,,,,,,,,218.04756745000003,s,218.04756745000003 s internal timings_sec.wall_total,3.91,,,SchrodingerBridge/exp/timing_20260601/lancet_fulleval750_b2_tchunk5_vaebs2/summary.json,summary.json,Parsed top-level/overall metrics; timings_sec.wall_total treated as full eval/inference wall if present.
2026-06-02,LANCET/LBM,strict_protocol_750,strict_protocol_750,,live_wsl_png750_b12_nogrid,full_eval,,,,,,,,,,,,,,50.198929202,s,50.198929202 s internal timings_sec.wall_total,3.91,,,SchrodingerBridge/exp/timing_20260602/live_wsl_png750_b12_nogrid/summary.json,summary.json,Parsed top-level/overall metrics; timings_sec.wall_total treated as full eval/inference wall if present.
2026-06-02,LANCET/LBM,strict_protocol_750,strict_protocol_750,,live_windows_png750_b12_nogrid,full_eval,,,,,,,,,,,,,,47.72444559998985,s,47.72444559998985 s internal timings_sec.wall_total,3.91,,,SchrodingerBridge/exp/timing_20260602/live_windows_png750_b12_nogrid/summary.json,summary.json,Parsed top-level/overall metrics; timings_sec.wall_total treated as full eval/inference wall if present.
2026-06-02,LANCET/LBM,strict_protocol_750,strict_protocol_750,,lancet_generate750_current_b2_tchunk5_vaebs2,full_eval,750,,,,,,,,,,,,,139.851493545,s,139.851493545 s internal timings_sec.wall_total,3.91,,,SchrodingerBridge/exp/timing_20260602/lancet_generate750_current_b2_tchunk5_vaebs2/summary.json,summary.json,Parsed top-level/overall metrics; timings_sec.wall_total treated as full eval/inference wall if present.
2026-06-01,LANCET/LBM,unknown,unknown,,lancet_fulleval150_delta_var,full_eval,150,0.8023576374848683,0.35809604267279305,0.9251979549725851,,,,,,,,,,74.973515446,s,74.973515446 s internal timings_sec.wall_total,3.91,,,SchrodingerBridge/exp/timing_20260601/lancet_fulleval150_delta_var/summary.json,summary.json,Parsed top-level/overall metrics; timings_sec.wall_total treated as full eval/inference wall if present.
2026-06-01,LANCET/LBM,unknown,unknown,,lancet_fulleval150_delta_diag,full_eval,150,0.8024094422658284,0.3580919901529948,0.9251788508892059,,,,,,,,,,74.82689960900001,s,74.82689960900001 s internal timings_sec.wall_total,3.91,,,SchrodingerBridge/exp/timing_20260601/lancet_fulleval150_delta_diag/summary.json,summary.json,Parsed top-level/overall metrics; timings_sec.wall_total treated as full eval/inference wall if present.
