image,src_style,src_stem,tgt_style,lpips,clip_style,clip_content
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Early_Renaissance__domenico-veneziano_not-detected-269819__to__Early_Renaissance.png,Early_Renaissance,domenico-veneziano_not-detected-269819,Early_Renaissance,0.5519936084747314,0.7037079334259033,0.9052670001983643
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Early_Renaissance__domenico-veneziano_not-detected-269819__to__Impressionism.png,Early_Renaissance,domenico-veneziano_not-detected-269819,Impressionism,0.5436537265777588,0.5840141177177429,0.9086309671401978
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Early_Renaissance__domenico-veneziano_not-detected-269819__to__Minimalism.png,Early_Renaissance,domenico-veneziano_not-detected-269819,Minimalism,0.5908197164535522,0.6055267453193665,0.9042792320251465
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Early_Renaissance__domenico-veneziano_not-detected-269819__to__Rococo.png,Early_Renaissance,domenico-veneziano_not-detected-269819,Rococo,0.547766923904419,0.5902063846588135,0.908557653427124
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Early_Renaissance__domenico-veneziano_not-detected-269819__to__Ukiyo_e.png,Early_Renaissance,domenico-veneziano_not-detected-269819,Ukiyo_e,0.5545795559883118,0.6491867303848267,0.9100402593612671
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Early_Renaissance__filippo-lippi_adoration-of-the-magi-detail-2__to__Early_Renaissance.png,Early_Renaissance,filippo-lippi_adoration-of-the-magi-detail-2,Early_Renaissance,0.2847738564014435,0.7055843472480774,0.8756240606307983
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Early_Renaissance__filippo-lippi_adoration-of-the-magi-detail-2__to__Impressionism.png,Early_Renaissance,filippo-lippi_adoration-of-the-magi-detail-2,Impressionism,0.2884068489074707,0.5689879655838013,0.8704195618629456
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Early_Renaissance__filippo-lippi_adoration-of-the-magi-detail-2__to__Minimalism.png,Early_Renaissance,filippo-lippi_adoration-of-the-magi-detail-2,Minimalism,0.3393666744232178,0.6266077160835266,0.8306649923324585
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Early_Renaissance__filippo-lippi_adoration-of-the-magi-detail-2__to__Rococo.png,Early_Renaissance,filippo-lippi_adoration-of-the-magi-detail-2,Rococo,0.2960044741630554,0.5683910250663757,0.8698621392250061
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Early_Renaissance__filippo-lippi_adoration-of-the-magi-detail-2__to__Ukiyo_e.png,Early_Renaissance,filippo-lippi_adoration-of-the-magi-detail-2,Ukiyo_e,0.2929583191871643,0.5947371125221252,0.8534680008888245
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Early_Renaissance__filippo-lippi_confirmation-of-the-carmelite-rule__to__Early_Renaissance.png,Early_Renaissance,filippo-lippi_confirmation-of-the-carmelite-rule,Early_Renaissance,0.323013037443161,0.7332203984260559,0.9047799110412598
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Early_Renaissance__filippo-lippi_confirmation-of-the-carmelite-rule__to__Impressionism.png,Early_Renaissance,filippo-lippi_confirmation-of-the-carmelite-rule,Impressionism,0.31811022758483887,0.5795746445655823,0.8963164687156677
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Early_Renaissance__filippo-lippi_confirmation-of-the-carmelite-rule__to__Minimalism.png,Early_Renaissance,filippo-lippi_confirmation-of-the-carmelite-rule,Minimalism,0.3943599462509155,0.5763810873031616,0.854473888874054
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Early_Renaissance__filippo-lippi_confirmation-of-the-carmelite-rule__to__Rococo.png,Early_Renaissance,filippo-lippi_confirmation-of-the-carmelite-rule,Rococo,0.32487428188323975,0.5776126980781555,0.8909789323806763
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Early_Renaissance__filippo-lippi_confirmation-of-the-carmelite-rule__to__Ukiyo_e.png,Early_Renaissance,filippo-lippi_confirmation-of-the-carmelite-rule,Ukiyo_e,0.33788353204727173,0.610225260257721,0.8929381966590881
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Early_Renaissance__fra-angelico_bosco-ai-frati-altarpiece__to__Early_Renaissance.png,Early_Renaissance,fra-angelico_bosco-ai-frati-altarpiece,Early_Renaissance,0.2766304314136505,0.7056571245193481,0.8908138871192932
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Early_Renaissance__fra-angelico_bosco-ai-frati-altarpiece__to__Impressionism.png,Early_Renaissance,fra-angelico_bosco-ai-frati-altarpiece,Impressionism,0.28086891770362854,0.47754427790641785,0.8976994156837463
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Early_Renaissance__fra-angelico_bosco-ai-frati-altarpiece__to__Minimalism.png,Early_Renaissance,fra-angelico_bosco-ai-frati-altarpiece,Minimalism,0.3315027952194214,0.48936352133750916,0.8977195024490356
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Early_Renaissance__fra-angelico_bosco-ai-frati-altarpiece__to__Rococo.png,Early_Renaissance,fra-angelico_bosco-ai-frati-altarpiece,Rococo,0.2901449501514435,0.5428435206413269,0.8974916338920593
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Early_Renaissance__fra-angelico_bosco-ai-frati-altarpiece__to__Ukiyo_e.png,Early_Renaissance,fra-angelico_bosco-ai-frati-altarpiece,Ukiyo_e,0.2777320146560669,0.5077080130577087,0.8977852463722229
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Early_Renaissance__fra-angelico_coronation-of-the-virgin-detail-1435-1__to__Early_Renaissance.png,Early_Renaissance,fra-angelico_coronation-of-the-virgin-detail-1435-1,Early_Renaissance,0.3050350546836853,0.715721070766449,0.9414135217666626
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Early_Renaissance__fra-angelico_coronation-of-the-virgin-detail-1435-1__to__Impressionism.png,Early_Renaissance,fra-angelico_coronation-of-the-virgin-detail-1435-1,Impressionism,0.2867759168148041,0.5180103182792664,0.9449489116668701
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Early_Renaissance__fra-angelico_coronation-of-the-virgin-detail-1435-1__to__Minimalism.png,Early_Renaissance,fra-angelico_coronation-of-the-virgin-detail-1435-1,Minimalism,0.324912428855896,0.5051543712615967,0.9344392418861389
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Early_Renaissance__fra-angelico_coronation-of-the-virgin-detail-1435-1__to__Rococo.png,Early_Renaissance,fra-angelico_coronation-of-the-virgin-detail-1435-1,Rococo,0.28367817401885986,0.5631090402603149,0.9468047022819519
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Early_Renaissance__fra-angelico_coronation-of-the-virgin-detail-1435-1__to__Ukiyo_e.png,Early_Renaissance,fra-angelico_coronation-of-the-virgin-detail-1435-1,Ukiyo_e,0.31953468918800354,0.5425788760185242,0.9359400272369385
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Early_Renaissance__fra-angelico_saint-cosmas-and-saint-damian-before-lisius-1440__to__Early_Renaissance.png,Early_Renaissance,fra-angelico_saint-cosmas-and-saint-damian-before-lisius-1440,Early_Renaissance,0.29876774549484253,0.7404485940933228,0.8867514729499817
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Early_Renaissance__fra-angelico_saint-cosmas-and-saint-damian-before-lisius-1440__to__Impressionism.png,Early_Renaissance,fra-angelico_saint-cosmas-and-saint-damian-before-lisius-1440,Impressionism,0.30877524614334106,0.5287083983421326,0.8827227354049683
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Early_Renaissance__fra-angelico_saint-cosmas-and-saint-damian-before-lisius-1440__to__Minimalism.png,Early_Renaissance,fra-angelico_saint-cosmas-and-saint-damian-before-lisius-1440,Minimalism,0.37907513976097107,0.5215423703193665,0.871708869934082
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Early_Renaissance__fra-angelico_saint-cosmas-and-saint-damian-before-lisius-1440__to__Rococo.png,Early_Renaissance,fra-angelico_saint-cosmas-and-saint-damian-before-lisius-1440,Rococo,0.32179737091064453,0.5842541456222534,0.8816354274749756
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Early_Renaissance__fra-angelico_saint-cosmas-and-saint-damian-before-lisius-1440__to__Ukiyo_e.png,Early_Renaissance,fra-angelico_saint-cosmas-and-saint-damian-before-lisius-1440,Ukiyo_e,0.30217444896698,0.5814472436904907,0.8804664015769958
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Early_Renaissance__giovanni-bellini_virgin-and-child-1488__to__Early_Renaissance.png,Early_Renaissance,giovanni-bellini_virgin-and-child-1488,Early_Renaissance,0.32591813802719116,0.695242166519165,0.9052213430404663
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Early_Renaissance__giovanni-bellini_virgin-and-child-1488__to__Impressionism.png,Early_Renaissance,giovanni-bellini_virgin-and-child-1488,Impressionism,0.28506430983543396,0.5403072237968445,0.9110676646232605
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Early_Renaissance__giovanni-bellini_virgin-and-child-1488__to__Minimalism.png,Early_Renaissance,giovanni-bellini_virgin-and-child-1488,Minimalism,0.30606356263160706,0.49229392409324646,0.9011837244033813
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Early_Renaissance__giovanni-bellini_virgin-and-child-1488__to__Rococo.png,Early_Renaissance,giovanni-bellini_virgin-and-child-1488,Rococo,0.271750807762146,0.5627431869506836,0.9093061685562134
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Early_Renaissance__giovanni-bellini_virgin-and-child-1488__to__Ukiyo_e.png,Early_Renaissance,giovanni-bellini_virgin-and-child-1488,Ukiyo_e,0.3768942356109619,0.5581142902374268,0.881881058216095
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Early_Renaissance__jacopo-bellini_view-of-a-fortification-of-jerusalem(1)__to__Early_Renaissance.png,Early_Renaissance,jacopo-bellini_view-of-a-fortification-of-jerusalem(1),Early_Renaissance,0.27053865790367126,0.5575178265571594,0.8218679428100586
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Early_Renaissance__jacopo-bellini_view-of-a-fortification-of-jerusalem(1)__to__Impressionism.png,Early_Renaissance,jacopo-bellini_view-of-a-fortification-of-jerusalem(1),Impressionism,0.24399107694625854,0.5534635186195374,0.843363881111145
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Early_Renaissance__jacopo-bellini_view-of-a-fortification-of-jerusalem(1)__to__Minimalism.png,Early_Renaissance,jacopo-bellini_view-of-a-fortification-of-jerusalem(1),Minimalism,0.2575811743736267,0.6347032189369202,0.8596935272216797
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Early_Renaissance__jacopo-bellini_view-of-a-fortification-of-jerusalem(1)__to__Rococo.png,Early_Renaissance,jacopo-bellini_view-of-a-fortification-of-jerusalem(1),Rococo,0.23255398869514465,0.4814535975456238,0.8557788133621216
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Early_Renaissance__jacopo-bellini_view-of-a-fortification-of-jerusalem(1)__to__Ukiyo_e.png,Early_Renaissance,jacopo-bellini_view-of-a-fortification-of-jerusalem(1),Ukiyo_e,0.27926552295684814,0.5523059964179993,0.8102202415466309
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Early_Renaissance__leonardo-da-vinci_studies-of-a-bewalking__to__Early_Renaissance.png,Early_Renaissance,leonardo-da-vinci_studies-of-a-bewalking,Early_Renaissance,0.5243989825248718,0.606193482875824,0.8219383955001831
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Early_Renaissance__leonardo-da-vinci_studies-of-a-bewalking__to__Impressionism.png,Early_Renaissance,leonardo-da-vinci_studies-of-a-bewalking,Impressionism,0.5124431252479553,0.5968235731124878,0.8723059892654419
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Early_Renaissance__leonardo-da-vinci_studies-of-a-bewalking__to__Minimalism.png,Early_Renaissance,leonardo-da-vinci_studies-of-a-bewalking,Minimalism,0.5461589694023132,0.5995081663131714,0.8957583904266357
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Early_Renaissance__leonardo-da-vinci_studies-of-a-bewalking__to__Rococo.png,Early_Renaissance,leonardo-da-vinci_studies-of-a-bewalking,Rococo,0.5136276483535767,0.5482768416404724,0.8905019760131836
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Early_Renaissance__leonardo-da-vinci_studies-of-a-bewalking__to__Ukiyo_e.png,Early_Renaissance,leonardo-da-vinci_studies-of-a-bewalking,Ukiyo_e,0.5280190706253052,0.5933877229690552,0.8097394704818726
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Early_Renaissance__leonardo-da-vinci_study-of-the-effect-of-light-on-a-profile-head-facsimile__to__Early_Renaissance.png,Early_Renaissance,leonardo-da-vinci_study-of-the-effect-of-light-on-a-profile-head-facsimile,Early_Renaissance,0.3768453598022461,0.6240806579589844,0.9019994139671326
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Early_Renaissance__leonardo-da-vinci_study-of-the-effect-of-light-on-a-profile-head-facsimile__to__Impressionism.png,Early_Renaissance,leonardo-da-vinci_study-of-the-effect-of-light-on-a-profile-head-facsimile,Impressionism,0.3744961619377136,0.511191189289093,0.911793053150177
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Early_Renaissance__leonardo-da-vinci_study-of-the-effect-of-light-on-a-profile-head-facsimile__to__Minimalism.png,Early_Renaissance,leonardo-da-vinci_study-of-the-effect-of-light-on-a-profile-head-facsimile,Minimalism,0.40578365325927734,0.5970888137817383,0.9000629186630249
