"source_table","source_row","method","dataset_or_setting","resolution","train_time_value","train_time_unit","infer_time_value","infer_time_unit","params_m","source_path","note","quality_class","claim_use","quality_reason"
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","767","LBM","weight_sweep_40","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\weight_sweep_40\full_eval\epoch_0002\summary.json","clip_style=0.703; content_lpips=0.437; training_csv_count=40","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","768","LBM","weight_sweep_40","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\weight_sweep_40\full_eval\epoch_0003\summary.json","clip_style=0.704; content_lpips=0.433; training_csv_count=40","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","769","LBM","weight_sweep_40","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\weight_sweep_40\full_eval\epoch_0004\summary.json","clip_style=0.704; content_lpips=0.447; training_csv_count=40","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","770","LBM","weight_sweep_40","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\weight_sweep_40\full_eval\epoch_0005\summary.json","clip_style=0.709; content_lpips=0.444; training_csv_count=40","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","771","LBM","weight_sweep_40","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\weight_sweep_40\full_eval\epoch_0006\summary.json","clip_style=0.710; content_lpips=0.444; training_csv_count=40","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","772","LBM","weight_sweep_40","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\weight_sweep_40\full_eval\epoch_0007\summary.json","clip_style=0.711; content_lpips=0.455; training_csv_count=40","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","773","LBM","weight_sweep_40","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\weight_sweep_40\full_eval\epoch_0008\summary.json","clip_style=0.712; content_lpips=0.464; training_csv_count=40","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","774","LBM","weight_sweep_40","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\weight_sweep_40\full_eval\epoch_0001\summary.json","clip_style=0.702; content_lpips=0.419; training_csv_count=40","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","775","LBM","weight_sweep_40","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\weight_sweep_40\full_eval\epoch_0002\summary.json","clip_style=0.705; content_lpips=0.429; training_csv_count=40","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","776","LBM","weight_sweep_40","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\weight_sweep_40\full_eval\epoch_0003\summary.json","clip_style=0.707; content_lpips=0.434; training_csv_count=40","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","777","LBM","weight_sweep_40","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\weight_sweep_40\full_eval\epoch_0004\summary.json","clip_style=0.706; content_lpips=0.440; training_csv_count=40","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","778","LBM","weight_sweep_40","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\weight_sweep_40\full_eval\epoch_0005\summary.json","clip_style=0.707; content_lpips=0.445; training_csv_count=40","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","779","LBM","weight_sweep_40","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\weight_sweep_40\full_eval\epoch_0006\summary.json","clip_style=0.710; content_lpips=0.453; training_csv_count=40","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","780","LBM","weight_sweep_40","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\weight_sweep_40\full_eval\epoch_0007\summary.json","clip_style=0.711; content_lpips=0.461; training_csv_count=40","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","781","LBM","weight_sweep_40","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\weight_sweep_40\full_eval\epoch_0008\summary.json","clip_style=0.710; content_lpips=0.462; training_csv_count=40","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","782","LBM","weight_sweep_40","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\weight_sweep_40\full_eval\epoch_0001\summary.json","clip_style=0.702; content_lpips=0.422; training_csv_count=40","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","783","LBM","weight_sweep_40","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\weight_sweep_40\full_eval\epoch_0002\summary.json","clip_style=0.706; content_lpips=0.442; training_csv_count=40","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","784","LBM","weight_sweep_40","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\weight_sweep_40\full_eval\epoch_0003\summary.json","clip_style=0.707; content_lpips=0.444; training_csv_count=40","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","785","LBM","weight_sweep_40","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\weight_sweep_40\full_eval\epoch_0004\summary.json","clip_style=0.708; content_lpips=0.455; training_csv_count=40","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","786","LBM","weight_sweep_40","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\weight_sweep_40\full_eval\epoch_0005\summary.json","clip_style=0.707; content_lpips=0.462; training_csv_count=40","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","787","LBM","weight_sweep_40","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\weight_sweep_40\full_eval\epoch_0006\summary.json","clip_style=0.709; content_lpips=0.465; training_csv_count=40","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","788","LBM","weight_sweep_40","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\weight_sweep_40\full_eval\epoch_0007\summary.json","clip_style=0.710; content_lpips=0.466; training_csv_count=40","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","789","LBM","weight_sweep_40","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\weight_sweep_40\full_eval\epoch_0008\summary.json","clip_style=0.709; content_lpips=0.466; training_csv_count=40","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","790","LBM","weight_sweep_40","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\weight_sweep_40\full_eval\epoch_0001\summary.json","clip_style=0.700; content_lpips=0.436; training_csv_count=40","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","791","LBM","weight_sweep_40","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\weight_sweep_40\full_eval\epoch_0002\summary.json","clip_style=0.702; content_lpips=0.431; training_csv_count=40","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","792","LBM","weight_sweep_40","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\weight_sweep_40\full_eval\epoch_0003\summary.json","clip_style=0.701; content_lpips=0.445; training_csv_count=40","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","793","LBM","weight_sweep_40","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\weight_sweep_40\full_eval\epoch_0004\summary.json","clip_style=0.702; content_lpips=0.452; training_csv_count=40","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","794","LBM","weight_sweep_40","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\weight_sweep_40\full_eval\epoch_0005\summary.json","clip_style=0.704; content_lpips=0.455; training_csv_count=40","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","795","LBM","weight_sweep_40","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\weight_sweep_40\full_eval\epoch_0006\summary.json","clip_style=0.708; content_lpips=0.454; training_csv_count=40","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","796","LBM","weight_sweep_40","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\weight_sweep_40\full_eval\epoch_0007\summary.json","clip_style=0.709; content_lpips=0.463; training_csv_count=40","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","797","LBM","weight_sweep_40","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\weight_sweep_40\full_eval\epoch_0008\summary.json","clip_style=0.709; content_lpips=0.468; training_csv_count=40","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","798","LBM","weight_sweep_40","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\weight_sweep_40\full_eval\epoch_0001\summary.json","clip_style=0.698; content_lpips=0.412; training_csv_count=40","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","799","LBM","weight_sweep_40","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\weight_sweep_40\full_eval\epoch_0002\summary.json","clip_style=0.702; content_lpips=0.423; training_csv_count=40","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","800","LBM","weight_sweep_40","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\weight_sweep_40\full_eval\epoch_0003\summary.json","clip_style=0.703; content_lpips=0.431; training_csv_count=40","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","801","LBM","weight_sweep_40","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\weight_sweep_40\full_eval\epoch_0004\summary.json","clip_style=0.704; content_lpips=0.446; training_csv_count=40","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","802","LBM","weight_sweep_40","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\weight_sweep_40\full_eval\epoch_0005\summary.json","clip_style=0.708; content_lpips=0.447; training_csv_count=40","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","803","LBM","weight_sweep_40","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\weight_sweep_40\full_eval\epoch_0006\summary.json","clip_style=0.710; content_lpips=0.446; training_csv_count=40","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","804","LBM","weight_sweep_40","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\weight_sweep_40\full_eval\epoch_0007\summary.json","clip_style=0.710; content_lpips=0.456; training_csv_count=40","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","805","LBM","weight_sweep_40","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\weight_sweep_40\full_eval\epoch_0008\summary.json","clip_style=0.711; content_lpips=0.464; training_csv_count=40","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","806","LBM","weight_sweep_40","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\weight_sweep_40\full_eval\epoch_0001\summary.json","clip_style=0.700; content_lpips=0.424; training_csv_count=40","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","807","LBM","weight_sweep_40","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\weight_sweep_40\full_eval\epoch_0002\summary.json","clip_style=0.704; content_lpips=0.430; training_csv_count=40","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","808","LBM","weight_sweep_40","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\weight_sweep_40\full_eval\epoch_0003\summary.json","clip_style=0.707; content_lpips=0.437; training_csv_count=40","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","809","LBM","weight_sweep_40","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\weight_sweep_40\full_eval\epoch_0004\summary.json","clip_style=0.705; content_lpips=0.450; training_csv_count=40","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","810","LBM","weight_sweep_40","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\weight_sweep_40\full_eval\epoch_0005\summary.json","clip_style=0.708; content_lpips=0.453; training_csv_count=40","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","811","LBM","weight_sweep_40","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\weight_sweep_40\full_eval\epoch_0006\summary.json","clip_style=0.709; content_lpips=0.452; training_csv_count=40","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","812","LBM","weight_sweep_40","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\weight_sweep_40\full_eval\epoch_0007\summary.json","clip_style=0.709; content_lpips=0.458; training_csv_count=40","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","813","LBM","weight_sweep_40","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\weight_sweep_40\full_eval\epoch_0008\summary.json","clip_style=0.708; content_lpips=0.463; training_csv_count=40","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","814","LBM","weight_sweep_40","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\weight_sweep_40\full_eval\epoch_0001\summary.json","clip_style=0.697; content_lpips=0.387; training_csv_count=40","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","815","LBM","weight_sweep_40","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\weight_sweep_40\full_eval\epoch_0002\summary.json","clip_style=0.696; content_lpips=0.380; training_csv_count=40","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","816","LBM","weight_sweep_40","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\weight_sweep_40\full_eval\epoch_0003\summary.json","clip_style=0.698; content_lpips=0.378; training_csv_count=40","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","817","LBM","weight_sweep_40","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\weight_sweep_40\full_eval\epoch_0004\summary.json","clip_style=0.701; content_lpips=0.383; training_csv_count=40","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","818","LBM","weight_sweep_40","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\weight_sweep_40\full_eval\epoch_0005\summary.json","clip_style=0.704; content_lpips=0.397; training_csv_count=40","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","819","LBM","weight_sweep_40","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\weight_sweep_40\full_eval\epoch_0006\summary.json","clip_style=0.705; content_lpips=0.401; training_csv_count=40","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","820","LBM","weight_sweep_40","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\weight_sweep_40\full_eval\epoch_0007\summary.json","clip_style=0.706; content_lpips=0.406; training_csv_count=40","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","821","LBM","weight_sweep_40","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\weight_sweep_40\full_eval\epoch_0008\summary.json","clip_style=0.707; content_lpips=0.413; training_csv_count=40","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","822","LBM","weight_sweep_40","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\weight_sweep_40\full_eval\epoch_0001\summary.json","clip_style=0.694; content_lpips=0.401; training_csv_count=40","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","823","LBM","weight_sweep_40","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\weight_sweep_40\full_eval\epoch_0002\summary.json","clip_style=0.699; content_lpips=0.400; training_csv_count=40","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","824","LBM","weight_sweep_40","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\weight_sweep_40\full_eval\epoch_0003\summary.json","clip_style=0.699; content_lpips=0.409; training_csv_count=40","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","825","LBM","weight_sweep_40","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\weight_sweep_40\full_eval\epoch_0004\summary.json","clip_style=0.701; content_lpips=0.413; training_csv_count=40","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","826","LBM","weight_sweep_40","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\weight_sweep_40\full_eval\epoch_0005\summary.json","clip_style=0.703; content_lpips=0.412; training_csv_count=40","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","827","LBM","weight_sweep_40","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\weight_sweep_40\full_eval\epoch_0006\summary.json","clip_style=0.706; content_lpips=0.414; training_csv_count=40","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","828","LBM","weight_sweep_40","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\weight_sweep_40\full_eval\epoch_0007\summary.json","clip_style=0.707; content_lpips=0.417; training_csv_count=40","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","829","LBM","weight_sweep_40","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\weight_sweep_40\full_eval\epoch_0008\summary.json","clip_style=0.707; content_lpips=0.426; training_csv_count=40","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
