case_id,src_style,tgt_style,best_overall,best_style_specificity,best_structure,best_artifact_control,confidence_1_to_5,LBM-Knee_e13_style_specificity,LBM-Knee_e13_structure_preservation,LBM-Knee_e13_artifact_control,LBM-Knee_e13_note,Seedream_repaired750_style_specificity,Seedream_repaired750_structure_preservation,Seedream_repaired750_artifact_control,Seedream_repaired750_note,DualPathFresh_e09_style_specificity,DualPathFresh_e09_structure_preservation,DualPathFresh_e09_artifact_control,DualPathFresh_e09_note
Ukiyo_e__ogata-gekko_nihon-hana-zue-1896__to__Early_Renaissance,Ukiyo_e,Early_Renaissance,DualPathFresh_e09,DualPathFresh_e09,DualPathFresh_e09,DualPathFresh_e09,4,2,3,2,Overly faded and washed-out; lacks Renaissance texture and depth. Structure is preserved but style transfer is weak and noisy.,3,4,3,Good structural fidelity and moderate style application. Some color bleeding and slight loss of fine detail in figures.,5,5,5,"Excellent preservation of source structure with strong Early Renaissance stylistic elements (chiaroscuro, painterly texture, warm tones). Minimal artifacts."
Impressionism__konstantin-korovin_arctic-ocean-1913__to__Early_Renaissance,Impressionism,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,3,3,"Very washed out, lacks Renaissance color depth and texture; structure preserved but style is too pale and generic.",5,5,5,Excellent match to Early Renaissance palette and atmospheric perspective; structure perfectly preserved with no visible artifacts.,3,4,4,Better than LBM but still lacks the rich tonal variation of Renaissance art; slight blurring in water areas reduces clarity.
Rococo__canaletto_london-the-thames-and-the-city-of-london-from-the-terrace-of-richmond-house__to__Rococo,Rococo,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Very low style transfer; mostly grayscale with heavy vignette and noise. Structure preserved but lacks Rococo color, texture, or ornamental cues.",5,5,5,"Excellent Rococo style: warm palette, soft lighting, ornate arch framing, painterly textures. Source structure faithfully preserved with no visible artifacts.",3,4,3,"Moderate style attempt with some Rococo-like tones and framing, but heavy smudging and blur reduce clarity. Structure mostly intact but degraded by artifacts."
Rococo__jean-marc-nattier_portrait-of-louis-tocqu-1762__to__Minimalism,Rococo,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Overly blurred and washed out; minimalism not clearly expressed, structure partially preserved but lacks clarity.",5,5,5,"Clean, stylized vector-like rendering with strong minimalism; excellent structure retention and no visible artifacts.",2,3,2,"Similar to LBM — hazy, low-contrast output; minimalism absent, structure faintly preserved, artifacts from blur."
Rococo__joseph-wright_d-ewes-coke-his-wife-hannah-and-daniel-parker-coke__to__Minimalism,Rococo,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Overly blurred and washed-out; minimalism not achieved, structure partially preserved but details lost.",5,5,5,Strong minimalism via flat color blocks and simplified forms; excellent structure retention and clean output.,2,3,2,"Similar to LBM — hazy, low-contrast, fails to convey minimalism; structure somewhat retained but visually degraded."
Impressionism__edouard-manet_tarring-the-boat-1873__to__Minimalism,Impressionism,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Overly blurred and washed-out; minimalism not clearly expressed, structure partially preserved but lacks clarity.",5,5,5,"Excellent minimalism with clean geometry, strong structure retention, and no visible artifacts.",3,4,3,Moderate minimalism attempt; structure mostly preserved but suffers from haze and softness reducing clarity.
Early_Renaissance__filippo-lippi_adoration-of-the-magi-detail-2__to__Rococo,Early_Renaissance,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Very low style transfer; image appears faded and washed out with minimal Rococo influence. Structure is partially preserved but lacks clarity. Heavy artifacts and noise degrade quality.,5,5,5,"Excellent Rococo style transfer with ornate borders, soft pastel tones, and decorative elements. Source structure is well-preserved and enhanced. No visible artifacts; clean and polished output.",3,4,3,Moderate Rococo styling with some decorative framing and color shifts. Structure is mostly intact but slightly blurred. Some smudging and soft-focus artifacts reduce sharpness.
Rococo__antoine-pesne_carl-heinrich-graun__to__Rococo,Rococo,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Very low style transfer; image appears washed out and foggy with no Rococo elements. Structure is preserved but obscured by heavy blur/artifacts.,5,5,5,Excellent Rococo style transfer with ornate frame and color palette. Perfect structure preservation and no visible artifacts.,2,3,2,"Similar to LBM, this output is extremely blurry and lacks any discernible Rococo style. Structure is present but heavily degraded by artifacts."
Ukiyo_e__katsushika-hokusai_fishing-in-the-bay-uraga__to__Rococo,Ukiyo_e,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Very faint Rococo influence; heavy vignetting and noise degrade structure and style clarity.,5,5,5,Excellent Rococo framing and ornamental arch; source structure perfectly preserved; no visible artifacts.,3,4,3,Moderate Rococo haze and color wash; structure mostly intact but obscured by smudging and low contrast.
Early_Renaissance__antonello-da-messina_painter-self-portrait__to__Rococo,Early_Renaissance,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Fails to apply Rococo style; remains grayscale sketch-like with no color or texture transfer. Structure is preserved but lacks stylistic integration.,5,5,5,"Excellent Rococo style transfer: soft pastel tones, ornate framing, and painterly texture match target. Structure fully preserved with clean edges and no artifacts.",3,4,3,"Partial style application — some Rococo elements (color, framing) present but inconsistent. Structure mostly intact but with minor blurring and edge artifacts."
Impressionism__stefan-dimitrescu_cabaret__to__Rococo,Impressionism,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Very abstracted, almost unrecognizable; lacks Rococo elegance and ornamental framing; heavy texture artifacts obscure structure.",5,5,5,"Excellent Rococo styling with ornate frame, soft pastel tones, and delicate brushwork; source structure perfectly preserved; no visible artifacts.",3,4,3,Moderate Rococo influence with some decorative elements; structure mostly intact but slightly blurred; minor smudging and color bleeding present.
Ukiyo_e__hiroshige_oiso-toraga-ame-shower-1835__to__Impressionism,Ukiyo_e,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Very faint impressionistic texture; structure preserved but style is weak and washed out. Heavy artifacts from over-smoothing.,5,5,5,Excellent Impressionist brushwork with vibrant color and texture. Structure perfectly preserved. No visible artifacts.,3,4,3,"Moderate Impressionist style applied, but slightly muddy colors and some loss of fine detail. Minor artifacts in background."
Rococo__dmitry-levitzky_maria-feodorovna__to__Early_Renaissance,Rococo,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Overly hazy and washed-out; loses Renaissance texture and color depth. Structure is preserved but blurred by excessive smoothing.,5,5,5,"Excellent match to Early Renaissance style: rich chiaroscuro, detailed fabric folds, warm palette, and sharp facial features. No visible artifacts or structural distortion.",3,4,3,"Moderate style transfer with some Renaissance tones, but suffers from smudging and loss of fine detail. Structure is mostly intact but lacks crispness."
Ukiyo_e__utagawa-kunisada_not_detected_240381(1)__to__Rococo,Ukiyo_e,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,3,2,Very weak Rococo style transfer; structure is partially preserved but heavily distorted by noise and color bleeding. Artifacts dominate the output.,5,5,5,Excellent Rococo style integration with ornate borders and soft pastel tones. Source structure is well-preserved with minimal artifacts. Cleanest output overall.,3,4,3,"Moderate Rococo influence with some decorative elements, but style is inconsistent. Structure is mostly intact but suffers from smudging and color wash artifacts."
Minimalism__robert-ryman_surface-veil-1970__to__Rococo,Minimalism,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,1,3,2,Minimal style transfer; mostly preserves source with slight darkening. No Rococo elements applied.,5,5,5,"Excellent Rococo frame integration, preserves paper texture and layout, clean edges, no artifacts.",2,2,1,"Heavy blur and smearing; style is vague and indistinct, structure distorted, significant artifacts."
Rococo__bernardo-bellotto_view-of-dresden-the-dresden-fortifications-moat-with-a-bridge-between-gate-and-post-mile-pillar__to__Minimalism,Rococo,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Overly blurred and washed out; minimalism not clearly expressed, structure lost in haze.",5,5,5,"Strong minimalist aesthetic with clean geometry, bold color blocks, and preserved architectural structure; no visible artifacts.",3,4,3,Some abstraction and soft edges suggest minimalism but lacks clarity; structure partially preserved with mild smudging artifacts.
Rococo__joshua-reynolds_colonel-george-k-h-coussmaker-grenadier-guards__to__Minimalism,Rococo,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Fails to capture minimalism; output is overly blurred and painterly, losing both style and structural clarity.",5,5,5,"Perfectly captures minimalism with flat colors, geometric shapes, and clean lines while preserving subject structure and avoiding artifacts.",2,3,2,"Similar to LBM-Knee_e13; overly soft and indistinct, failing to convey minimalism or preserve clear structure."
Rococo__dmitry-levitzky_portrait-of-unknown-woman-with-a-rose-1788__to__Impressionism,Rococo,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Overly hazy and washed-out; lacks Impressionist brushwork and color vibrancy. Structure is preserved but obscured by excessive blur.,5,5,5,"Excellent Impressionist rendering with visible brushstrokes, rich color palette, and faithful preservation of subject structure and pose. Minimal artifacts.",3,4,3,"Moderate Impressionist style with some softness and color blending, but less defined brushwork than Seedream. Structure is well-preserved; minor smudging artifacts present."
Impressionism__childe-hassam_september-moonrise__to__Minimalism,Impressionism,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Fails to capture minimalism; output is overly blurred and lacks clean geometry or color blocking. Structure is preserved but degraded by noise.,5,5,5,"Excellent minimalism: flat colors, geometric shapes, clean lines. Structure is well-preserved with stylized trees and horizon. No visible artifacts.",2,3,2,"Similar to LBM — overly diffuse, lacks minimal clarity. Structure is faintly preserved but obscured by haze and texture artifacts."
Ukiyo_e__katsushika-hokusai_cargo-ship-and-wave__to__Ukiyo_e,Ukiyo_e,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,LBM-Knee_e13,Seedream_repaired750,4,2,5,4,Preserves wave structure well but lacks color and texture of Ukiyo-e; appears as a desaturated sketch.,5,4,5,"Excellent Ukiyo-e style transfer with rich colors, woodblock texture, and minimal artifacts; slight softening of wave edges.",3,4,3,Moderate style fidelity with some color bleed and noise; structure preserved but less clean than Seedream.
Early_Renaissance__carlo-crivelli_saint-thomas-aquinas-1476__to__Rococo,Early_Renaissance,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Heavy smudging and loss of detail; style is vague and not clearly Rococo; structure partially preserved but degraded by artifacts.,5,5,5,Excellent Rococo styling with ornate background patterns; source structure fully preserved; minimal artifacts; cleanest output overall.,3,4,3,Moderate Rococo influence with some decorative elements; structure mostly intact but suffers from haze and blur; artifacts reduce clarity.
Rococo__bernardo-bellotto_pirna-seen-from-the-right-bank-of-the-elbe__to__Minimalism,Rococo,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Overly blurred and washed-out; minimalism not clearly expressed, structure partially preserved but details lost.",5,5,5,"Clean, stylized minimalism with strong geometric simplification, excellent structure retention, and no visible artifacts.",3,3,3,Moderate minimalism with some abstraction; structure is recognizable but softened; mild artifacts in texture blending.
Impressionism__henri-matisse_brittany-also-known-as-boat-1896__to__Impressionism,Impressionism,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Faint impressionistic washes but lacks color and brushwork; structure is blurred and indistinct.,5,5,5,"Excellent Impressionist style with vibrant colors, visible brushstrokes, and clear structural fidelity to source.",3,4,3,"Moderate style transfer with some color and texture, but overly muted and slightly noisy; structure preserved better than LBM."
Minimalism__eva-hesse_expanded-expansion-1969__to__Rococo,Minimalism,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Minimal Rococo influence; structure preserved but lacks ornamental detail; heavy vignetting and color distortion.,5,5,5,"Excellent Rococo framing and ornamentation; source curtain structure perfectly preserved; clean, artifact-free output.",3,4,3,Some Rococo texture applied but inconsistent; structure mostly intact; noticeable blurring and smudging artifacts.
Early_Renaissance__paolo-uccello_scene-adoration-of-the-three-kings-1440__to__Impressionism,Early_Renaissance,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Overly abstracted, ghostly figures; lacks Impressionist brushwork and color harmony; structure is distorted.",5,5,5,"Excellent Impressionist rendering with visible brushstrokes, natural lighting, and faithful composition; minimal artifacts.",3,4,3,Moderate style transfer; some Impressionist traits but overly smudged and hazy; structure mostly preserved but lacks clarity.
Early_Renaissance__carlo-crivelli_piet-1__to__Impressionism,Early_Renaissance,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,3,2,"Faint, washed-out impressionistic texture; structure preserved but style is weak and indistinct.",5,5,5,Strong Impressionist brushwork and color palette; excellent preservation of original composition and figures; minimal artifacts.,3,4,3,Moderate impressionistic effect with some smudging; structure mostly intact but lacks crispness; minor artifacts in background.
Rococo__dmitry-levitzky_maria-feodorovna__to__Impressionism,Rococo,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Overly blurred and hazy; loses fine detail and texture. Impressionist brushwork is not evident—more like a foggy filter. Structure is preserved but degraded by excessive diffusion.,5,5,5,"Excellent impressionist rendering with visible brushstroke-like textures, warm autumnal palette matching target, and faithful preservation of pose, oval frame, and facial features. No artifacts or distortions.",3,4,3,"Moderate impressionist effect with some softness and color blending, but lacks the rich textural variation of true Impressionism. Some smudging around edges and face; structure mostly intact but slightly softened."
Impressionism__nicolae-vermont_rotterdam-port-1928__to__Impressionism,Impressionism,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Overly washed out and desaturated; loses color vibrancy and brushwork texture of Impressionism. Structure is preserved but lacks stylistic fidelity.,5,5,5,"Excellent Impressionist style with visible brushstrokes, rich color palette, and atmospheric lighting. Source structure (boats, water, sky) is well preserved. No visible artifacts.",3,4,3,Moderate Impressionist feel with soft blending and muted tones. Structure is mostly intact but slightly blurred. Some loss of detail in boats and clouds; less vibrant than target style.
Ukiyo_e__utagawa-kunisada_not_detected_240353__to__Ukiyo_e,Ukiyo_e,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Very washed-out, low contrast; Ukiyo-e color palette and line work are nearly absent. Structure is preserved but overly blurred.",5,5,5,"Excellent Ukiyo-e style transfer: bold outlines, flat color blocks, and traditional composition. Source structure perfectly preserved with no artifacts.",3,4,3,"Moderate Ukiyo-e influence with some color stylization, but lacks strong line definition. Structure is well preserved; minor smudging in background."
Minimalism__frank-stella_gezira-from-black-series-ii-1967__to__Impressionism,Minimalism,Impressionism,DualPathFresh_e09,DualPathFresh_e09,Seedream_repaired750,Seedream_repaired750,4,2,3,2,"Faint, washed-out impressionistic texture; poor color fidelity and low contrast; structure partially preserved but visually weak.",3,5,5,Excellent structure preservation with clean edges; minimal artifacts; style is abstracted but lacks strong impressionistic brushwork or color.,5,4,4,Strong impressionistic rendering with visible brush-like strokes and soft blending; slight haloing on right edge; structure mostly preserved with minor distortion.
Early_Renaissance__bartolome-bermejo_death-of-the-virgin-1462__to__Ukiyo_e,Early_Renaissance,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Very low style transfer; appears as a faded, blurry version of source with minimal Ukiyo-e influence. Structure is preserved but degraded by haze. Heavy artifacts and loss of detail.",5,5,5,"Excellent Ukiyo-e style application: flat colors, bold outlines, stylized faces, and decorative patterns match target reference. Structure perfectly preserved. Clean output with no visible artifacts.",3,4,3,"Moderate style transfer — some Ukiyo-e traits (color palette, line work) present but inconsistent. Structure mostly preserved. Some smudging and color bleeding artifacts reduce quality."
Minimalism__ellsworth-kelly_diagonal-1951__to__Rococo,Minimalism,Rococo,Seedream_repaired750,Seedream_repaired750,LBM-Knee_e13,LBM-Knee_e13,4,1,5,5,Perfectly preserves the diagonal line and white background but completely fails to apply Rococo style; appears as a cropped or masked version of the source.,5,3,3,"Strongly captures Rococo aesthetics with ornate gold scrollwork, pastel pinks/blues, and floral motifs. The diagonal line is preserved but distorted into a decorative golden element, blending structure and style well despite some softness.",2,4,2,"Preserves the diagonal line reasonably well but applies only a vague, blurry white/pink wash with no clear Rococo elements. Lacks detail and introduces significant blur artifacts."
Impressionism__alfred-sisley_the-banks-of-the-oise-1878__to__Ukiyo_e,Impressionism,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,3,3,Very faint Ukiyo-e influence; mostly retains source impressionism. Structure preserved but lacks stylistic definition.,5,5,5,Strong Ukiyo-e line work and color palette applied cleanly. Excellent structure retention with no visible artifacts.,3,4,2,Moderate Ukiyo-e flavor but overly washed out. Some blurring and loss of detail in foliage and water; minor artifacts present.
Impressionism__nikolay-bogdanov-belsky_connoisseurs-of-books-knowledge-is-power__to__Impressionism,Impressionism,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,3,4,3,Moderate impressionistic brushwork but overly hazy and washed-out; loses color vibrancy and introduces soft blur artifacts that obscure detail.,5,5,5,"Excellent Impressionist style with visible brushstrokes, rich color palette, and clear preservation of original composition and subject details. Minimal artifacts.",4,4,3,"Strong stylistic rendering with good color and texture, but slight over-saturation and minor haloing around edges reduce artifact control compared to Seedream."
Ukiyo_e__utagawa-toyokuni_the-heian-courtier__to__Early_Renaissance,Ukiyo_e,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,4,3,Minimal style transfer; retains source aesthetic with slight aging effect. Structure preserved well but lacks Renaissance elements.,5,5,5,"Excellent integration of Early Renaissance architectural and atmospheric elements. Figure structure intact, no visible artifacts.",3,4,4,Moderate style influence with aged paper texture and faint background. Structure mostly preserved but style is diluted and inconsistent.
Impressionism__rudolf-schweitzer-cumpana_str-du-n-atena__to__Impressionism,Impressionism,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,3,3,2,Moderate impressionistic brushwork but overly washed-out colors and loss of structural definition; artifacts from over-smoothing.,5,5,5,"Excellent Impressionist style with vibrant, textured brushstrokes; preserves source structure faithfully; minimal artifacts.",4,4,3,"Good style transfer with visible brushwork, but slightly muted palette and minor smudging in shadow areas; acceptable structure."
Minimalism__judy-chicago_morning-fan-1971__to__Rococo,Minimalism,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Minimal Rococo styling; mostly blurred color blocks with no ornamental detail. Structure preserved but lacks stylistic intent. Heavy blur and edge artifacts.,5,5,5,"Excellent Rococo frame integration with intricate gold scrollwork. Source structure (color blocks) preserved within frame. Clean edges, no visible artifacts.",3,4,3,"Some Rococo color palette and softness applied, but no structural ornamentation. Structure mostly intact but overly smoothed. Mild haloing and loss of sharpness."
Rococo__francois-boucher_portrait-of-madame-boucher-1745__to__Impressionism,Rococo,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Fails to apply Impressionist style; frame is distorted and washed out, portrait lacks brushwork or color vibrancy.",5,5,5,"Excellent Impressionist rendering with visible brushstrokes, vibrant colors, and preserved frame/portrait structure. Minimal artifacts.",3,4,3,Some Impressionist texture applied but overly muted and hazy; frame structure preserved but colors lack vibrancy; slight smudging artifacts.
Minimalism__tony-smith_die-1968__to__Rococo,Minimalism,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,4,3,Very weak Rococo style transfer; cube appears frosted with no ornamental detail. Structure preserved but lacks stylistic fidelity. Mild vignetting artifact.,5,5,5,Excellent Rococo style transfer with ornate floral tapestry pattern matching target. Cube structure perfectly preserved. Clean edges and no visible artifacts.,3,4,2,Some Rococo-inspired blur and color wash but lacks specific ornamental motifs. Structure mostly intact but suffers from heavy smearing and halo artifacts around cube edges.
Ukiyo_e__tsukioka-yoshitoshi_not_detected_242419__to__Early_Renaissance,Ukiyo_e,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Very low style transfer; image appears largely unmodified with only minor color shifts. Structure is preserved but lacks stylistic integration. Artifacts include unnatural color banding and lack of texture.,5,5,5,"Excellent Early Renaissance style transfer with appropriate color palette, texture, and lighting. Structure is perfectly preserved. No visible artifacts; clean and coherent output.",3,4,3,Moderate style transfer with some Renaissance-like tones but inconsistent application. Structure is mostly preserved but slightly blurred. Minor artifacts in texture smoothing and edge halos.
Ukiyo_e__hiroshige_oiso-toraga-ame-shower-1835__to__Minimalism,Ukiyo_e,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Overly blurred and washed-out; minimalism not clearly expressed, structure lost in haze.",5,5,5,"Clean, stylized interpretation with strong minimalism cues (flat colors, bold shapes), excellent structure retention, no visible artifacts.",3,4,3,"Moderate minimalism attempt; some structural clarity but suffers from smudging and color bleeding, reducing artifact control."
Minimalism__alvaro-lapa_criminals-and-their-properties-1974__to__Rococo,Minimalism,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Minimal Rococo styling; mostly preserves source structure but lacks ornamental detail. Blurry edges and low contrast reduce fidelity.,5,5,5,"Excellent Rococo frame integration with accurate geometry and rich ornamentation. Clean edges, no artifacts, and strong stylistic alignment.",3,4,3,"Moderate Rococo influence with some decorative elements, but less defined than Seedream. Slight blurring and softening reduce clarity."
Minimalism__fernando-lanhas_o39-68-1968__to__Minimalism,Minimalism,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Overly desaturated and washed-out; loses contrast and minimalism’s boldness. Structure is preserved but style is too muted.,5,5,5,"Excellent preservation of geometric structure with strong minimal aesthetic — clean lines, high contrast, no artifacts. Matches target style intent perfectly.",3,4,4,"Good structure retention and mild artifact control, but style is too soft and grayish — lacks the crisp minimalism of the reference. Slightly over-smoothed."
Early_Renaissance__leonardo-da-vinci_study-of-the-effect-of-light-on-a-profile-head-facsimile__to__Impressionism,Early_Renaissance,Impressionism,Seedream_repaired750,Seedream_repaired750,LBM-Knee_e13,LBM-Knee_e13,4,2,5,5,"Preserves source structure perfectly with no artifacts, but fails to apply any impressionist style — output is nearly identical to source.",5,3,3,"Strongly applies impressionist brushwork and color palette to the head region; however, distorts original geometry and introduces minor smudging artifacts around edges.",3,4,2,"Moderate impressionist texture applied, but suffers from heavy blotching and loss of fine detail in text and lines; structure partially preserved but visually degraded."
Minimalism__dan-flavin_greens-crossing-greens-to-piet-mondrian-who-lacked-green-1966__to__Rococo,Minimalism,Rococo,Seedream_repaired750,Seedream_repaired750,LBM-Knee_e13,LBM-Knee_e13,4,2,5,5,"Excellent structure and artifact control, but very weak Rococo style transfer; appears as a muted green wash with no ornamental or compositional Rococo elements.",5,3,3,"Strongest Rococo style transfer with ornate frame, pastel palette, and decorative motifs; structure is somewhat distorted but still recognizable; minor artifacts in texture blending.",2,4,4,Moderate structure preservation with slight blur; minimal Rococo styling — mostly a soft green tint without ornamental features; some smudging artifacts.
Ukiyo_e__utagawa-kuniyoshi_high-noon-at-kasumigaseki__to__Rococo,Ukiyo_e,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Weak Rococo styling; heavy blur and smearing distort structure and introduce artifacts.,5,5,5,"Excellent Rococo ornamental framing, faithful structure retention, and clean output with minimal artifacts.",3,4,3,Moderate Rococo influence; structure mostly preserved but some softening and minor color bleeding present.
Rococo__francois-boucher_portrait-of-madame-boucher-1745__to__Early_Renaissance,Rococo,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Heavy, unnatural texture overlay distorts the portrait and frame; style is misapplied as noise rather than Renaissance aesthetic.",5,5,5,Excellent preservation of original composition and facial features; frame rendered with appropriate ornate detail and warm tonal harmony matching Early Renaissance painting style.,3,4,3,Moderate style transfer with some color shift and softening; structure mostly intact but lacks the richness and detail of Seedream output.
Impressionism__edgar-degas_ancer-with-red-stockings__to__Rococo,Impressionism,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Weak Rococo styling; heavy dark border and smudged textures reduce clarity and introduce artifacts.,5,5,5,"Excellent Rococo aesthetic with ornate frame, soft pastel tones, and faithful structure preservation; minimal artifacts.",3,4,3,Moderate Rococo feel with muted colors and some texture blending; slight loss of detail and minor artifacts in shading.
Rococo__jean-marc-nattier_portrait-of-louis-tocqu-1762__to__Ukiyo_e,Rococo,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Very low style transfer; image appears washed out and foggy with minimal Ukiyo-e characteristics. Structure is preserved but obscured by haze.,5,5,5,Excellent style transfer with clear Ukiyo-e flat coloring and line work. Structure is perfectly preserved and artifacts are minimal.,3,4,3,"Moderate style transfer with some Ukiyo-e coloring, but suffers from significant smearing and blurring artifacts that degrade quality."
Minimalism__ronald-davis_zig-zag-times-two-1966__to__Ukiyo_e,Minimalism,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,4,4,Minimal style transfer; mostly preserves source geometry with a faint gradient. Lacks Ukiyo-e motifs or texture.,5,5,5,"Strong Ukiyo-e aesthetic with appropriate color palette, subtle texture, and clean edges. Structure is well-preserved with no visible artifacts.",3,3,2,Shows some stylistic influence but suffers from heavy blurring and loss of structural clarity. Artifacts reduce fidelity.
Ukiyo_e__utagawa-kunisada-ii_oichi-from-the-beauties-of-tokyo-series__to__Rococo,Ukiyo_e,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Very weak Rococo influence; appears as a faded, washed-out version of the source with no ornamental or painterly Rococo traits. Structure is preserved but lacks stylistic intent.",5,5,5,"Excellent Rococo style transfer: ornate borders, soft pastel tones, decorative flourishes, and painterly texture applied faithfully while preserving original composition and figure poses. No visible artifacts.",3,4,3,"Moderate Rococo elements (soft colors, some ornamentation) but overly blurred and hazy, reducing clarity and introducing smudging artifacts. Structure is mostly intact but style application is inconsistent."
Ukiyo_e__utagawa-kuniyoshi_a-record-of-origins-of-the-great-country-of-japan__to__Rococo,Ukiyo_e,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Very weak Rococo style transfer; appears as a faded sketch with minimal color or ornamental detail. Structure is partially preserved but lacks refinement. High noise and low fidelity to target aesthetic.,5,5,5,"Excellent Rococo style transfer: soft pastel palette, ornate wave rendering, and painterly texture closely match the target reference. Source structure (boat, wave, figures) is well-preserved with artistic enhancement. No visible artifacts.",3,4,3,"Moderate Rococo influence — some color softening and decorative wave elements, but less cohesive than Seedream. Structure is mostly intact. Minor smudging and inconsistent texture application reduce overall polish."
