case_id,src_style,tgt_style,best_overall,best_style_specificity,best_structure,best_artifact_control,confidence_1_to_5,LBM-PS-v2_e13_style_specificity,LBM-PS-v2_e13_structure_preservation,LBM-PS-v2_e13_artifact_control,LBM-PS-v2_e13_note,Seedream_repaired750_style_specificity,Seedream_repaired750_structure_preservation,Seedream_repaired750_artifact_control,Seedream_repaired750_note,SaMST_e15_style_specificity,SaMST_e15_structure_preservation,SaMST_e15_artifact_control,SaMST_e15_note
Rococo__jean-marc-nattier_portrait-of-louis-tocqu-1762__to__Minimalism,Rococo,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Overly blurred, loses facial and structural detail; minimalism not clearly expressed.",5,5,5,Clean vector-style simplification preserves pose and key features; strong minimalist aesthetic with no artifacts.,3,4,3,Grid texture adds noise; structure mostly preserved but style feels more patterned than minimalist.
Rococo__jean-marc-nattier_portrait-of-louis-tocqu-1762__to__Rococo,Rococo,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,2,1,Overly blurred and abstracted; loses portrait structure and Rococo elegance.,5,5,5,"Excellent Rococo styling with ornate background, soft lighting, and faithful pose preservation.",4,4,4,Good style transfer but slightly muted tones and less refined detail than D.
Rococo__jean-marc-nattier_portrait-of-louis-tocqu-1762__to__Ukiyo_e,Rococo,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,2,1,Extremely blurry and washed out; loses both style and structure.,5,5,5,"Strong Ukiyo-e aesthetic with clean lines, flat color, and faithful pose.",4,4,4,Good style and structure but slightly darker and less crisp than D.
Rococo__joseph-wright_d-ewes-coke-his-wife-hannah-and-daniel-parker-coke__to__Early_Renaissance,Rococo,Early_Renaissance,SaMST_e15,SaMST_e15,SaMST_e15,SaMST_e15,4,2,3,2,"Overly blurred and smudged; loses figure definition and spatial clarity, resembling atmospheric haze rather than Early Renaissance style.",3,4,3,"Moderate stylistic shift with some Early Renaissance tonal warmth, but figures remain somewhat modern; minor artifacts in background texture.",5,5,5,"Strongest match to Early Renaissance aesthetics: soft chiaroscuro, muted palette, and painterly brushwork while preserving original composition and figure integrity."
Rococo__joseph-wright_d-ewes-coke-his-wife-hannah-and-daniel-parker-coke__to__Impressionism,Rococo,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,1,1,Overly blurred and indistinct; loses both style clarity and structural integrity.,5,5,5,Strong Impressionist brushwork with clear figure and scene preservation; minimal artifacts.,4,4,4,Good style and structure but slightly less refined brushwork and minor color bleeding.
Rococo__joseph-wright_d-ewes-coke-his-wife-hannah-and-daniel-parker-coke__to__Minimalism,Rococo,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,2,3,"Overly blurred and abstract; minimalism not clearly expressed, structure heavily degraded.",5,5,5,"Clean geometric shapes, bold flat colors, clear composition — strong minimalism with full structural fidelity and no artifacts.",3,4,4,Sketchy line-art style suggests minimalism but lacks color/shape simplification; structure mostly preserved with minor noise.
Rococo__joseph-wright_d-ewes-coke-his-wife-hannah-and-daniel-parker-coke__to__Rococo,Rococo,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,2,1,Overly blurred and indistinct; loses both Rococo elegance and structural clarity.,5,5,5,"Exemplary Rococo styling with ornate frame, soft lighting, and preserved composition; minimal artifacts.",4,4,4,"Strong Rococo influence and good structure, but slightly less refined than D in texture and framing."
Rococo__joseph-wright_d-ewes-coke-his-wife-hannah-and-daniel-parker-coke__to__Ukiyo_e,Rococo,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,2,2,Overly blurred and abstract; loses both style and structure.,5,5,5,"Strong Ukiyo-e aesthetic with clear linework, flat color, and preserved composition.",4,4,4,Good style transfer but slightly less crisp than D; minor artifacts in background.
Rococo__joseph-wright_mr-and-mrs-thomas-coltman__to__Early_Renaissance,Rococo,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,3,2,Overly blurred and washed out; loses Renaissance detail and color fidelity.,5,5,5,"Excellent match to Early Renaissance palette, brushwork, and composition; clean output.",3,4,4,Good structure but slightly anachronistic lighting and color; minor stylistic drift.
Rococo__joseph-wright_mr-and-mrs-thomas-coltman__to__Impressionism,Rococo,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,3,2,Overly blurred and washed out; loses figure detail and color richness of Impressionism.,5,5,5,"Strong Impressionist brushwork, vibrant palette, and clear preservation of original composition and figures.",4,4,4,"Good style transfer with visible brushstrokes and color harmony, but slightly less refined than D in texture and edge clarity."
Rococo__joseph-wright_mr-and-mrs-thomas-coltman__to__Minimalism,Rococo,Minimalism,Seedream_repaired750,Seedream_repaired750,LBM-PS-v2_e13,LBM-PS-v2_e13,4,2,5,5,Highly preserves source structure with minimal stylistic intervention; appears nearly unmodified.,5,3,3,"Strongly applies minimalism via flat colors and simplified forms, but distorts original composition and introduces minor artifacts.",3,2,2,"Imposes a sketchy, textured minimalism that heavily alters structure and introduces visible noise/artifacts."
Rococo__joseph-wright_mr-and-mrs-thomas-coltman__to__Rococo,Rococo,Rococo,Seedream_repaired750,Seedream_repaired750,LBM-PS-v2_e13,LBM-PS-v2_e13,4,2,5,5,Preserves source structure perfectly but lacks Rococo stylistic traits; appears blurred and neutral.,5,3,3,Strong Rococo aesthetic with soft pastels and ornate framing; slight structural distortion and minor artifacts.,4,4,4,Good Rococo style with decent structure; minor color shifts and slight loss of fine detail.
Rococo__joseph-wright_mr-and-mrs-thomas-coltman__to__Ukiyo_e,Rococo,Ukiyo_e,SaMST_e15,SaMST_e15,SaMST_e15,SaMST_e15,4,2,2,1,Overly blurred and abstract; loses both style and structure.,3,3,3,Moderate Ukiyo-e feel with some structural retention but soft edges and muted colors.,5,5,4,"Strong Ukiyo_e aesthetic with clear figure outlines, flat color planes, and minimal artifacts."
Rococo__joshua-reynolds_colonel-george-k-h-coussmaker-grenadier-guards__to__Early_Renaissance,Rococo,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,2,1,Overly blurred and abstract; loses Renaissance structure and style entirely.,5,5,5,"Excellent match to Early Renaissance style with clear figures, rich colors, and preserved composition.",3,4,3,Retains structure but style is inconsistent; some artifacts and muted tones reduce fidelity.
Rococo__joshua-reynolds_colonel-george-k-h-coussmaker-grenadier-guards__to__Impressionism,Rococo,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,1,1,Overly blurred and abstract; loses all structural detail and fails to convey Impressionist brushwork or color harmony.,5,5,5,"Excellent Impressionist rendering with visible brushstrokes, vibrant palette, and faithful preservation of original composition and figures.",4,4,3,"Strong stylistic match with expressive colors and loose forms, but slight distortion in figure proportions and minor color bleeding artifacts."
Rococo__joshua-reynolds_colonel-george-k-h-coussmaker-grenadier-guards__to__Minimalism,Rococo,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,2,3,Overly blurred and abstract; loses both style and structure.,5,5,5,Clean geometric abstraction with clear subject retention and minimal artifacts.,3,3,2,Textured noise degrades clarity; partial style but poor artifact control.
Rococo__joshua-reynolds_colonel-george-k-h-coussmaker-grenadier-guards__to__Rococo,Rococo,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,2,1,Highly abstracted; loses both Rococo elegance and source structure. Heavy blur and noise degrade fidelity.,5,5,5,"Strong Rococo styling with clear ornamental framing, soft pastel tones, and faithful preservation of source composition and figures. Minimal artifacts.",3,4,3,"Retains source structure well but applies a muted, painterly style that lacks distinct Rococo ornamentation. Some smudging and loss of detail."
Rococo__joshua-reynolds_colonel-george-k-h-coussmaker-grenadier-guards__to__Ukiyo_e,Rococo,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,2,1,Extremely blurry and abstract; loses nearly all structural detail and Ukiyo-e stylistic markers.,5,5,5,"Strong Ukiyo-e aesthetic with bold outlines, flat color planes, and compositional fidelity to source; minimal artifacts.",3,4,3,"Retains structure but applies a painterly, non-Ukiyo-e texture; lacks characteristic woodblock print stylization."
Rococo__louise-elisabeth-vigee-le-brun_portrait-of-joseph-vernet-1778__to__Early_Renaissance,Rococo,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,1,1,Severely distorted; loses all structural integrity and style coherence.,5,5,5,Excellent Early Renaissance style transfer with full structure retention and no artifacts.,4,4,4,"Strong style and structure, but slightly less refined than D in texture and lighting."
Rococo__louise-elisabeth-vigee-le-brun_portrait-of-joseph-vernet-1778__to__Impressionism,Rococo,Impressionism,Seedream_repaired750,SaMST_e15,Seedream_repaired750,Seedream_repaired750,4,2,1,1,Extremely blurry and abstract; loses all structural detail and barely conveys Impressionist brushwork.,4,5,5,"Strong Impressionist texture with visible brushstrokes while preserving facial features, clothing, and lute shape cleanly.",5,4,4,"Vivid, painterly color blocks evoke Impressionism well; slight color bleeding and edge softening reduce structural precision."
Rococo__louise-elisabeth-vigee-le-brun_portrait-of-joseph-vernet-1778__to__Minimalism,Rococo,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,3,2,"Overly blurred, loses facial and structural detail; minimalism not clearly expressed.",5,5,5,Clean vector-style simplification preserves pose and key features while achieving strong minimalism.,3,2,2,Textured overlay obscures structure; style is noisy and inconsistent with clean minimalism.
Rococo__louise-elisabeth-vigee-le-brun_portrait-of-joseph-vernet-1778__to__Rococo,Rococo,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,1,1,1,Completely lost structure and style; appears as abstract smudge with no discernible subject or Rococo elements.,5,5,5,"Excellent Rococo styling with ornate frame, soft pastel tones, and delicate brushwork; perfectly preserves original pose and composition; minimal artifacts.",3,4,4,Retains structure well but applies only subtle stylistic hints; lacks strong Rococo ornamentation or color palette; minor texture inconsistencies.
Rococo__louise-elisabeth-vigee-le-brun_portrait-of-joseph-vernet-1778__to__Ukiyo_e,Rococo,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,1,1,Extremely blurry; no discernible style or structure.,5,5,5,"Strong Ukiyo-e aesthetic with clean lines, flat color, and preserved pose and details.",4,4,4,Good style transfer but slightly less crisp than D; minor texture artifacts.
Rococo__louise-elisabeth-vigee-le-brun_the-bather-1792__to__Impressionism,Rococo,Impressionism,Seedream_repaired750,SaMST_e15,Seedream_repaired750,Seedream_repaired750,4,2,3,2,Overly blurred; loses both style and structure.,4,5,5,Strong impressionist brushwork with excellent structure and minimal artifacts.,5,3,4,Vivid impressionist palette but slightly distorts facial structure.
Rococo__louise-elisabeth-vigee-le-brun_the-bather-1792__to__Minimalism,Rococo,Minimalism,Seedream_repaired750,Seedream_repaired750,LBM-PS-v2_e13,Seedream_repaired750,4,2,5,3,"Overly blurred, loses stylistic intent; preserves pose but lacks minimalism.",5,4,5,"Strong minimalism via flat color blocks and simplified forms; clean edges, no artifacts.",3,3,4,Textured overlay adds noise; partial minimalism but inconsistent execution.
Rococo__louise-elisabeth-vigee-le-brun_the-bather-1792__to__Rococo,Rococo,Rococo,Seedream_repaired750,Seedream_repaired750,LBM-PS-v2_e13,Seedream_repaired750,4,2,5,3,"Very blurry and indistinct; minimal Rococo detail or ornamentation, but preserves pose and composition well.",5,4,5,"Strong Rococo styling with ornate frame, soft pastel tones, and delicate rendering; minor softening of facial features but overall clean output.",3,4,4,Moderate Rococo influence with some gilding and color shift; slight color distortion and texture loss compared to source.
Rococo__maurice-quentin-de-la-tour_marie-josephe-of-saxony-1__to__Early_Renaissance,Rococo,Early_Renaissance,SaMST_e15,SaMST_e15,SaMST_e15,SaMST_e15,4,2,3,2,"Overly blurred and washed out; loses facial detail and texture, failing to capture Early Renaissance clarity or ornamental richness.",3,4,3,"Moderate stylistic fidelity with some Renaissance-like drapery and color palette, but lacks fine detail and exhibits slight smudging around edges.",5,5,5,"Strongest match: crisp facial features, rich fabric textures, and ornate framing elements closely emulate Early Renaissance portraiture without distortion or noise."
Rococo__maurice-quentin-de-la-tour_marie-josephe-of-saxony-1__to__Impressionism,Rococo,Impressionism,Seedream_repaired750,SaMST_e15,Seedream_repaired750,Seedream_repaired750,4,2,2,1,"Overly blurred, loses facial structure and clothing details; impressionistic smudging dominates but lacks intentional brushwork.",4,5,5,"Strong impressionist brushstrokes with visible texture, preserves pose and facial features well, minimal artifacts.",5,3,3,"Vivid color palette and expressive strokes match Impressionism best, but slight distortion in face and background edges."
Rococo__maurice-quentin-de-la-tour_marie-josephe-of-saxony-1__to__Minimalism,Rococo,Minimalism,Seedream_repaired750,Seedream_repaired750,LBM-PS-v2_e13,LBM-PS-v2_e13,4,2,5,5,Highly preserves structure but lacks minimalism; overly blurred and indistinct.,5,3,3,"Strong minimalism with clean lines and flat colors, but distorts facial features and background.",3,4,2,"Attempts minimalism via grid overlay, but introduces heavy artifacts and reduces clarity."
Rococo__maurice-quentin-de-la-tour_marie-josephe-of-saxony-1__to__Rococo,Rococo,Rococo,SaMST_e15,SaMST_e15,SaMST_e15,SaMST_e15,5,2,2,1,"Extremely blurry and indistinct; loses facial features and clothing details. Style is vague, not clearly Rococo. High artifacting from over-smoothing.",4,4,4,"Good Rococo styling with soft pastels and ornate frame. Structure preserved well, though slight softening of edges. Minor artifacts in background texture.",5,5,5,"Excellent Rococo style: rich colors, delicate brushwork, ornate frame, and period-appropriate attire. Structure perfectly preserved with no visible artifacts. Cleanest output."
Rococo__maurice-quentin-de-la-tour_marie-josephe-of-saxony-1__to__Ukiyo_e,Rococo,Ukiyo_e,SaMST_e15,SaMST_e15,SaMST_e15,SaMST_e15,5,1,1,1,Extremely blurry and indistinct; no discernible Ukiyo-e style or structural fidelity.,3,4,3,Moderate Ukiyo-e influence with simplified lines and flat color; structure mostly preserved but some softening and minor artifacts in background.,5,5,5,"Strong Ukiyo-e aesthetic with bold outlines, flat color fields, and stylized features; excellent preservation of original structure and minimal artifacts."
Rococo__maurice-quentin-de-la-tour_study-for-portrait-of-mademoiselle-dangeville-1__to__Early_Renaissance,Rococo,Early_Renaissance,SaMST_e15,SaMST_e15,SaMST_e15,SaMST_e15,5,2,3,2,Overly blurred and smudged; loses facial structure and Renaissance detail.,3,4,3,Moderate style transfer with some loss of fine detail; minor artifacts around edges.,5,5,5,"Excellent preservation of facial structure and Early Renaissance painterly style; clean, artifact-free output."
Rococo__maurice-quentin-de-la-tour_study-for-portrait-of-mademoiselle-dangeville-1__to__Impressionism,Rococo,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,2,1,Overly blurred; loses facial structure and style detail.,5,5,5,Strong Impressionist brushwork with clear structure and minimal artifacts.,4,4,3,Good style but slightly unnatural color and minor artifacts.
Rococo__maurice-quentin-de-la-tour_study-for-portrait-of-mademoiselle-dangeville-1__to__Minimalism,Rococo,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,3,2,"Overly blurred, loses facial structure and minimalism intent; artifacts from diffusion noise.",5,5,5,"Clean geometric simplification, preserves key facial structure, no visible artifacts — ideal minimalism.",3,4,3,Textured overlay introduces noise; structure preserved but style feels more illustrative than minimalist.
Rococo__maurice-quentin-de-la-tour_study-for-portrait-of-mademoiselle-dangeville-1__to__Rococo,Rococo,Rococo,Seedream_repaired750,Seedream_repaired750,LBM-PS-v2_e13,Seedream_repaired750,4,2,5,3,Very faithful to source structure but lacks Rococo stylistic elements; overly blurred and indistinct.,5,4,5,"Strong Rococo aesthetic with ornate framing, soft pastel tones, and delicate brushwork; minor structural softening but well-controlled artifacts.",3,4,4,Moderate Rococo influence with some gilded frame hints and warm tones; retains good structure but less refined execution than D.
Rococo__pietro-longhi_the-tooth-extractor__to__Early_Renaissance,Rococo,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,3,2,Overly blurred and indistinct; loses both stylistic detail and structural clarity.,5,5,5,"Excellent Early Renaissance style with clear figures, balanced composition, and no visible artifacts.",4,4,4,Strong stylistic match but slightly less refined in figure rendering and lighting compared to D.
Rococo__pietro-longhi_the-tooth-extractor__to__Impressionism,Rococo,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,2,1,Overly blurred and washed out; loses both style and structure.,5,5,5,Strong Impressionist brushwork with clear structure and minimal artifacts.,4,4,4,Good style and structure but slightly oversaturated and less refined than D.
Rococo__pietro-longhi_the-tooth-extractor__to__Minimalism,Rococo,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,1,1,Overly blurred and abstract; loses all structural and stylistic coherence.,5,5,5,"Clean geometric simplification, faithful composition, no artifacts — ideal minimalism.",3,3,2,Sketchy texture introduces noise; partial style match but lacks clarity and control.
Rococo__pietro-longhi_the-tooth-extractor__to__Rococo,Rococo,Rococo,SaMST_e15,SaMST_e15,Seedream_repaired750,SaMST_e15,4,2,3,2,Overly blurred and washed out; loses Rococo detail and structure.,3,5,4,"Preserves composition well but style is generic pastel, not distinctly Rococo.",5,4,5,"Strong Rococo aesthetic with ornate details, soft lighting, and clean rendering."
Rococo__pietro-longhi_the-tooth-extractor__to__Ukiyo_e,Rococo,Ukiyo_e,SaMST_e15,SaMST_e15,Seedream_repaired750,SaMST_e15,4,2,3,2,"Very blurry and indistinct; Ukiyo-e style is nearly absent, with heavy smudging and loss of detail.",3,5,4,"Strong structural fidelity to source; moderate Ukiyo-e stylization with clean lines and flat color blocks, minimal artifacts.",5,4,5,"Excellent Ukiyo-e style transfer with bold outlines, flat colors, and decorative patterns; well-preserved composition and no visible artifacts."
Rococo__thomas-gainsborough_a-coastal-landscape-1782__to__Early_Renaissance,Rococo,Early_Renaissance,SaMST_e15,SaMST_e15,Seedream_repaired750,SaMST_e15,4,2,3,2,Overly blurred and hazy; loses both style detail and structural clarity.,3,5,4,Strong structural fidelity and moderate Renaissance styling; slight softness in texture.,5,4,5,"Best balance: clear Early Renaissance palette, brushwork, and composition with minimal artifacts."
Rococo__thomas-gainsborough_a-coastal-landscape-1782__to__Impressionism,Rococo,Impressionism,SaMST_e15,SaMST_e15,Seedream_repaired750,SaMST_e15,4,2,1,1,Overly blurred and abstract; loses all structural detail and fails to convey Impressionist brushwork or color.,4,5,4,Strong Impressionist palette and visible brushstrokes; preserves source structure well with minimal artifacts.,5,4,5,Excellent Impressionist rendering with vibrant colors and textured strokes; maintains structure cleanly with no visible artifacts.
Rococo__thomas-gainsborough_a-coastal-landscape-1782__to__Minimalism,Rococo,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,1,3,"Overly blurred, loses all structure and style intent; appears as noise rather than minimalism.",5,5,5,"Clean geometric shapes, flat colors, clear composition — embodies minimalism while preserving source structure with no artifacts.",3,2,2,Textured grid overlay distorts structure; style is ambiguous and introduces visual noise.
Rococo__thomas-gainsborough_a-coastal-landscape-1782__to__Rococo,Rococo,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,3,2,Overly blurred and abstract; loses both Rococo elegance and source structure.,5,5,5,"Perfectly captures Rococo ornamental framing, soft palette, and preserves original composition with no artifacts.",3,4,4,Retains structure well but applies only subtle Rococo hints; lacks decorative richness of true Rococo style.
Rococo__thomas-gainsborough_a-coastal-landscape-1782__to__Ukiyo_e,Rococo,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,3,2,Very blurry and lacks clear Ukiyo-e stylistic markers; structure is preserved but heavily degraded by noise.,5,5,5,"Strong Ukiyo-e aesthetic with bold outlines, flat color planes, and stylized clouds; structure well preserved; minimal artifacts.",4,4,4,Good Ukiyo-e influence with textured brushwork and muted tones; structure mostly intact; slight graininess but acceptable.
Rococo__thomas-gainsborough_a-peasant-girl-with-dog-and-jug-1785__to__Early_Renaissance,Rococo,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,2,2,Overly blurred and washed out; loses both stylistic detail and structural clarity.,5,5,5,Excellent Early Renaissance style match with clear structure and minimal artifacts.,4,4,4,"Good style and structure, but slightly over-saturated and less refined than D."
Rococo__thomas-gainsborough_a-peasant-girl-with-dog-and-jug-1785__to__Impressionism,Rococo,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,1,1,"Overly blurred, loses all structural detail and stylistic coherence; appears as noise rather than impressionism.",5,5,5,Strong impressionistic brushwork with clear subject retention; faithful to target style while preserving source structure cleanly.,4,3,3,"Vibrant but slightly distorted colors and edges; structure is recognizable but less precise than D, with minor artifacts in background."
Rococo__thomas-gainsborough_a-peasant-girl-with-dog-and-jug-1785__to__Minimalism,Rococo,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,1,2,"Overly blurred, loses all structure and style intent; appears as noise rather than minimalism.",5,5,5,"Clean vector-style minimalism with preserved composition, bold colors, and no artifacts — matches target style perfectly.",3,3,3,Textured overlay introduces noise; partially preserves structure but dilutes minimalism with grunge effect.
Rococo__thomas-gainsborough_a-peasant-girl-with-dog-and-jug-1785__to__Ukiyo_e,Rococo,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,1,1,1,Extremely blurry and indistinct; no discernible Ukiyo-e style or structure preserved.,5,5,5,"Strong Ukiyo-e aesthetic with clear line work, flat color planes, and compositional fidelity to source.",4,4,4,Good Ukiyo-e styling but slightly less crisp lines and minor texture artifacts compared to D.
Rococo__thomas-gainsborough_john-plampin__to__Early_Renaissance,Rococo,Early_Renaissance,SaMST_e15,SaMST_e15,Seedream_repaired750,SaMST_e15,4,2,3,2,Overly blurred and painterly; loses Renaissance detail and structure; heavy smudging artifacts.,3,5,4,Excellent structural fidelity; moderate Early Renaissance stylization; minor softening but clean output.,5,4,5,"Strongest Early Renaissance aesthetic with clear brushwork, color palette, and composition; minimal artifacts; slight loss of fine edge detail."
Rococo__thomas-gainsborough_john-plampin__to__Impressionism,Rococo,Impressionism,SaMST_e15,SaMST_e15,LBM-PS-v2_e13,LBM-PS-v2_e13,4,2,5,5,"Highly faithful to source structure with minimal artifacts, but lacks clear Impressionist brushwork or color treatment.",3,4,3,Moderate Impressionist feel with some softening and color shifts; structure mostly preserved but minor smudging present.,5,3,3,Strongest Impressionist style with visible brushstrokes and vibrant color palette; structure slightly distorted but stylistically compelling.
Rococo__thomas-gainsborough_john-plampin__to__Minimalism,Rococo,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,1,3,"Overly blurred, loses all structural and stylistic fidelity; minimalism not achieved.",5,5,5,"Clean geometric shapes, flat colors, clear composition — perfect minimalism with full structure retention.",3,2,4,Textured background introduces noise; structure partially preserved but style is ambiguous.
Rococo__thomas-gainsborough_john-plampin__to__Rococo,Rococo,Rococo,SaMST_e15,SaMST_e15,SaMST_e15,SaMST_e15,4,2,3,2,Overly blurred and abstract; loses Rococo elegance and structural clarity.,3,4,3,Good structure retention but style is diluted with pastel washes lacking Rococo detail.,5,5,4,"Strong Rococo styling with ornate details, preserved composition, and minimal artifacts."
Rococo__thomas-gainsborough_john-plampin__to__Ukiyo_e,Rococo,Ukiyo_e,SaMST_e15,SaMST_e15,SaMST_e15,SaMST_e15,5,1,1,1,Completely lost structure and style; appears as abstract blur with no Ukiyo-e characteristics.,3,3,3,Shows some Ukiyo-e color palette and line work but structure is distorted and artifacts are visible in background and figure edges.,5,5,5,"Excellent Ukiyo-e style transfer with clear woodblock lines, flat colors, and compositional fidelity; minimal artifacts."
Rococo__thomas-gainsborough_robert-butcher-of-walthamstan__to__Early_Renaissance,Rococo,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,2,1,Overly blurred and abstract; loses facial structure and stylistic detail.,5,5,5,"Excellent Early Renaissance style transfer with clear facial features, period-appropriate rendering, and minimal artifacts.",3,4,3,Moderate style match; some texture artifacts and slight over-sharpening reduce fidelity.
Rococo__thomas-gainsborough_robert-butcher-of-walthamstan__to__Impressionism,Rococo,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,2,1,"Overly blurred, loses facial structure and stylistic detail; heavy artifacts.",5,5,5,"Strong Impressionist brushwork, preserves portrait structure cleanly, minimal artifacts.",3,4,3,Stylized with color shifts and noise; structure mostly preserved but less refined than D.
Rococo__thomas-gainsborough_robert-butcher-of-walthamstan__to__Minimalism,Rococo,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,1,1,Extremely blurred; no discernible structure or style fidelity.,5,5,5,Clean minimalism with strong structural retention and no artifacts.,3,3,2,Minimalist but noisy; texture artifacts degrade clarity.
Rococo__thomas-gainsborough_robert-butcher-of-walthamstan__to__Rococo,Rococo,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,2,1,Extremely blurry; loses all Rococo detail and structure; heavy artifacts.,5,5,5,"Perfectly captures Rococo ornate frame, soft lighting, and portrait structure with no artifacts.",3,4,3,"Retains structure but applies a gritty, aged texture that dilutes Rococo elegance; minor artifacts."
Rococo__thomas-gainsborough_robert-butcher-of-walthamstan__to__Ukiyo_e,Rococo,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,2,1,Extremely blurry and indistinct; fails to convey Ukiyo-e style or preserve source structure.,5,5,5,"Strong Ukiyo-e aesthetic with clean lines, stylized shading, and faithful preservation of portrait structure and composition.",4,4,3,Good Ukiyo-e influence but slightly noisy texture and minor structural distortion around edges and clothing details.
Rococo__william-hogarth_the-countess-s-morning-levee__to__Early_Renaissance,Rococo,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,3,2,"Faint, washed-out style; loses Renaissance detail and color fidelity; heavy blur artifacts degrade structure.",5,5,5,"Strong Early Renaissance palette, drapery, and architectural framing; clean edges, no visible artifacts; faithful to source layout.",4,4,4,"Good stylistic cues (arches, muted tones) but slightly over-saturated highlights and minor edge halos; structure mostly preserved."
Rococo__william-hogarth_the-countess-s-morning-levee__to__Impressionism,Rococo,Impressionism,SaMST_e15,SaMST_e15,SaMST_e15,SaMST_e15,4,2,1,1,Overly blurred and abstract; loses nearly all structural detail and stylistic coherence.,3,4,3,Good structure retention with moderate Impressionist brushwork; some color distortion and minor artifacts.,5,5,4,Strongest Impressionist style with clear brushstrokes and palette; preserves composition well with minimal artifacts.
Rococo__william-hogarth_the-countess-s-morning-levee__to__Minimalism,Rococo,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,1,1,2,Completely lost structure and style; appears as a blurred gray wash with no discernible content or minimalist intent.,5,5,5,"Perfectly captures minimalism through flat colors, simplified forms, and clean composition while preserving all key structural elements of the source.",3,4,3,"Retains structure but applies a sketchy, line-heavy style that feels more illustrative than minimalist; lacks the clean abstraction of true minimalism."
