case_id,src_style,tgt_style,best_overall,best_style_specificity,best_structure,best_artifact_control,confidence_1_to_5,LBM-Knee_e13_style_specificity,LBM-Knee_e13_structure_preservation,LBM-Knee_e13_artifact_control,LBM-Knee_e13_note,Seedream_repaired750_style_specificity,Seedream_repaired750_structure_preservation,Seedream_repaired750_artifact_control,Seedream_repaired750_note,Hold4TwoStage_e12_style_specificity,Hold4TwoStage_e12_structure_preservation,Hold4TwoStage_e12_artifact_control,Hold4TwoStage_e12_note
Rococo__dmitry-levitzky_portrait-of-maria-palovna-narychkina-1773__to__Rococo,Rococo,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Very low style specificity; image is overly blurred and washed out. Structure is preserved but obscured by haze. Heavy artifacts from diffusion noise and lack of detail.,5,5,5,"Excellent Rococo style transfer with ornate frame, soft pastel tones, and delicate brushwork. Perfect structure preservation of the portrait. No visible artifacts; clean and polished output.",1,2,1,Fails to convey Rococo style; appears as a corrupted or failed generation. Severe structural distortion and heavy artifacts including smearing and color bleeding. Unusable output.
Ukiyo_e__utagawa-kuniyoshi_high-noon-at-kasumigaseki__to__Ukiyo_e,Ukiyo_e,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,3,4,4,Moderate Ukiyo-e stylization with soft watercolor-like washes; structure is well preserved but lacks bold outlines and flat color blocks typical of Ukiyo-e.,5,5,5,"Excellent Ukiyo-e style transfer: strong line work, flat color regions, and compositional fidelity to source; minimal artifacts and high structural integrity.",2,3,3,"Weak Ukiyo-e characteristics; overly blurred and washed-out appearance; structure is somewhat distorted and artifacts (smudging, loss of detail) are noticeable."
Ukiyo_e__hiroshige_hakone-kosuizu__to__Minimalism,Ukiyo_e,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Overly blurred and washed-out; loses structural detail and fails to convey minimalism effectively.,5,5,5,"Excellent preservation of source structure with clean, stylized minimalism; no visible artifacts.",3,3,3,Moderate style transfer with some loss of clarity; minor artifacts and less defined forms.
Minimalism__john-mclaughlin_number-13-1973__to__Rococo,Minimalism,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,1,2,1,Almost no Rococo style applied; output is nearly identical to source with minor blur. Structure preserved but style absent.,5,5,5,"Excellent Rococo frame applied with ornate details, correct color palette, and perfect structural alignment. No artifacts.",2,3,2,Minimal style transfer; slight glow effect but no Rococo elements. Structure mostly preserved but lacks stylistic fidelity.
Impressionism__mihaly-munkacsy_dusty-country-road-ii-1883__to__Rococo,Impressionism,Rococo,Seedream_repaired750,Seedream_repaired750,Hold4TwoStage_e12,Hold4TwoStage_e12,4,2,3,2,"Very muted, almost monochromatic; lacks Rococo’s ornamental richness and color vibrancy. Structure is preserved but overly blurred. Heavy vignetting and loss of detail reduce fidelity.",5,3,3,"Strong Rococo aesthetic: swirling clouds, pastel pinks/blues, decorative framing elements. Structure is somewhat distorted by stylistic embellishment, but artifacts are minimal and intentional-looking.",3,5,4,"Best structural fidelity — original composition and figures remain clearly recognizable. Style is present but subdued; lacks the full Rococo flourish. Minor smudging and softness, but no major artifacts."
Rococo__william-hogarth_the-countess-s-morning-levee__to__Impressionism,Rococo,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Faint, washed-out impressionistic washes; poor color fidelity and low contrast; structure partially preserved but overly blurred.",5,5,5,Excellent Impressionist brushwork and palette; strong structural fidelity with no visible artifacts; best overall match.,3,3,3,Moderate impressionist feel with some softness; structure is recognizable but slightly degraded; mild haze and loss of detail.
Rococo__antoine-pesne_carl-heinrich-graun__to__Ukiyo_e,Rococo,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Very low style transfer; image appears washed out and lacks Ukiyo-e characteristics. Structure is somewhat preserved but details are lost.,5,5,5,Excellent Ukiyo-e style application with clear line work and color palette. Structure is well preserved and no visible artifacts.,2,3,2,Minimal style transfer; image remains close to source with slight color shift. Structure is mostly intact but lacks stylistic fidelity.
Impressionism__pierre-auguste-renoir_still-life-with-apples-and-pomegranates-1901__to__Early_Renaissance,Impressionism,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Heavy smearing and loss of fruit detail; style is vague and painterly but not clearly Early Renaissance; structure partially preserved but distorted.,5,5,5,"Excellent preservation of source structure; clean, coherent Early Renaissance style with appropriate color palette and brushwork; minimal artifacts.",3,3,2,Moderate style transfer with some Renaissance-like tones; structure is recognizable but softened; noticeable blurring and edge artifacts reduce clarity.
Rococo__thomas-gainsborough_robert-butcher-of-walthamstan__to__Minimalism,Rococo,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Very blurry, low contrast, and lacks clear minimalism; structure is preserved but heavily degraded by artifacts.",5,5,5,"Excellent minimalism with clean geometry, strong structure preservation, and no visible artifacts.",2,3,2,"Similar to LBM-Knee_e13 — blurry, low fidelity, poor artifact control, and weak style transfer."
Early_Renaissance__fra-angelico_saint-cosmas-and-saint-damian-before-lisius-1440__to__Impressionism,Early_Renaissance,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,3,4,3,Moderate impressionistic brushwork but lacks color vibrancy and atmospheric depth; structure mostly preserved but edges slightly blurred.,5,5,5,"Excellent Impressionist style with soft brushstrokes, luminous colors, and atmospheric haze; structure fully preserved with no visible artifacts.",2,3,2,Overly washed-out and hazy; loses detail and color fidelity; structure is distorted with ghosting artifacts and poor edge definition.
Minimalism__william-scott_bowl-white-on-grey-1962__to__Minimalism,Minimalism,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Overly washed out; lacks minimalism’s clean geometry and contrast. Structure is preserved but blurred by excessive brightness.,5,5,5,"Excellent minimalism: crisp edges, neutral tones, clean background. Faithful to source shape with no artifacts.",3,4,3,Moderate success — retains shape but suffers from slight haloing and muted contrast. Style is present but not refined.
Minimalism__bruce-nauman_la-brea-art-tips-rat-spit-tar-pits-1972__to__Ukiyo_e,Minimalism,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,LBM-Knee_e13,LBM-Knee_e13,4,2,5,5,"Excellent structure and artifact control, but style transfer is minimal — nearly identical to source with only slight color shift. No Ukiyo-e characteristics applied.",5,4,4,"Strong Ukiyo-e style application with warm tones, soft gradients, and painterly texture. Structure preserved well; minor haloing around neon edges but overall clean.",3,3,3,"Moderate style attempt with some color wash and texture, but structure is distorted (neon sign warped), and artifacts include smudging and inconsistent lighting. Style is vague."
Rococo__carl-ludwig-johann-christineck_nikolai-mordvinov-1771__to__Rococo,Rococo,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Very faded and washed-out; style is barely perceptible, structure is preserved but obscured by blur, significant artifacting from over-smoothing.",5,5,5,Excellent Rococo style transfer with ornate frame and soft pastel tones; structure is perfectly preserved; no visible artifacts.,3,2,1,Style is somewhat present but muted; structure is heavily distorted with blocky artifacts and missing regions; poor artifact control.
Impressionism__eugene-boudin_trouville-the-fish-market-1884__to__Ukiyo_e,Impressionism,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Very washed-out, low contrast; style is vague and lacks Ukiyo-e characteristics. Structure is preserved but details are lost in haze.",5,5,5,"Excellent Ukiyo-e style transfer with bold colors, clear outlines, and flat shading. Structure is perfectly preserved with no artifacts.",2,3,2,"Similar to LBM, overly hazy and desaturated. Fails to capture the vibrant, graphic nature of Ukiyo-e. Structure is somewhat visible but obscured."
Impressionism__edgar-degas_ancer-with-red-stockings__to__Impressionism,Impressionism,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,3,4,3,Moderate impressionistic brushwork but lacks color richness and texture fidelity; structure is preserved but edges are soft and slightly blurred.,5,5,5,"Excellent impressionist style with vibrant colors, visible brushstrokes, and faithful preservation of source structure; minimal artifacts.",2,3,2,Very faint impressionistic effect; structure is heavily degraded with ghosting and loss of detail; poor artifact control.
Rococo__maurice-quentin-de-la-tour_marie-josephe-of-saxony-1__to__Early_Renaissance,Rococo,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Very blurry and washed-out; style transfer is weak and indistinct, with significant loss of detail and structure.",5,5,5,"Excellent preservation of source structure and facial features. Style transfer is subtle but effective, enhancing the portrait with a soft, aged, Early Renaissance-like finish without introducing artifacts.",3,2,1,"Severe structural distortion and smearing, especially in the face and clothing. Style transfer is present but heavily degraded by artifacts, making the output unusable."
Minimalism__agnes-martin_happy-valley-1967__to__Impressionism,Minimalism,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,1,1,1,Completely blank; no style or structure preserved.,4,4,4,Shows faint impressionistic texture and structure; slightly washed out but coherent.,2,2,3,Very faint brushwork visible; minimal structure and low style fidelity.
Impressionism__augustus-john_proven-al-landscape__to__Rococo,Impressionism,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,3,4,3,Moderate Rococo softness and color palette; structure mostly preserved but edges are slightly blurred; noticeable vignetting and uneven texture artifacts.,5,5,5,"Strong Rococo aesthetic with ornate frame, soft pastel tones, and delicate brushwork; excellent structural fidelity and minimal artifacts.",2,3,2,Weak Rococo styling; structure partially preserved but heavily distorted; significant blotchy and smeared artifacts throughout.
Ukiyo_e__hiroshige_hakone-kosuizu__to__Impressionism,Ukiyo_e,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,4,3,Structure is well preserved but style transfer is weak; lacks impressionistic brushwork and color blending. Some artifacts from over-smoothing.,5,5,5,Excellent impressionistic style with visible brushstrokes and color variation. Structure is faithfully maintained with no visible artifacts.,3,4,2,"Moderate style transfer with some impressionistic hints but lacks coherence. Noticeable artifacts and blurring, especially in background areas."
Ukiyo_e__katsushika-hokusai_fishing-in-the-river-kinu__to__Minimalism,Ukiyo_e,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Overly blurred and washed-out; minimalism not clearly expressed, structure lost in haze.",5,5,5,"Clean, stylized flat colors and simplified forms match minimalism well; source structure preserved cleanly.",3,4,3,Moderate minimalism with some softness; structure mostly intact but lacks crisp stylistic definition.
Ukiyo_e__utagawa-kunisada_not_detected_240347__to__Ukiyo_e,Ukiyo_e,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,3,4,3,Moderate Ukiyo-e style with visible color bleeding and soft edges; structure mostly preserved but lacks crisp line work.,5,5,5,"Excellent Ukiyo-e fidelity: bold outlines, flat color regions, and compositional harmony match target reference closely with minimal artifacts.",2,3,2,"Weak style transfer; colors are washed out and muddy, structure is blurred, and significant noise/artifacts degrade visual quality."
Rococo__maurice-quentin-de-la-tour_study-for-portrait-of-mademoiselle-dangeville-1__to__Impressionism,Rococo,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Very low style transfer; image appears washed out and lacks impressionistic brushwork or color vibrancy. Structure is preserved but overly blurred.,5,5,5,"Excellent impressionistic style with visible brushstrokes, vibrant colors, and soft blending. Structure of the portrait is well-preserved with minimal artifacts.",3,3,2,Some impressionistic texture is present but overly diffuse and smudged. Structure is somewhat lost due to heavy blurring and lack of definition.
Rococo__louise-elisabeth-vigee-le-brun_portrait-of-joseph-vernet-1778__to__Early_Renaissance,Rococo,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Severe over-smoothing and haze obscure facial features and clothing details; style transfer is weak and indistinct.,5,5,5,Excellent preservation of source structure with appropriate Early Renaissance texture and lighting; clean output with no visible artifacts.,3,2,2,"Significant structural distortion and ghosting artifacts, especially around the head and hands; style application is inconsistent and muddy."
Minimalism__alvaro-lapa_criminals-and-their-properties-1974__to__Ukiyo_e,Minimalism,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Very faint, washed-out style; lacks Ukiyo-e color and line quality. Structure is preserved but overly blurred. Artifacts include low contrast and noise.",5,5,5,"Excellent Ukiyo-e style transfer with bold black lines, flat color blocks, and traditional composition. Structure is perfectly preserved. No visible artifacts.",1,2,1,Fails to apply Ukiyo-e style; appears as a noisy grayscale distortion. Structure is partially recognizable but degraded. Heavy artifacts and loss of detail.
Impressionism__eugene-boudin_the-port-ships-at-dock__to__Impressionism,Impressionism,Impressionism,Seedream_repaired750,Seedream_repaired750,LBM-Knee_e13,Seedream_repaired750,4,3,5,4,"Strong structural fidelity but muted, washed-out colors reduce impressionistic vibrancy; some loss of detail in rigging and water reflections.",5,4,5,Excellent capture of Impressionist brushwork and color harmony; slight softening of masts and flags but overall clean and stylistically faithful.,2,3,2,Overly blurred and hazy; loses key structural elements and fails to convey Impressionist texture or color richness; significant artifacts in sky and water.
Minimalism__bruce-nauman_la-brea-art-tips-rat-spit-tar-pits-1972__to__Early_Renaissance,Minimalism,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,LBM-Knee_e13,Seedream_repaired750,4,2,5,4,Preserves structure perfectly but applies almost no Renaissance style; output is nearly identical to source.,5,4,5,"Excellent style transfer with warm, painterly tones and texture; minor softening of edges but overall clean and faithful.",3,3,2,"Shows some stylistic influence but introduces significant artifacts (ghosting, blur, distortion) that degrade both structure and clarity."
Impressionism__alfred-sisley_riverbank-at-veneux-1881__to__Ukiyo_e,Impressionism,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Very faded, washed-out appearance; lacks Ukiyo-e color vibrancy and line definition. Structure is preserved but style is nearly absent.",5,5,5,"Excellent Ukiyo-e style transfer with bold colors, clear outlines, and stylized shading. Source structure (trees, water, figures) is well-preserved. No visible artifacts.",2,3,2,Overly textured and noisy output; style is indistinct and resembles a degraded painting rather than Ukiyo-e. Structure is somewhat visible but obscured by artifacts.
Rococo__antoine-watteau_head-of-a-man__to__Early_Renaissance,Rococo,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,3,"Faint, washed-out style; structure preserved but lacks Renaissance texture and depth; minimal artifacts but too indistinct.",5,5,5,"Excellent Early Renaissance style match with chiaroscuro, aged paper texture, and anatomical detail; structure perfectly preserved; no visible artifacts.",1,2,2,"Overly degraded, muddy output; structure barely recognizable; heavy artifacts and loss of detail; fails to convey Renaissance style."
Ukiyo_e__kitagawa-utamaro_upon-my-oath__to__Rococo,Ukiyo_e,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Faint Rococo-like color wash but lacks ornamental detail; structure preserved but overly faded and low contrast.,5,5,5,"Excellent Rococo styling with floral motifs, soft pastels, and elegant framing; source structure fully preserved with no artifacts.",1,2,1,Severely distorted output; heavy artifacts obscure structure and style; no coherent Rococo elements visible.
Rococo__thomas-gainsborough_a-peasant-girl-with-dog-and-jug-1785__to__Early_Renaissance,Rococo,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Faint, washed-out rendering; poor style transfer and heavy blur artifacts.",5,5,5,"Excellent Early Renaissance style match, clean structure, no visible artifacts.",3,2,2,Moderate style attempt but significant ghosting and structural distortion.
Early_Renaissance__leonardo-da-vinci_study-of-the-effect-of-light-on-a-profile-head-facsimile__to__Minimalism,Early_Renaissance,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Hold4TwoStage_e12,4,2,3,3,"Faint, washed-out output; minimal style transfer, structure barely visible, low artifact but poor fidelity to source or target.",5,5,4,Strong minimalism applied cleanly; source structure preserved with clear lines and text; minor color bleed but overall excellent.,3,2,5,"Very clean with no artifacts, but structure is heavily degraded and style transfer is weak — appears as faded sketch with minimal stylistic influence."
Early_Renaissance__leonardo-da-vinci_studies-of-a-bewalking__to__Minimalism,Early_Renaissance,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Very faint, low-contrast output; minimal style transfer visible; structure barely discernible; artifacts from noise or under-saturation.",5,5,5,Strong minimalist geometric style with clean shapes and flat colors; source structure (bear pose) well preserved; no visible artifacts.,2,3,2,"Similar to C — extremely faded, low contrast; style not clearly applied; structure partially visible but obscured; likely suffers from same artifact issues as C."
Impressionism__william-merritt-chase_at-the-boat-landing__to__Impressionism,Impressionism,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,4,3,Very faint impressionistic texture; structure preserved but style is weak and washed out.,5,5,5,"Excellent impressionist brushwork, strong color harmony, and clean structure with no visible artifacts.",3,3,2,Moderate style transfer but suffers from heavy blurring and loss of detail; artifacts in sky and grass.
Rococo__bernardo-bellotto_view-of-dresden-the-dresden-fortifications-moat-with-a-bridge-between-gate-and-post-mile-pillar__to__Rococo,Rococo,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Very weak Rococo style; heavy brushstroke artifacts and dark vignette obscure content. Structure partially preserved but distorted by texture.,5,5,5,Excellent Rococo framing and ornamental details. Source structure faithfully preserved within the decorative border. Clean output with minimal artifacts.,1,2,1,"Almost no Rococo style applied; appears as a degraded, blurry version of source. Heavy smudging and loss of detail throughout."
Ukiyo_e__utagawa-kunisada-ii_oichi-from-the-beauties-of-tokyo-series__to__Early_Renaissance,Ukiyo_e,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Fails to apply Early Renaissance style; retains original flat, graphic aesthetic with minimal textural or compositional change. Artifacts include smudging and loss of detail.",5,5,5,"Excellent transfer of Early Renaissance characteristics: soft chiaroscuro, volumetric forms, naturalistic drapery, and muted earth tones. Structure preserved perfectly; no visible artifacts.",3,4,3,"Partial style application — some Renaissance-like shading and color palette, but overly diffuse and hazy. Structure mostly intact but details blurred; mild artifacts from over-smoothing."
Minimalism__ruth-vollmer_trimer-monomer-dimer-1965__to__Early_Renaissance,Minimalism,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,4,3,"Fails to capture Early Renaissance style; appears as a cool-toned, metallic or stone-like rendering with no religious or period-specific elements. Structure is preserved but lacks stylistic intent.",5,5,5,"Excellent match to Early Renaissance style: warm chiaroscuro, soft modeling, and painterly texture. Source structure (bronze spheres) is faithfully preserved without distortion or artifacts.",1,2,2,"Produces a ghostly, translucent, almost crystalline effect with black specks — completely unrelated to Early Renaissance aesthetics. Structure is distorted and artifacts are prominent."
Early_Renaissance__benozzo-gozzoli_the-school-of-tagaste-1465-1__to__Minimalism,Early_Renaissance,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Overly faded and washed-out; minimalism not clearly expressed, structure blurred, high noise/artifacts.",5,5,5,"Clean geometric simplification, strong architectural structure preserved, no visible artifacts — excellent minimalism.",3,4,3,Moderate minimalism with some color reduction; structure mostly intact but slightly hazy; mild artifacts in background.
Minimalism__richard-tuttle_relative-to-our-society-1990__to__Ukiyo_e,Minimalism,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,LBM-Knee_e13,LBM-Knee_e13,4,2,5,5,"Perfect structure and no artifacts, but fails to apply any Ukiyo-e style.",5,4,4,Excellent style transfer with a beautiful gradient background. Minor structural distortion on the lamp's base.,3,2,1,Severe artifacts and structural collapse. The style is only vaguely suggested by the colors.
Impressionism__john-singer-sargent_lake-in-the-tyrol__to__Early_Renaissance,Impressionism,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,3,2,Overly washed-out and hazy; lacks Early Renaissance color depth and detail. Structure is somewhat preserved but blurred by excessive diffusion artifacts.,5,5,5,Excellent match to Early Renaissance palette and brushwork. Preserves source structure faithfully with no visible artifacts. Strong stylistic coherence.,3,4,3,Moderate style transfer with some Renaissance-like tones but lacks richness. Structure is mostly intact but suffers from slight smudging and color bleeding.
Impressionism__alfred-sisley_the-banks-of-the-oise-1878__to__Rococo,Impressionism,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,LBM-Knee_e13,4,2,3,5,Minimal Rococo styling; structure preserved but lacks ornamental detail; very clean output with no artifacts.,5,5,4,Strong Rococo aesthetic with ornate frame and painterly texture; structure well-preserved; slight softening in sky but overall excellent.,3,2,2,Some Rococo flavor but heavily distorted; structure compromised with smearing and color bleeding; noticeable artifacts.
Impressionism__antoine-blanchard_place-de-la-madeleine-hiver__to__Impressionism,Impressionism,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,3,4,3,Moderate impressionistic brushwork but overly washed-out and low-contrast; some structural clarity retained but lacks vibrancy and stylistic fidelity.,5,5,5,"Excellent impressionist rendering with rich color harmony, visible brushstroke texture, and strong preservation of architectural and figure details; minimal artifacts.",2,3,2,"Overly blurred and desaturated; loses fine detail and impressionist character; appears as a noisy, low-fidelity blur rather than intentional style transfer."
Early_Renaissance__carlo-crivelli_piet-1__to__Minimalism,Early_Renaissance,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Fails to apply minimalism; output is overly blurred and desaturated, losing both style and structural clarity.",5,5,5,Perfectly captures minimalism through bold flat colors and simplified forms while preserving the original composition and narrative structure with no artifacts.,2,3,2,"Similar to LBM, it fails to impose minimalism, resulting in a washed-out, hazy image that obscures details and lacks stylistic intent."
Impressionism__claude-monet_palazzo-contarini-2__to__Ukiyo_e,Impressionism,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,4,3,"Faint, washed-out style; lacks Ukiyo-e characteristics. Structure mostly preserved but overly blurred. Some noise and low contrast artifacts.",5,5,5,"Excellent Ukiyo-e style transfer with bold lines, flat color regions, and stylized architecture. Perfect structure retention. Clean output with no visible artifacts.",1,3,2,Almost no style transfer applied — appears as a degraded version of source. Structure is partially lost due to blurring. Heavy artifacts and loss of detail.
Early_Renaissance__andrea-mantegna_the-circumcision-of-christ-1464__to__Early_Renaissance,Early_Renaissance,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,3,4,3,Moderate Early Renaissance style with some architectural elements preserved but color palette and texture lack depth; minor artifacts in figure rendering.,5,5,5,Excellent adherence to Early Renaissance style with strong structural fidelity and minimal artifacts; figures and architecture are well-rendered.,2,3,2,Weak style transfer with faded colors and blurred details; structure is partially preserved but suffers from significant artifacts and loss of definition.
Impressionism__claude-monet_rouen-cathedral-the-portal-at-midday__to__Early_Renaissance,Impressionism,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Fails to apply Renaissance style; output resembles degraded fresco or weathered wall with no stylistic coherence. Structure is partially preserved but obscured by noise and color bleeding.,5,5,5,"Excellent transfer of Early Renaissance style: rich pigments, chiaroscuro, architectural detail, and painterly texture. Source structure (cathedral facade) is faithfully preserved with high fidelity and minimal artifacts.",1,2,1,"Output is heavily degraded — appears as a blurred, over-saturated, or corrupted image with no discernible style or structure. Likely failed processing or severe artifact generation."
Early_Renaissance__andrea-mantegna_the-circumcision-of-christ-1464__to__Minimalism,Early_Renaissance,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Overly washed out and blurry; minimalism not clearly expressed, structure partially preserved but details lost.",5,5,5,Excellent minimalism with clean lines and flat colors; structure well preserved; no visible artifacts.,3,4,3,Some minimalism achieved but overly faded; structure mostly intact; slight haze reduces clarity.
Rococo__antoine-watteau_the-delicate-musician__to__Ukiyo_e,Rococo,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Very faint, washed-out style; lacks Ukiyo-e linearity and color. Structure is preserved but overly blurred. Heavy artifacts from low contrast and noise.",5,5,5,"Excellent Ukiyo-e style transfer with bold outlines, flat colors, and traditional composition. Source structure perfectly preserved. No visible artifacts.",3,4,3,"Moderate Ukiyo-e influence in background and color palette, but figure rendering remains too painterly. Structure is mostly intact. Some smudging and softness as artifacts."
Rococo__thomas-gainsborough_john-plampin__to__Impressionism,Rococo,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,3,4,3,Moderate impressionistic brushwork but overly washed-out and hazy; structure preserved but lacks color vibrancy and texture fidelity.,5,5,5,"Excellent impressionist rendering with rich colors, visible brushstrokes, and full structural integrity; no visible artifacts or distortions.",2,3,2,"Heavy over-smoothing and loss of detail; style is vague and muddy, structure is distorted, and significant artifacts present in background and figure."
Impressionism__augustus-john_proven-al-landscape__to__Minimalism,Impressionism,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Hold4TwoStage_e12,4,2,3,3,"Faint, washed-out output with minimal stylistic interpretation; structure is preserved but lacks clarity or intentional simplification.",5,5,4,"Strong minimalism: bold geometric shapes, flat color blocks, clean edges. Structure well-preserved with stylized abstraction. Minor artifacts in sky texture.",3,4,5,"Soft, hazy aesthetic with low contrast; structure retained but style is ambiguous — not clearly minimalist. Very clean output with no visible artifacts."
Ukiyo_e__utagawa-toyokuni_the-heian-courtier__to__Rococo,Ukiyo_e,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Fails to apply Rococo style; output resembles a faded sketch with no ornamental or color characteristics of Rococo. Structure is preserved but overly simplified and lacks texture fidelity.,5,5,5,"Excellent Rococo style transfer: ornate frame, soft pastel tones, floral motifs, and elegant brushwork. Source structure (figure pose, robe folds, text) is perfectly preserved with minimal artifacts.",3,2,1,"Partial Rococo elements (frame, some color) but heavily distorted by large white artifacts and smearing. Structure is compromised — figure is blurred and indistinct. Poor artifact control undermines overall quality."
Impressionism__nicolae-vermont_rotterdam-port-1928__to__Minimalism,Impressionism,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,LBM-Knee_e13,4,2,3,5,"Very clean output with minimal artifacts, but fails to apply any meaningful style transfer; appears nearly identical to source.",5,5,4,Excellent adherence to minimalism with clean geometry and flat colors. Structure is well-preserved and stylized appropriately. Minor loss of fine texture but acceptable for the style.,3,2,3,"Shows some stylistic influence but is overly blurred and lacks definition. Structure is degraded, and the output feels washed out and indistinct."
Ukiyo_e__utagawa-kuniyoshi_woman-seated-under-a-cherry-blossoms__to__Rococo,Ukiyo_e,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Very weak Rococo influence; mostly retains source aesthetic with minimal stylistic transformation. Structure is preserved but lacks ornamental detail. Heavy vignetting and color wash artifacts degrade quality.,5,5,5,"Excellent Rococo styling: ornate frame, soft pastel palette, decorative motifs, and elegant composition. Source structure (figure pose, tree, bowl) is faithfully preserved. No visible artifacts; clean rendering.",2,3,2,Minimal style transfer; appears as a faded or degraded version of source. No clear Rococo elements. Structure is somewhat preserved but blurred. Significant noise and discoloration artifacts throughout.
