case_id,src_style,tgt_style,best_overall,best_style_specificity,best_structure,best_artifact_control,confidence_1_to_5,LBM-Knee_e13_style_specificity,LBM-Knee_e13_structure_preservation,LBM-Knee_e13_artifact_control,LBM-Knee_e13_note,Seedream_repaired750_style_specificity,Seedream_repaired750_structure_preservation,Seedream_repaired750_artifact_control,Seedream_repaired750_note,QEdgePattn_e03_style_specificity,QEdgePattn_e03_structure_preservation,QEdgePattn_e03_artifact_control,QEdgePattn_e03_note
Impressionism__alfred-sisley_the-banks-of-the-oise-1878__to__Rococo,Impressionism,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,LBM-Knee_e13,4,3,4,5,Preserves landscape structure well with minimal artifacts; style is muted and lacks Rococo ornamental richness.,5,5,4,Strong Rococo framing and painterly texture; structure preserved with slight softening; minor edge artifacts in frame.,4,3,3,Rococo frame present but overly dominant; structure blurred and washed out; noticeable vignetting and noise artifacts.
Impressionism__antoine-blanchard_place-de-la-madeleine-hiver__to__Impressionism,Impressionism,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,3,3,3,"Moderate impressionistic brushwork but overly diffuse and washed-out; structure is blurred, especially in figures and buildings; noticeable haloing and loss of detail.",5,5,5,"Strong impressionist style with visible brushstrokes and color blending; excellent preservation of architectural and figure structure; minimal artifacts, clean edges and coherent lighting.",4,4,4,"Good impressionist texture and color palette; structure mostly preserved but slightly softened; minor over-smoothing in sky and background, some edge bleeding."
Early_Renaissance__carlo-crivelli_piet-1__to__Minimalism,Early_Renaissance,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Faint, washed-out output with minimal stylistic interpretation; structure is preserved but lacks clarity and artistic intent.",5,5,5,Strong minimalism applied via bold flat colors and simplified forms while preserving key compositional elements and figure poses.,2,3,2,Similar to LBM — overly blurred and desaturated; fails to convey minimalism meaningfully or preserve visual coherence.
Impressionism__claude-monet_palazzo-contarini-2__to__Ukiyo_e,Impressionism,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,4,3,"Very muted, washed-out style; lacks Ukiyo-e characteristics. Structure preserved but color palette is too cool and diffuse.",5,5,5,"Excellent Ukiyo-e stylization with warm tones, clear architectural lines, and clean water reflections. Minimal artifacts and strong structural fidelity.",2,4,3,Similar to LBM but slightly more contrast. Still fails to capture Ukiyo-e style; appears more like impressionist watercolor. Some blurring artifacts.
Early_Renaissance__andrea-mantegna_the-circumcision-of-christ-1464__to__Early_Renaissance,Early_Renaissance,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,3,4,3,Moderate Early Renaissance style with some architectural fidelity; noticeable smudging and color bleeding around figures and arches.,5,5,5,"Excellent preservation of source structure and strong Early Renaissance stylistic traits (color palette, brushwork, composition); minimal artifacts.",4,4,4,Good structural retention and stylistic alignment; slight over-smoothing and minor edge artifacts in figure outlines and background details.
Impressionism__claude-monet_rouen-cathedral-the-portal-at-midday__to__Early_Renaissance,Impressionism,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Severe texture degradation; style is lost in noise-like artifacts. Structure is partially preserved but obscured.,5,5,5,Excellent Early Renaissance style transfer with clear architectural structure and no visible artifacts. Faithful to both content and style.,2,3,2,Similar to LBM-Knee_e13 — heavy textural distortion obscures style and structure. Minimal stylistic fidelity.
Early_Renaissance__andrea-mantegna_the-circumcision-of-christ-1464__to__Minimalism,Early_Renaissance,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Overly washed-out, loses architectural detail and color fidelity; minimalism not clearly expressed beyond blurring.",5,5,5,"Clean geometric simplification, strong adherence to minimalism while preserving key structural elements and figures.",2,3,2,"Similar to LBM — faded, low contrast, lacks intentional stylistic reduction; appears more like degradation than stylization."
Rococo__antoine-watteau_the-delicate-musician__to__Ukiyo_e,Rococo,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Very faint, washed-out output; minimal Ukiyo-e characteristics; structure is preserved but overly blurred and low-contrast.",5,5,5,"Excellent Ukiyo-e style transfer with clear brushwork, color palette, and compositional elements; source structure perfectly preserved; no visible artifacts.",2,3,2,Similar to LBM — extremely faded and indistinct; lacks stylistic definition; structure is present but obscured by noise/blur; poor artifact control.
Rococo__thomas-gainsborough_john-plampin__to__Impressionism,Rococo,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,3,4,3,Moderate impressionistic brushwork but overly hazy; structure mostly preserved but edges softened excessively; noticeable smudging artifacts.,5,5,5,"Strong impressionist texture with visible brush strokes; excellent preservation of pose, clothing, and landscape details; minimal artifacts, clean transitions.",2,3,2,Weak impressionist styling — too washed out and lacks texture; structure blurred and distorted; heavy haloing and color bleeding artifacts.
Impressionism__augustus-john_proven-al-landscape__to__Minimalism,Impressionism,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,LBM-Knee_e13,4,2,3,4,Overly blurred and washed-out; loses stylistic intent of minimalism while preserving structure poorly.,5,5,4,"Strong minimalism with clean geometry, clear structure, and minimal artifacts — best overall match.",3,3,3,"Moderate minimalism; some structural loss and mild artifacts, but better than LBM."
Ukiyo_e__utagawa-toyokuni_the-heian-courtier__to__Rococo,Ukiyo_e,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Minimal Rococo influence; structure preserved but style transfer is weak and artifacts from edge-based method are visible.,5,5,5,Excellent Rococo style integration with ornate borders and color palette; source structure perfectly preserved; no visible artifacts.,2,3,2,"Similar to LBM-Knee_e13; minimal style transfer, structure intact but edges show artifacts and lack Rococo flair."
Impressionism__nicolae-vermont_rotterdam-port-1928__to__Minimalism,Impressionism,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Overly blurred and washed out; minimalism not clearly expressed, structure lost in haze.",5,5,5,"Clean geometric shapes, flat colors, strong composition — excellent minimalism with full structural fidelity.",2,3,2,"Similar to LBM — too diffuse, lacks crisp edges or intentional simplification; minimalism not achieved."
Ukiyo_e__utagawa-kuniyoshi_woman-seated-under-a-cherry-blossoms__to__Rococo,Ukiyo_e,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,4,3,Minimal Rococo influence; structure preserved but lacks ornamental detail and color richness.,5,5,5,"Excellent Rococo emulation: ornate frame, soft pastel palette, elegant drapery, and faithful subject structure with no visible artifacts.",2,4,3,Similar to LBM — retains structure but fails to inject Rococo stylistic elements; appears faded and unadorned.
Minimalism__judy-chicago_morning-fan-1971__to__Early_Renaissance,Minimalism,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Very blurry, low contrast, and lacks any Renaissance stylistic cues. Structure is preserved but heavily degraded by blur.",5,5,5,Excellent transfer of Early Renaissance color palette and texture. Structure is perfectly preserved with no artifacts. Best overall result.,3,4,3,Better than LBM but still lacks strong Renaissance character. Some color bleeding and softness reduce artifact control. Structure is mostly intact.
Rococo__pietro-longhi_the-tooth-extractor__to__Impressionism,Rococo,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Very low style transfer; image appears faded and washed out with minimal impressionistic brushwork or color variation. Structure is preserved but lacks artistic intent.,5,5,5,"Excellent impressionistic rendering with visible brushstrokes, vibrant yet harmonious colors, and faithful preservation of original composition and figures. No visible artifacts.",3,4,3,"Moderate impressionistic effect with some softening and color blending, but lacks dynamic brushwork. Structure is mostly intact but slightly blurred. Minor haze artifact present."
Rococo__canaletto_london-the-thames-and-the-city-of-london-from-the-terrace-of-richmond-house__to__Minimalism,Rococo,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,1,2,1,Completely washed out; no style or structure preserved.,5,5,5,"Excellent minimalism with clean geometry, strong color blocks, and full structural fidelity.",1,2,1,Overly blurred and indistinct; fails to convey style or content.
Ukiyo_e__ogata-gekko_nihon-hana-zue-1896__to__Minimalism,Ukiyo_e,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Overly washed out; minimalism not clearly expressed, structure blurred, artifacts from excessive smoothing.",5,5,5,"Clean, stylized minimalism with strong structure and no visible artifacts; best overall result.",2,3,2,"Similar to LBM-Knee_e13; faded, lacks clear minimalism, structure partially preserved but noisy."
Rococo__dmitry-levitzky_portrait-of-maria-palovna-narychkina-1773__to__Ukiyo_e,Rococo,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Very blurry and washed out; minimal Ukiyo-e style transfer; structure is preserved but heavily degraded by haze.,5,5,5,Excellent Ukiyo-e style with clear line work and flat color; structure perfectly preserved; no visible artifacts.,3,4,3,Some Ukiyo-e influence but inconsistent; structure mostly intact; noticeable smudging and edge artifacts on right side.
Impressionism__armand-guillaumin_valley-in-pontgibaud-1890__to__Early_Renaissance,Impressionism,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,3,2,Weak Renaissance style; heavy color distortion and edge artifacts; structure partially preserved but visually noisy.,5,5,5,"Strong Early Renaissance aesthetic with appropriate tonal harmony, clear structure, and minimal artifacts.",3,4,3,Moderate style transfer with some Renaissance cues; structure mostly intact but noticeable color bleeding and soft artifacts.
Impressionism__konstantin-korovin_arctic-ocean-1913__to__Rococo,Impressionism,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Very weak Rococo style; heavy vignetting and blur obscure content; structure partially preserved but degraded by artifacts.,5,5,5,"Excellent Rococo framing and ornate border; source structure clearly preserved; minimal artifacts; clean, high-quality output.",2,3,2,Minimal style transfer; similar to LBM with heavy vignetting and softness; structure mostly intact but visually muddy; poor artifact control.
Minimalism__yves-klein_untitled-yellow-monochrome-1956__to__Ukiyo_e,Minimalism,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,3,3,"Very faint, washed-out appearance; minimal Ukiyo-e stylistic cues; structure preserved but lacks texture or line work typical of the style.",5,5,5,"Strong Ukiyo-e aesthetic with aged paper texture, subtle gradient, and clean edges; faithfully preserves source shape while applying stylistic treatment without artifacts.",3,4,2,"Shows some Ukiyo-e-like mottling and tone, but introduces noticeable blotchy artifacts and uneven texture; structure is mostly preserved but style application is inconsistent."
Early_Renaissance__piero-della-francesca_portrait-of-a-boy__to__Minimalism,Early_Renaissance,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Blurred, low-contrast output with minimal stylistic interpretation; structure is preserved but lacks clarity and artistic intent.",5,5,5,"Clean, stylized vector-like rendering with strong minimalism: flat colors, bold outlines, simplified forms. Structure perfectly preserved, no artifacts.",3,4,3,"Soft gradient background and muted tones suggest minimalism but lack sharpness; structure is mostly intact but edges are diffused, reducing stylistic impact."
Early_Renaissance__fra-angelico_coronation-of-the-virgin-detail-1435-1__to__Minimalism,Early_Renaissance,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,3,"Overly blurred and washed out; minimalism not clearly expressed, structure partially preserved but lacks clarity.",5,5,5,Excellent minimalism with bold flat colors and clean geometry; source structure well preserved; no visible artifacts.,3,4,4,Moderate minimalism with soft edges; structure mostly intact; slight smudging in background reduces artifact control.
Minimalism__john-mclaughlin_number-4__to__Rococo,Minimalism,Rococo,Seedream_repaired750,Seedream_repaired750,LBM-Knee_e13,LBM-Knee_e13,4,2,5,5,"Preserves source structure perfectly with no artifacts, but applies almost no Rococo style—appears as a muted beige version of the original.",5,3,3,"Strongly captures Rococo ornamental details and color palette; however, structure is distorted into decorative frames rather than preserving the original layout.",3,4,2,Moderate Rococo feel with soft blurring; retains some structure but suffers from heavy blur artifacts that obscure detail and reduce clarity.
Ukiyo_e__keisai-eisen_the-courtesan-kaoru-of-owariya-matched-with-okitsu-1825(1)__to__Early_Renaissance,Ukiyo_e,Early_Renaissance,QEdgePattn_e03,QEdgePattn_e03,QEdgePattn_e03,QEdgePattn_e03,4,2,3,3,Preserves structure well but fails to apply Renaissance style; remains visually identical to source.,4,2,2,Strong Renaissance style application but severely distorts source structure and introduces heavy artifacts.,5,5,5,Perfectly balances style transfer with source preservation; clean output with no visible artifacts.
Rococo__william-hogarth_the-countess-s-morning-levee__to__Early_Renaissance,Rococo,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Very low style transfer; image appears faded and desaturated with no clear Renaissance stylistic features. Structure is preserved but lacks color and texture fidelity.,5,5,5,"Excellent style transfer with rich Renaissance colors, textures, and lighting. Structure is perfectly preserved with no artifacts or distortions.",3,4,3,Moderate style transfer with some Renaissance color tones but lacks depth and texture. Structure is mostly preserved but with slight blurring and minor artifacts.
Minimalism__yves-klein_untitled-yellow-monochrome-1956__to__Minimalism,Minimalism,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Overly faded and washed-out; loses color fidelity and texture detail of source. Minimalist intent partially met but lacks crispness.,5,5,5,"Excellent preservation of source shape and color with clean, minimalist aesthetic. No visible artifacts or distortion.",3,2,2,Blurred and indistinct; structure is lost and edges are soft. Style transfer appears noisy and imprecise.
Impressionism__eugene-boudin_trouville-the-fish-market-1884__to__Minimalism,Impressionism,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,2,3,Overly blurred and washed out; loses both style and structure.,5,5,5,"Excellent minimalism with clean geometry, strong structure, and no artifacts.",2,2,3,"Similar to LBM — too blurry, lacks clarity in style and structure."
Impressionism__claude-monet_bordighera-the-house-of-gardener__to__Impressionism,Impressionism,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Overly desaturated and washed-out; loses color vibrancy and brushwork texture of Impressionism. Structure is somewhat preserved but lacks stylistic fidelity.,5,5,5,"Excellent match to Impressionist style: rich colors, visible brushstrokes, atmospheric lighting. Structure fully preserved with no artifacts.",2,3,2,"Similar to LBM — overly pale and blurry, lacking the chromatic richness and textural detail expected in Impressionism. Structure is faintly retained but visually degraded."
Ukiyo_e__utagawa-kuniyoshi_a-record-of-origins-of-the-great-country-of-japan__to__Impressionism,Ukiyo_e,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,4,3,Minimal style transfer; mostly preserves line art with faint color washes. Structure is well-maintained but lacks Impressionist texture or brushwork.,5,5,5,"Strong Impressionist rendering with visible brushstrokes, vibrant color blending, and atmospheric effects. Source structure (boat, wave, figures) is clearly preserved without distortion or artifacts.",2,4,3,Similar to LBM — retains sketch-like quality with minimal color and no true Impressionist texture. Structure intact but stylistically underdeveloped.
Impressionism__antoine-blanchard_place-de-la-madeleine-hiver__to__Rococo,Impressionism,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,3,Very low Rococo style transfer; appears as a washed-out impressionist or abstracted version of the source. Structure is somewhat preserved but heavily blurred. Minimal artifacts but also minimal stylistic fidelity.,5,5,5,"Excellent Rococo style transfer with ornate framing, soft pastel tones, and classical painting texture. Source structure (buildings, figures, street scene) is well preserved. No visible artifacts; clean and coherent output.",3,4,4,"Moderate Rococo influence via decorative border and soft color wash, but lacks full stylistic immersion. Structure is better preserved than LBM but slightly less than Seedream. Minor smudging/artifacts in sky and building edges."
Early_Renaissance__andrea-mantegna_adoration-of-the-magi-central-panel-from-the-altarpiece__to__Rococo,Early_Renaissance,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,3,Weak Rococo styling; pastel washes lack ornamental detail. Structure mostly preserved but figures are blurred. Some vignetting and edge artifacts present.,5,5,5,"Excellent Rococo fidelity: ornate frame, soft palette, delicate figures. Source structure perfectly retained with no visible artifacts. Best overall result.",3,4,3,"Moderate Rococo influence via color and softness, but lacks decorative framing or elegance. Structure well preserved. Mild smudging and uneven tonal transitions near edges."
Early_Renaissance__pisanello_stork-1430__to__Ukiyo_e,Early_Renaissance,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,4,3,"Very pale, washed-out colors; lacks the bold outlines and rich tonal contrast of Ukiyo-e. Structure is preserved but style is weak.",5,5,5,"Excellent capture of Ukiyo-e aesthetics: strong black outlines, flat color planes, and appropriate background treatment. Faithful to source structure with no visible artifacts.",2,4,3,Similar to LBM — overly desaturated and lacking the characteristic ink-line definition and color saturation of Ukiyo-e. Structure intact but stylistically underwhelming.
Ukiyo_e__ogata-gekko_nihon-hana-zue-1896__to__Early_Renaissance,Ukiyo_e,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,3,2,"Minimal stylistic shift; retains original flat, graphic style with no Renaissance elements. Structure preserved but lacks depth or texture. Artifacts include edge fraying and color bleeding.",5,5,5,"Strong Early Renaissance style: chiaroscuro, volumetric forms, atmospheric perspective, and painterly brushwork. Structure faithfully rendered with enhanced depth. Clean output with no visible artifacts.",3,4,3,Partial stylistic adoption — some softening and tonal variation but lacks full Renaissance modeling. Structure well preserved. Minor artifacts along borders and slight color smudging.
Impressionism__konstantin-korovin_arctic-ocean-1913__to__Early_Renaissance,Impressionism,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,3,3,Overly washed out; lacks Renaissance texture and color depth. Structure preserved but style is too generic.,5,5,5,"Excellent match to Early Renaissance palette, brushwork, and atmospheric perspective. No visible artifacts or structural loss.",3,4,4,Better than LBM but still lacks rich Renaissance tonal variation. Some edge artifacts visible in sky and water.
Rococo__canaletto_london-the-thames-and-the-city-of-london-from-the-terrace-of-richmond-house__to__Rococo,Rococo,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Minimal style transfer; mostly grayscale with heavy vignetting. Structure preserved but lacks Rococo color, texture, or ornamental framing.",5,5,5,"Excellent Rococo style: warm palette, soft lighting, architectural arch framing, and painterly texture. Source structure faithfully retained with no visible artifacts.",2,3,2,"Similar to LBM-Knee_e13 — minimal stylistic infusion, heavy edge/vignette artifacts, and loss of color/detail. Structure intact but stylistically weak."
Rococo__jean-marc-nattier_portrait-of-louis-tocqu-1762__to__Minimalism,Rococo,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Overly blurred and washed-out; loses facial detail and garment structure. Minimalist intent is vague, not clean or intentional.",5,5,5,"Clean vector-like minimalism with sharp edges, flat colors, and preserved pose/object structure. No artifacts; faithful to minimalist aesthetic.",2,3,2,Similar to LBM — heavy blur obscures structure and face. Lacks deliberate minimalist simplification; appears as failed denoising rather than stylization.
Rococo__joseph-wright_d-ewes-coke-his-wife-hannah-and-daniel-parker-coke__to__Minimalism,Rococo,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,LBM-Knee_e13,4,2,3,4,"Faint, washed-out rendering; minimal stylistic interpretation of minimalism; structure partially preserved but blurred; low artifacts.",5,5,3,Strong geometric abstraction and flat color blocks align with minimalism; excellent structural fidelity; minor edge halos present.,2,3,4,"Similar to LBM — overly diffuse, lacks clear stylistic intent; structure faintly retained; very few artifacts."
Impressionism__edouard-manet_tarring-the-boat-1873__to__Minimalism,Impressionism,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Overly blurred and washed-out; minimalism not clearly expressed, structure partially preserved but details lost.",5,5,5,"Strong minimalist aesthetic with clean geometry, sharp edges, and faithful structural retention; no visible artifacts.",2,3,2,"Similar to LBM — overly diffuse, lacks clear minimalist definition, structure faintly retained but heavily degraded."
Early_Renaissance__filippo-lippi_adoration-of-the-magi-detail-2__to__Rococo,Early_Renaissance,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Very blurry and washed-out; minimal Rococo detail or color fidelity; structure is recognizable but degraded by heavy smoothing.,5,5,5,"Excellent Rococo styling with soft pastels, ornate framing, and delicate figures; source structure preserved clearly; no visible artifacts.",3,4,3,Moderate Rococo influence with some color and texture; structure mostly intact but slightly over-smoothed; minor blotchy artifacts in sky and edges.
Rococo__antoine-pesne_carl-heinrich-graun__to__Rococo,Rococo,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Very low style transfer; image appears washed out and lacks Rococo color/ornamentation. Structure is preserved but overly blurred.,5,5,5,"Excellent Rococo style transfer with appropriate colors, lighting, and ornate background. Structure is perfectly preserved with no artifacts.",2,3,2,"Similar to LBM, very low style transfer. Image is hazy and lacks color fidelity. Structure is somewhat preserved but degraded by blur."
Ukiyo_e__katsushika-hokusai_fishing-in-the-bay-uraga__to__Rococo,Ukiyo_e,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Faint Rococo-like washes but lacks ornamental framing or richness; structure preserved but overly muted and blurry.,5,5,5,"Excellent Rococo framing with gilded arch, rich color harmony, and faithful preservation of source composition and details.",3,4,3,"Some Rococo edge treatment and vignetting, but colors are desaturated and edges show slight halos; structure mostly intact."
Early_Renaissance__antonello-da-messina_painter-self-portrait__to__Rococo,Early_Renaissance,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,4,3,Preserves structure well but lacks Rococo color and texture; appears as grayscale sketch with minimal stylistic transfer.,5,5,5,"Excellent Rococo style transfer with soft pastel tones, ornate framing, and faithful structural alignment; no visible artifacts.",2,4,3,Similar to LBM — preserves structure but fails to convey Rococo aesthetics; monochrome output with edge-like artifacts.
Impressionism__stefan-dimitrescu_cabaret__to__Rococo,Impressionism,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Weak Rococo styling; heavy noise and smearing obscure structure and style.,5,5,5,"Excellent Rococo aesthetic with ornate frame, soft colors, and clear structure; minimal artifacts.",3,3,3,Moderate Rococo influence but muted and blurry; some structural loss and edge artifacts.
Ukiyo_e__hiroshige_oiso-toraga-ame-shower-1835__to__Impressionism,Ukiyo_e,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,3,2,Very faint impressionistic texture; structure preserved but style is weak and washed out.,5,5,5,"Excellent impressionist brushwork, strong color harmony, and clean structure with no visible artifacts.",3,4,3,Moderate impressionist feel with some edge artifacts and slightly muddy tones; structure mostly intact.
Rococo__dmitry-levitzky_maria-feodorovna__to__Early_Renaissance,Rococo,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,3,4,3,Moderate Early Renaissance style with soft glow and muted tones; structure preserved but edges slightly blurred; noticeable haze artifact reduces clarity.,5,5,5,"Excellent Early Renaissance style match with rich chiaroscuro, detailed drapery, and period-appropriate palette; structure perfectly preserved; no visible artifacts.",2,3,2,"Weak style transfer — overly diffuse, lacks Renaissance texture or depth; structure partially lost due to heavy blur; significant smudging and halo artifacts degrade quality."
Ukiyo_e__utagawa-kunisada_not_detected_240381(1)__to__Rococo,Ukiyo_e,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Poor Rococo style transfer; structure partially preserved but heavily distorted by noise and smearing; significant artifacts.,5,5,5,Excellent Rococo style integration with ornate borders and soft color palette; source structure perfectly preserved; minimal to no artifacts.,2,3,2,Weak Rococo styling; structure blurred and smeared; noticeable edge artifacts and inconsistent texture.
Minimalism__robert-ryman_surface-veil-1970__to__Rococo,Minimalism,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,4,3,Minimal style transfer; mostly preserves source structure with faint Rococo-like vignetting but lacks ornamental detail.,5,5,5,Excellent Rococo frame integration with floral and scroll motifs; perfectly preserves central paper structure; no visible artifacts.,3,4,2,Some Rococo-inspired border elements present but blurry and inconsistent; structure preserved but suffers from smudging and halo artifacts.
Rococo__bernardo-bellotto_view-of-dresden-the-dresden-fortifications-moat-with-a-bridge-between-gate-and-post-mile-pillar__to__Minimalism,Rococo,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Overly washed out; minimalism not clearly expressed, structure blurred, artifacts from over-smoothing.",5,5,5,Strong minimalism with clean geometry and color blocks; source structure well preserved; no visible artifacts.,2,3,2,"Similar to LBM-Knee_e13; lacks clear minimalism, structure faint, smudged artifacts present."
Rococo__joshua-reynolds_colonel-george-k-h-coussmaker-grenadier-guards__to__Minimalism,Rococo,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Overly blurred and painterly; fails to capture minimalism’s clean geometry or flat color blocks. Structure is partially preserved but heavily distorted by noise-like artifacts.,5,5,5,"Excellent match to minimalism: bold flat colors, simplified shapes, geometric abstraction of background elements. Source structure (figure, horse, tree) is clearly preserved with stylized simplification. No visible artifacts.",2,3,2,"Similar to LBM — overly soft, smudged, and indistinct. Lacks the crisp edges and deliberate color blocking of minimalism. Structure is recognizable but degraded by heavy blur/artifacts."
Rococo__dmitry-levitzky_portrait-of-unknown-woman-with-a-rose-1788__to__Impressionism,Rococo,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Overly hazy and washed-out; lacks Impressionist brushwork texture and color vibrancy. Structure is preserved but obscured by blur.,5,5,5,"Excellent Impressionist style with visible brushstrokes, rich color palette, and soft lighting. Structure perfectly preserved with no artifacts.",3,4,3,"Moderate Impressionist feel with some softness and color blending, but still too smooth and lacks dynamic brushwork. Some edge softening artifacts."
Impressionism__childe-hassam_september-moonrise__to__Minimalism,Impressionism,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Fails to apply minimalism; output is a blurry, low-contrast wash with no stylistic intent or structural clarity.",5,5,5,"Perfectly captures minimalism through flat color blocks, simplified geometry, and clean edges while preserving the source’s compositional structure.",2,3,2,"Similar to LBM; produces a hazy, indistinct result that lacks both stylistic definition and structural fidelity."
Ukiyo_e__katsushika-hokusai_cargo-ship-and-wave__to__Ukiyo_e,Ukiyo_e,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,LBM-Knee_e13,QEdgePattn_e03,4,2,5,4,Preserves wave structure well but lacks color and texture of Ukiyo-e; appears as a desaturated sketch.,5,4,3,"Strong Ukiyo-e aesthetic with appropriate colors, gradients, and paper-like texture; slight softening of edges reduces structural fidelity slightly.",3,4,5,"Clean output with minimal artifacts and good edge retention, but style application is muted — lacks full Ukiyo-e color and texture richness."
Early_Renaissance__carlo-crivelli_saint-thomas-aquinas-1476__to__Rococo,Early_Renaissance,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Weak Rococo styling; heavy vignetting and smudging obscure details; structure partially preserved but degraded by artifacts.,5,5,5,"Excellent Rococo aesthetic with soft pastels, ornate framing, and delicate brushwork; source structure fully preserved; minimal artifacts.",3,4,3,Moderate Rococo influence with decorative borders; structure well maintained but suffers from edge halos and color bleeding.
