case_id,src_style,tgt_style,best_overall,best_style_specificity,best_structure,best_artifact_control,confidence_1_to_5,LBM-Knee_e13_style_specificity,LBM-Knee_e13_structure_preservation,LBM-Knee_e13_artifact_control,LBM-Knee_e13_note,LBM-PS-v2_e13_style_specificity,LBM-PS-v2_e13_structure_preservation,LBM-PS-v2_e13_artifact_control,LBM-PS-v2_e13_note,Seedream_repaired750_style_specificity,Seedream_repaired750_structure_preservation,Seedream_repaired750_artifact_control,Seedream_repaired750_note
Impressionism__augustus-john_proven-al-landscape__to__Minimalism,Impressionism,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Overly washed-out, loses color and detail; minimalism not clearly expressed.",1,2,1,Extremely blurry and indistinct; fails to preserve structure or convey style.,5,5,5,Strong geometric abstraction with clean lines and flat colors; preserves source layout while achieving minimalist aesthetic.
Ukiyo_e__utagawa-toyokuni_the-heian-courtier__to__Rococo,Ukiyo_e,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,4,3,Preserves structure well but applies a generic aged-paper texture rather than Rococo style; lacks ornamental detail and color palette.,1,2,1,Severely degrades structure and introduces heavy blur/artifacts; no discernible Rococo elements applied.,5,5,5,"Excellent preservation of source structure; successfully integrates Rococo motifs (scrollwork, floral borders, soft pastel tones) without artifacts or distortion."
Impressionism__nicolae-vermont_rotterdam-port-1928__to__Minimalism,Impressionism,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Faint, washed-out output with minimal stylistic fidelity to minimalism; structure is partially preserved but lacks clarity and clean edges.",1,2,1,Overly blurred and indistinct; fails to convey minimalism or preserve source structure; heavy artifacts and loss of detail.,5,5,5,"Excellent adherence to minimalism with flat colors, simplified shapes, and clean composition; source structure (boats, buildings, sky) clearly preserved without artifacts."
Ukiyo_e__utagawa-kuniyoshi_woman-seated-under-a-cherry-blossoms__to__Rococo,Ukiyo_e,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Poor style transfer; image appears degraded with heavy artifacts and loss of detail. Structure is partially preserved but obscured by noise and distortion.,2,2,1,Very low fidelity; almost entirely blurred and indistinct. No clear structure or style elements retained. Severe artifacting throughout.,5,5,5,"Excellent style transfer matching Rococo aesthetics (ornate frame, soft colors, decorative motifs). Source structure perfectly preserved with clean rendering and no visible artifacts."
Minimalism__judy-chicago_morning-fan-1971__to__Early_Renaissance,Minimalism,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Very blurry, low contrast, and lacks Renaissance color richness or texture. Structure is preserved but overly smoothed.",3,4,3,"Better color harmony than C, with some warm tones reminiscent of Renaissance palettes. Structure is well-preserved but still lacks fine detail and has mild smearing.",5,5,5,"Excellent preservation of vertical structure with rich, warm, earthy tones and subtle gradients that closely mimic Early Renaissance painting aesthetics. Minimal artifacts, high fidelity to both content and style."
Rococo__pietro-longhi_the-tooth-extractor__to__Impressionism,Rococo,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Heavy foggy blur obscures structure; minimal impressionistic texture; artifacts from over-smoothing.,3,4,3,Better structure retention than C; some painterly strokes but still muted and hazy; moderate artifacts.,5,5,5,Excellent impressionist brushwork while preserving original composition and details; clean output with no visible artifacts.
Rococo__canaletto_london-the-thames-and-the-city-of-london-from-the-terrace-of-richmond-house__to__Minimalism,Rococo,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Very low style transfer; output is nearly blank/white with minimal structure or color. Fails to capture minimalism’s bold color blocks and geometric simplicity.,2,3,2,"Similar to C — extremely washed out, lacks color and form. Structure is barely preserved; no clear stylistic alignment with target minimalism.",5,5,5,"Excellent match to target style: uses flat colors, simplified shapes, and clean composition. Preserves source scene layout (harbor, boats, buildings) while stylizing it minimally. No visible artifacts."
Ukiyo_e__ogata-gekko_nihon-hana-zue-1896__to__Minimalism,Ukiyo_e,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Overly desaturated and washed-out; loses color identity and minimalism intent. Structure partially preserved but details blurred.,1,1,1,Nearly blank output; fails to preserve structure or apply style. Severe artifacting due to over-smoothing or failure mode.,5,5,5,"Clean, stylized rendering with strong adherence to minimalism (flat colors, simplified forms). Preserves original composition and character poses without artifacts."
Rococo__dmitry-levitzky_portrait-of-maria-palovna-narychkina-1773__to__Ukiyo_e,Rococo,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Very low style transfer; image appears washed out and lacks Ukiyo-e characteristics. Structure is somewhat preserved but heavily degraded by blur and noise.,2,3,2,"Similar to LBM-Knee_e13 — minimal style application, high blur, poor artifact control. Fails to convey Ukiyo-e aesthetic.",5,5,5,"Excellent Ukiyo-e style transfer with clear line work, flat color areas, and stylized features. Source structure (pose, clothing, face) is well preserved. No visible artifacts or distortions."
Impressionism__armand-guillaumin_valley-in-pontgibaud-1890__to__Early_Renaissance,Impressionism,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,3,4,3,Moderate Early Renaissance color palette and texture; structure mostly preserved but with slight blurring and color bleeding.,2,3,2,Weak style transfer; heavy smudging and loss of detail; structure significantly degraded.,5,5,5,Excellent Early Renaissance aesthetic with rich tones and painterly texture; structure fully preserved; minimal artifacts.
Impressionism__konstantin-korovin_arctic-ocean-1913__to__Rococo,Impressionism,Rococo,Seedream_repaired750,Seedream_repaired750,LBM-Knee_e13,LBM-Knee_e13,4,2,5,5,"Preserves source structure perfectly with minimal artifacts, but fails to apply Rococo style—output is nearly identical to source with only minor color shifts.",3,3,2,Introduces heavy blur and smudging that obscures structure; some Rococo-like softness in tones but lacks ornamental or decorative elements; significant artifacts degrade clarity.,5,4,4,"Strongly applies Rococo style via ornate frame, pastel palette, and decorative clouds; source structure is well-preserved within the stylized frame; minor softening of edges but no major artifacts."
Minimalism__yves-klein_untitled-yellow-monochrome-1956__to__Ukiyo_e,Minimalism,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,4,Faint beige wash with minimal Ukiyo-e character; structure preserved but style is weak and ambiguous.,1,1,1,Severely blurred and indistinct; no recognizable structure or style; heavy artifacts.,4,5,5,"Clean, uniform yellow field matching source structure; subtle tonal variation suggests aged paper or ink wash consistent with Ukiyo-e aesthetics; no visible artifacts."
Minimalism__john-mclaughlin_number-4__to__Rococo,Minimalism,Rococo,Seedream_repaired750,Seedream_repaired750,LBM-Knee_e13,LBM-Knee_e13,4,2,5,5,Preserves source structure perfectly with clean white bands and yellow rectangles. No Rococo style applied — appears as unmodified or minimally processed source.,1,3,2,Heavy blur and color bleed obscure structure; no discernible Rococo elements. Poor artifact control with smearing across bands.,5,3,4,Strong Rococo ornamental framing applied with high fidelity to style reference. Structure is distorted into decorative frame but retains conceptual layout. Minor artifacts in texture blending.
Ukiyo_e__keisai-eisen_the-courtesan-kaoru-of-owariya-matched-with-okitsu-1825(1)__to__Early_Renaissance,Ukiyo_e,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,LBM-Knee_e13,Seedream_repaired750,4,2,5,3,Preserves source structure well but fails to apply Renaissance style; retains original Japanese aesthetic with minimal stylistic transformation.,3,2,2,"Attempts Renaissance style but results in heavy blurring and loss of detail; structure is significantly degraded, artifacts are prominent.",5,4,5,Successfully applies Early Renaissance chiaroscuro and painterly texture while preserving key compositional elements; clean output with no visible artifacts.
Rococo__william-hogarth_the-countess-s-morning-levee__to__Early_Renaissance,Rococo,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Very low style transfer; image appears faded and desaturated with minimal Renaissance stylistic influence. Structure is preserved but lacks color and texture fidelity.,2,2,1,"Severe blurring and smearing artifacts dominate. Style is barely perceptible, and structural integrity is heavily compromised by excessive smoothing.",5,5,5,"Excellent preservation of source structure and composition. Strong Early Renaissance stylistic elements applied (color palette, lighting, texture) without introducing artifacts or distortion."
Minimalism__yves-klein_untitled-yellow-monochrome-1956__to__Minimalism,Minimalism,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Overly blurred and washed out; loses texture and color fidelity of source while failing to convey minimalism clearly.,2,3,2,"Similar to C but slightly more uniform; still lacks definition and introduces excessive softness, obscuring source structure.",5,5,5,"Perfectly preserves source’s yellow rectangle shape and texture while applying a clean, minimalist aesthetic with no artifacts or distortion."
Impressionism__eugene-boudin_trouville-the-fish-market-1884__to__Minimalism,Impressionism,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Faint, washed-out impressionistic blur; minimal structural clarity and no clear minimalist aesthetic.",1,1,1,Nearly uniform gray fog; completely lost source structure and style intent.,5,5,5,"Clean vector-like shapes, flat colors, and simplified forms perfectly match minimalism while preserving scene layout and figures."
Impressionism__claude-monet_bordighera-the-house-of-gardener__to__Impressionism,Impressionism,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,3,4,3,Moderate impressionistic brushwork but overly washed-out and low-contrast; structure preserved but lacks vibrancy and stylistic fidelity.,1,2,1,Severely degraded output — nearly monochromatic blur with no discernible structure or style; fails on all metrics.,5,5,5,"Excellent impressionist rendering with vibrant colors, clear brushstroke texture, and full preservation of source composition and details."
Ukiyo_e__utagawa-kuniyoshi_a-record-of-origins-of-the-great-country-of-japan__to__Impressionism,Ukiyo_e,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,4,3,Minimal style transfer; mostly preserves line art with faint washes. Structure intact but lacks impressionistic texture or color.,3,3,2,"Blurred, smudged appearance suggests partial style application but heavy artifacts and loss of detail. Style is vague, structure degraded.",5,5,5,"Strong impressionist rendering with visible brushwork, vibrant colors, and preserved composition. Clean output with no visible artifacts."
Impressionism__antoine-blanchard_place-de-la-madeleine-hiver__to__Rococo,Impressionism,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Faint Rococo-like softness but lacks ornamental detail; structure partially preserved but blurry; noticeable smudging and edge artifacts.,1,2,1,Almost no Rococo style transfer; structure heavily degraded; severe blurring and loss of detail throughout.,5,5,5,"Strong Rococo aesthetic with ornate frame, soft pastel tones, and decorative elements; source structure fully preserved; clean output with minimal artifacts."
Ukiyo_e__ogata-gekko_nihon-hana-zue-1896__to__Early_Renaissance,Ukiyo_e,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,4,3,"Retains source structure well but applies minimal stylistic change; appears mostly unstyled or lightly filtered, lacking Early Renaissance characteristics.",1,2,1,Severely degraded output; heavy blurring and loss of detail obscure both style and structure. No discernible Renaissance features.,5,5,5,"Excellent fusion: preserves source composition and figures while applying rich Early Renaissance lighting, texture, and painterly quality. Clean, artifact-free result."
Impressionism__konstantin-korovin_arctic-ocean-1913__to__Early_Renaissance,Impressionism,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,3,2,Very weak style transfer; appears washed out and lacks Renaissance texture or color depth. Structure is preserved but overly blurred. Artifacts include loss of detail and flat appearance.,3,3,3,Moderate style application with some atmospheric haze mimicking aged paint. Structure is somewhat preserved but softened. Minor artifacts from over-smoothing and color bleeding.,5,5,5,"Excellent style transfer: rich earth tones, textured brushwork, and aged canvas effect match Early Renaissance aesthetic. Structure is well-preserved with clear forms and depth. Minimal artifacts; clean edges and natural blending."
Rococo__canaletto_london-the-thames-and-the-city-of-london-from-the-terrace-of-richmond-house__to__Rococo,Rococo,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,1,2,1,Severe overexposure and loss of detail; no Rococo style applied; heavy border artifacts.,1,1,1,Completely blurred and indistinct; no recognizable structure or style; total failure.,5,5,5,"Excellent Rococo aesthetic with ornate framing, soft colors, and classical composition; source structure fully preserved; clean output with no artifacts."
Rococo__jean-marc-nattier_portrait-of-louis-tocqu-1762__to__Minimalism,Rococo,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Faint, blurry output with minimal stylistic clarity; structure is partially preserved but heavily degraded by haze and low contrast.",1,2,1,Extremely washed-out and indistinct; nearly no recognizable style or structure remains; severe artifacts and loss of detail.,5,5,5,"Clean, stylized illustration matching minimalism; sharp lines, flat colors, and full structural fidelity to source pose and composition."
Rococo__joseph-wright_d-ewes-coke-his-wife-hannah-and-daniel-parker-coke__to__Minimalism,Rococo,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Faint, washed-out rendering; minimal stylistic fidelity to minimalism; structure partially preserved but blurred.",1,2,1,Overly abstracted and smudged; nearly no recognizable structure or style; heavy artifacts and loss of detail.,5,5,5,"Clean geometric shapes, flat colors, and simplified forms perfectly match minimalism; source composition fully preserved with no artifacts."
Impressionism__edouard-manet_tarring-the-boat-1873__to__Minimalism,Impressionism,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Overly blurred and washed out; minimalism not achieved, structure partially preserved but details lost.",1,2,1,"Extremely degraded output; almost no recognizable structure or style, heavy artifacts and noise.",5,5,5,"Clean geometric shapes, flat colors, and simplified forms perfectly match minimalism while preserving source composition with zero artifacts."
Rococo__antoine-pesne_carl-heinrich-graun__to__Rococo,Rococo,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Very low style transfer; image appears washed out and foggy with minimal Rococo characteristics. Structure is preserved but obscured by heavy artifacts.,3,3,2,"Slightly more color than C, but still heavily blurred and indistinct. Some Rococo-like softness is present, but structure is poorly defined and artifacts are prominent.",5,5,5,"Excellent style transfer with clear Rococo elements (ornate frame, pastel colors, soft lighting). Structure is perfectly preserved with high fidelity and no visible artifacts."
Ukiyo_e__katsushika-hokusai_fishing-in-the-bay-uraga__to__Rococo,Ukiyo_e,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Faint Rococo-like washes but structure is blurred; heavy vignetting and noise reduce clarity.,1,1,1,"Overly abstracted, smudged output; no discernible structure or style fidelity.",5,5,5,Excellent Rococo framing and palette; source composition preserved with clean edges and no artifacts.
Impressionism__stefan-dimitrescu_cabaret__to__Rococo,Impressionism,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Very abstracted, loses facial structure and Rococo elegance; heavy texture artifacts and dark borders reduce fidelity.",2,2,1,Extremely blurry and indistinct; no clear structure or style cues; severe smearing and loss of detail.,5,5,5,"Excellent Rococo styling with ornate frame, soft pastel tones, and delicate brushwork; perfectly preserves source composition and facial features; clean output with no visible artifacts."
Ukiyo_e__hiroshige_oiso-toraga-ame-shower-1835__to__Impressionism,Ukiyo_e,Impressionism,,,,,,,,,,,,,,,,,
Rococo__dmitry-levitzky_maria-feodorovna__to__Early_Renaissance,Rococo,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Very blurry and washed out; style is vague and lacks Renaissance texture or color depth. Structure is preserved but degraded by haze.,3,2,2,"Slightly more color than C, but still heavily blurred and distorted. Structure is warped, especially around the face and hands. Artifacts from over-smoothing are prominent.",5,5,5,"Excellent preservation of source structure and pose. Style successfully mimics Early Renaissance portraiture with appropriate color palette, soft lighting, and painterly texture. No visible artifacts."
Ukiyo_e__utagawa-kunisada_not_detected_240381(1)__to__Rococo,Ukiyo_e,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Poor style transfer; structure partially preserved but heavily distorted by artifacts and color washes.,1,2,1,Almost no recognizable structure or style; completely blurred and abstracted with severe artifacts.,5,5,5,Excellent preservation of source structure and successful application of Rococo style with minimal artifacts.
Minimalism__robert-ryman_surface-veil-1970__to__Rococo,Minimalism,Rococo,Seedream_repaired750,Seedream_repaired750,LBM-Knee_e13,LBM-Knee_e13,5,2,5,5,Preserves source structure perfectly but fails to apply Rococo style; output is nearly identical to source with minor vignetting.,3,3,2,"Applies a brownish, painterly texture that vaguely suggests aged art but lacks Rococo specificity; structure is blurred and artifacts are prominent.",5,4,4,"Excellent Rococo style transfer via ornate frame and color palette; structure of the central paper is preserved well, though slightly softened by the stylistic overlay."
Rococo__bernardo-bellotto_view-of-dresden-the-dresden-fortifications-moat-with-a-bridge-between-gate-and-post-mile-pillar__to__Minimalism,Rococo,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Faint, washed-out output with minimal stylistic interpretation; structure is barely discernible and lacks clarity or intentional design.",1,2,1,"Overly blurred and indistinct; fails to convey any recognizable style or structure, appearing as noise or fog.",5,5,5,"Strong minimalist aesthetic with clean geometry, bold color blocks, and simplified forms; source structure preserved with artistic abstraction; no visible artifacts."
Rococo__joshua-reynolds_colonel-george-k-h-coussmaker-grenadier-guards__to__Minimalism,Rococo,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Fails to capture minimalism; output is overly blurred and painterly, losing both style and structural clarity.",1,2,1,Almost entirely lost in abstraction; no discernible structure or stylistic intent. Severe artifacts and loss of content.,5,5,5,"Perfectly captures minimalism with clean geometric shapes, flat colors, and simplified forms while preserving the original composition and subject matter."
Rococo__dmitry-levitzky_portrait-of-unknown-woman-with-a-rose-1788__to__Impressionism,Rococo,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Overly blurred and washed out; loses facial detail and texture, weak impressionist brushwork, significant loss of structure.",3,3,2,Slightly better than C but still suffers from heavy blur and smudging; impressionist feel is present but degraded by artifacts and low contrast.,5,5,5,Excellent preservation of original composition and facial features; strong impressionist brushstroke simulation with rich color and texture; minimal artifacts.
Impressionism__childe-hassam_september-moonrise__to__Minimalism,Impressionism,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Faint, washed-out output with minimal stylistic transfer; structure is preserved but lacks clarity and artistic intent.",1,2,1,"Overly blurred and indistinct; fails to convey any recognizable style or structure, appearing as noise.",5,5,5,"Clean, stylized landscape with bold color blocks and simplified forms; perfectly captures minimalism while preserving source composition."
Ukiyo_e__katsushika-hokusai_cargo-ship-and-wave__to__Ukiyo_e,Ukiyo_e,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,4,3,Preserves wave structure well but lacks color and texture of Ukiyo-e; appears as a monochrome sketch with minimal stylistic transfer.,1,2,1,Severely blurred and indistinct; fails to preserve structure or convey any recognizable Ukiyo-e style. High artifacts.,5,5,5,"Excellent match to Ukiyo-e style: vibrant colors, bold outlines, flat shading, and traditional composition. Structure preserved perfectly with no visible artifacts."
Rococo__bernardo-bellotto_pirna-seen-from-the-right-bank-of-the-elbe__to__Minimalism,Rococo,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Faint, washed-out output with minimal stylistic fidelity to minimalism; structure is partially preserved but heavily blurred and low-contrast.",1,2,1,Overly abstracted and foggy; nearly loses all structural detail and fails to convey minimalism — appears as noise or blur.,5,5,5,"Clean, stylized vector-like rendering with flat colors and simplified forms — strong minimalism adherence, full structure retention, no artifacts."
Impressionism__henri-matisse_brittany-also-known-as-boat-1896__to__Impressionism,Impressionism,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Very washed-out, low contrast; impressionistic texture is present but muted and indistinct. Structure is partially preserved but lacks definition. Artifacts include blotchy patches and loss of detail.",1,2,1,Extremely blurry and over-smoothed; almost no recognizable structure or style detail. Appears as a gray smudge with minimal artistic intent. High artifact level due to excessive smoothing.,5,5,5,"Excellent impressionist style transfer with vibrant, expressive brushwork matching the target reference. Source structure (boats, water, trees) is clearly preserved and enhanced by the style. No visible artifacts; clean, coherent output."
Minimalism__eva-hesse_expanded-expansion-1969__to__Rococo,Minimalism,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Minimal Rococo influence; structure preserved but lacks stylistic integration and shows harsh edges.,1,2,1,Severely degraded structure; no discernible Rococo style; heavy blurring and artifacts.,5,5,5,Excellent Rococo styling with ornate frame and soft palette; source structure perfectly preserved; clean output.
Rococo__dmitry-levitzky_maria-feodorovna__to__Impressionism,Rococo,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Overly blurred and hazy; loses fine detail and structure. Style is vague, not clearly impressionistic.",2,2,1,Severe distortion and smearing; structure is heavily compromised. Artifacts dominate the image.,5,5,5,Excellent preservation of source structure with clear impressionistic brushwork and color palette. Minimal artifacts.
Impressionism__nicolae-vermont_rotterdam-port-1928__to__Impressionism,Impressionism,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Faint impressionistic texture but overly washed out; lacks color vibrancy and brushstroke definition. Structure is partially preserved but blurred.,1,1,1,Almost entirely abstracted into gray smudges; no discernible style or structure. Severe artifacting and loss of content.,5,5,5,"Excellent Impressionist style with vibrant colors, visible brushwork, and clear preservation of source composition. Minimal artifacts."
Ukiyo_e__utagawa-kunisada_not_detected_240353__to__Ukiyo_e,Ukiyo_e,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Faint Ukiyo-e coloring and line hints but overly washed out; structure partially preserved but lacks crispness; noticeable blur and low contrast artifacts.,1,2,1,Almost no discernible Ukiyo-e style; structure heavily degraded; severe blurring and smearing artifacts dominate the output.,5,5,5,"Strong Ukiyo-e aesthetic with bold lines, flat color blocks, and decorative patterns; source composition and figures perfectly preserved; clean, artifact-free rendering."
Minimalism__frank-stella_gezira-from-black-series-ii-1967__to__Impressionism,Minimalism,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Faint, inconsistent brushwork; structure partially preserved but style is weak and noisy.",3,2,2,"Some impressionistic texture applied, but structure is blurred and artifacts are visible.",5,5,5,Strong Impressionist style with clean structure and no visible artifacts; best overall result.
Minimalism__ellsworth-kelly_diagonal-1951__to__Rococo,Minimalism,Rococo,Seedream_repaired750,Seedream_repaired750,LBM-Knee_e13,LBM-Knee_e13,4,2,5,5,Perfect structure preservation with clean diagonal line and sharp edges. Minimal Rococo style transfer — mostly blank canvas with faint brown border. No artifacts but lacks stylistic content.,3,4,3,"Moderate Rococo texture applied (soft clouds, muted tones), but structure is slightly blurred along the diagonal. Some smudging and loss of edge definition. Artifacts present in gradient transitions.",5,3,4,"Strongest Rococo style: ornate gold filigree, pastel pinks/blues, floral motifs matching target reference. Structure preserved reasonably well — diagonal line visible but softened by decorative overlay. Minor haloing near edges, but overall high fidelity to style."
Impressionism__nikolay-bogdanov-belsky_connoisseurs-of-books-knowledge-is-power__to__Impressionism,Impressionism,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,3,4,3,Moderate impressionistic brushwork but muted color palette; structure mostly preserved with slight softening; minor artifacts in foliage texture.,2,2,1,Very weak style transfer; heavy smudging and loss of detail; structure severely degraded; significant artifacts throughout.,5,5,5,Strong impressionist style with vibrant dabs of color and visible brushstrokes; structure perfectly preserved; no visible artifacts.
Ukiyo_e__utagawa-toyokuni_the-heian-courtier__to__Early_Renaissance,Ukiyo_e,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,4,3,"Preserves figure structure well but applies a flat, aged-paper texture with minimal Renaissance architectural or lighting cues. Style is generic 'old painting' rather than Early Renaissance.",1,2,1,Severely degraded output. Figure is blurred and indistinct; no coherent structure. No discernible Renaissance style — appears as smudged noise over a faint outline.,5,5,5,"Excellent preservation of source figure pose and garment details. Successfully integrates Early Renaissance elements: classical architecture, atmospheric perspective, chiaroscuro lighting, and realistic drapery. Clean, artifact-free rendering."
Impressionism__rudolf-schweitzer-cumpana_str-du-n-atena__to__Impressionism,Impressionism,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,3,4,3,Moderate impressionistic brushwork but overly washed-out colors and low contrast; structure mostly preserved but lacks vibrancy.,1,2,1,Severely degraded output — almost entirely blurred and indistinct; no coherent style or structure retained.,5,5,5,"Excellent impressionist rendering with vibrant, textured brushstrokes; source structure fully preserved; minimal artifacts."
Minimalism__judy-chicago_morning-fan-1971__to__Rococo,Minimalism,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Faint pastel tones suggest some Rococo influence but lacks ornamental detail; structure is preserved but colors are oversaturated and blurry.,1,2,1,Very low style fidelity; structure is heavily blurred and distorted with no clear Rococo elements or recognizable content.,5,5,5,Excellent Rococo style transfer with ornate golden frame and soft pastel palette; source structure perfectly preserved with no artifacts.
Rococo__francois-boucher_portrait-of-madame-boucher-1745__to__Impressionism,Rococo,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Faint impressionistic texture applied but heavily degraded by structural distortion and frame artifacts; style is barely perceptible.,1,1,1,Severe structural collapse and near-total loss of content; no discernible impressionist style or coherent image remains.,5,5,5,Excellent preservation of source structure and ornate frame; strong impressionist brushwork and color palette applied faithfully with minimal artifacts.
Minimalism__tony-smith_die-1968__to__Rococo,Minimalism,Rococo,Seedream_repaired750,Seedream_repaired750,LBM-Knee_e13,LBM-Knee_e13,5,2,5,5,Preserves cube geometry perfectly but applies almost no Rococo style; appears as a plain translucent box with minimal texture or color.,3,3,2,"Shows some Rococo-like warm tones and softness, but structure is blurred and distorted; heavy artifacts and loss of edge definition.",5,4,4,"Strongly captures Rococo aesthetic with ornate floral patterns, pastel colors, and decorative framing; cube structure is mostly preserved with slight warping at edges."
Ukiyo_e__tsukioka-yoshitoshi_not_detected_242419__to__Early_Renaissance,Ukiyo_e,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Moderate structure retention but heavy texture overlay obscures details; style is vague and not clearly Early Renaissance.,1,2,1,"Severe structural distortion and loss of detail; style is nearly absent, replaced by muddy, abstract textures.",5,5,5,"Excellent preservation of source structure with clear Early Renaissance stylistic elements (soft modeling, muted palette, compositional harmony); minimal artifacts."
Ukiyo_e__hiroshige_oiso-toraga-ame-shower-1835__to__Minimalism,Ukiyo_e,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Overly washed out, loses color and detail; minimalism not clearly expressed, structure blurred.",1,2,1,Extremely blurry and indistinct; fails to preserve structure or convey minimalism; heavy artifacts.,5,5,5,"Clean, stylized output with strong minimalism; preserves source structure faithfully; no visible artifacts."
