case_id,src_style,tgt_style,best_overall,best_style_specificity,best_structure,best_artifact_control,confidence_1_to_5,LBM-PS-v2_e13_style_specificity,LBM-PS-v2_e13_structure_preservation,LBM-PS-v2_e13_artifact_control,LBM-PS-v2_e13_note,Seedream_repaired750_style_specificity,Seedream_repaired750_structure_preservation,Seedream_repaired750_artifact_control,Seedream_repaired750_note,SaMST_e15_style_specificity,SaMST_e15_structure_preservation,SaMST_e15_artifact_control,SaMST_e15_note,SaMAM_2250_style_specificity,SaMAM_2250_structure_preservation,SaMAM_2250_artifact_control,SaMAM_2250_note
Rococo__joseph-wright_mr-and-mrs-thomas-coltman__to__Minimalism,Rococo,Minimalism,Seedream_repaired750,Seedream_repaired750,LBM-PS-v2_e13,LBM-PS-v2_e13,4,2,5,5,High structure and artifact control but very low style specificity — appears as blurred noise with no clear minimalism.,5,3,3,Strong minimalism via flat colors and simplified forms; structure partially preserved but stylized; minor artifacts in background.,3,2,2,Minimalist line-art style but heavily distorted structure and visible artifacts; weak fidelity to source composition.,4,4,4,"Good balance: retains source structure, applies minimalism through muted tones and simplified textures; slight loss of detail but clean output."
Rococo__joseph-wright_mr-and-mrs-thomas-coltman__to__Rococo,Rococo,Rococo,SaMAM_2250,SaMAM_2250,SaMAM_2250,SaMAM_2250,4,2,2,1,Overly blurred and abstract; loses Rococo elegance and structural clarity.,3,3,3,"Soft pastel tones and decorative framing evoke Rococo, but figures are slightly distorted and background lacks detail.",4,4,4,Strong Rococo palette and composition; minor softening in foliage and fabric textures.,5,5,5,"Excellent preservation of source structure with refined Rococo styling — ornate details, balanced composition, and controlled brushwork without artifacts."
Rococo__joseph-wright_mr-and-mrs-thomas-coltman__to__Ukiyo_e,Rococo,Ukiyo_e,SaMAM_2250,SaMAM_2250,SaMAM_2250,SaMAM_2250,5,2,2,1,Extremely blurry and washed out; loses nearly all structural detail and Ukiyo-e stylistic markers.,4,4,4,Good Ukiyo-e color palette and line work; preserves main figures and composition with minor softening.,4,4,4,"Strong stylistic match with clear outlines and flat coloring; structure well maintained, slight loss in fine texture.",5,5,5,"Excellent Ukiyo-e rendering: bold lines, flat tones, decorative background; source structure fully preserved with minimal artifacts."
Rococo__joshua-reynolds_colonel-george-k-h-coussmaker-grenadier-guards__to__Early_Renaissance,Rococo,Early_Renaissance,SaMAM_2250,SaMAM_2250,SaMAM_2250,SaMAM_2250,4,2,2,1,Overly blurred and abstract; loses both style and structure.,3,4,3,Good structure retention and moderate style transfer; some smudging.,3,3,2,Style applied but with noticeable artifacts and structural distortion.,5,5,5,"Excellent Early Renaissance style match, preserves original composition, minimal artifacts."
Rococo__joshua-reynolds_colonel-george-k-h-coussmaker-grenadier-guards__to__Impressionism,Rococo,Impressionism,SaMAM_2250,SaMAM_2250,SaMAM_2250,SaMAM_2250,5,2,1,1,Overly abstracted; loses all structural detail and style is indistinct.,4,3,3,Good Impressionist brushwork but slight color bleeding and minor structural softening.,3,2,2,Style is present but overly saturated; structure is distorted with visible artifacts.,5,5,5,"Excellent Impressionist style with clear brushstrokes, perfect structure retention, and no artifacts."
Rococo__joshua-reynolds_colonel-george-k-h-coussmaker-grenadier-guards__to__Minimalism,Rococo,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,3,4,"Overly blurred, loses both style and structure; minimalism not evident.",5,5,5,"Clean geometric shapes, bold colors, clear subject retention — ideal minimalism.",3,2,3,Text overlay distorts structure; partial minimalism but noisy execution.,1,4,4,Preserves source structure well but fails to apply minimalism; looks like original.
Rococo__joshua-reynolds_colonel-george-k-h-coussmaker-grenadier-guards__to__Rococo,Rococo,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,2,1,Highly abstracted; loses both Rococo elegance and source structure; heavy blur and noise artifacts.,5,5,5,"Strong Rococo pastel palette, ornate framing, and soft brushwork; faithfully preserves source composition with minimal artifacts.",3,4,3,Moderate Rococo feel with some decorative elements; structure mostly preserved but shows slight smudging and color bleeding.,3,4,4,Retains source structure well; mild Rococo styling via warm tones and soft edges; minor haloing around figures.
Rococo__joshua-reynolds_colonel-george-k-h-coussmaker-grenadier-guards__to__Ukiyo_e,Rococo,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,2,1,Extremely blurry and abstract; loses both style and structure.,5,5,5,"Strong Ukiyo-e style with clear linework, flat color, and preserved composition.",4,4,4,Good style and structure but slightly less crisp linework than D.,3,4,3,Retains structure but style is more painterly than Ukiyo-e; some artifacts in shading.
Rococo__louise-elisabeth-vigee-le-brun_portrait-of-joseph-vernet-1778__to__Early_Renaissance,Rococo,Early_Renaissance,SaMAM_2250,SaMAM_2250,SaMAM_2250,SaMAM_2250,5,1,1,1,Completely abstracted; no recognizable structure or Renaissance style.,3,4,4,"Moderate Early Renaissance feel with soft lighting and muted tones; structure well preserved, minimal artifacts.",4,4,3,Strong Renaissance styling with chiaroscuro and period attire; slight halo artifact around head; structure intact.,5,5,5,"Excellent Early Renaissance style with accurate palette, brushwork, and composition; structure perfectly preserved; no visible artifacts."
Rococo__louise-elisabeth-vigee-le-brun_portrait-of-joseph-vernet-1778__to__Impressionism,Rococo,Impressionism,SaMAM_2250,SaMAM_2250,SaMAM_2250,SaMAM_2250,4,2,1,1,Extremely blurry and abstract; loses all structural detail and only vaguely suggests impressionistic texture.,4,4,4,Good impressionistic brushwork and color palette; preserves structure well with minor softening artifacts.,3,3,3,Color washes are overly saturated and unnatural; structure is somewhat distorted with visible color bleeding.,5,5,5,Excellent impressionistic style with visible brushstrokes and color blending; perfectly preserves original structure and composition with no artifacts.
Rococo__louise-elisabeth-vigee-le-brun_portrait-of-joseph-vernet-1778__to__Minimalism,Rococo,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Overly blurred and washed out; minimalism not clearly expressed, structure partially preserved but details lost.",5,5,5,Clean vector-like minimalism with strong structural fidelity and no visible artifacts; best overall match.,3,2,2,Textured overlay distorts structure; minimalism is ambiguous and artifacts are prominent.,1,4,4,"Nearly identical to source; fails to apply minimalism, though structure and artifacts are well preserved."
Rococo__louise-elisabeth-vigee-le-brun_portrait-of-joseph-vernet-1778__to__Rococo,Rococo,Rococo,Seedream_repaired750,Seedream_repaired750,SaMAM_2250,SaMAM_2250,4,2,1,1,Extremely blurry and abstract; loses all structural detail and Rococo styling.,5,4,3,Strong Rococo aesthetic with ornate background and soft lighting; minor halo artifacts around edges.,4,4,4,Good Rococo feel with decorative frame; slight color shift and minor texture loss.,3,5,5,Excellent structure and artifact control; style is subdued and less distinctly Rococo.
Rococo__louise-elisabeth-vigee-le-brun_portrait-of-joseph-vernet-1778__to__Ukiyo_e,Rococo,Ukiyo_e,SaMAM_2250,SaMAM_2250,Seedream_repaired750,SaMAM_2250,4,1,1,1,Completely lost structure and style; appears as a blurred smudge with no discernible subject or Ukiyo-e traits.,3,5,4,"Excellent structure preservation; moderate Ukiyo-e stylization with soft edges and muted tones, but lacks bold linework or color blocking typical of the style.",4,4,3,Strong Ukiyo-e influence in texture and color palette; structure mostly preserved but slight warping around face and hands; minor artifacts in background.,5,4,5,"Best balance: clear Ukiyo-e aesthetic (flat colors, stylized shading, decorative feel) while preserving facial features and pose cleanly; minimal artifacts."
Rococo__louise-elisabeth-vigee-le-brun_the-bather-1792__to__Early_Renaissance,Rococo,Early_Renaissance,SaMAM_2250,SaMAM_2250,SaMAM_2250,SaMAM_2250,4,2,3,2,Overly blurred and painterly; loses Renaissance clarity and detail.,3,4,3,Moderate style transfer; retains structure but lacks crisp Renaissance texture.,3,3,2,Style applied but introduces softness and minor artifacts; structure slightly compromised.,5,5,5,Excellent Early Renaissance style match with preserved structure and minimal artifacts.
Rococo__louise-elisabeth-vigee-le-brun_the-bather-1792__to__Impressionism,Rococo,Impressionism,Seedream_repaired750,Seedream_repaired750,SaMAM_2250,SaMAM_2250,4,2,3,2,Overly blurred; lacks Impressionist brushwork and color vibrancy; structure is preserved but style is weak.,5,4,4,Strong Impressionist palette and visible brushstrokes; retains subject structure well; minor softness in background.,4,3,3,Vivid colors and loose strokes suggest Impressionism; structure slightly distorted; some color bleeding artifacts.,3,5,5,Excellent structural fidelity and clean output; style is subdued — more classical than Impressionist; minimal artifacts.
Rococo__maurice-quentin-de-la-tour_marie-josephe-of-saxony-1__to__Early_Renaissance,Rococo,Early_Renaissance,SaMAM_2250,SaMAM_2250,SaMAM_2250,SaMAM_2250,5,2,3,2,"Overly blurred and washed out; loses facial detail and texture, poor Renaissance style fidelity.",4,4,4,Good balance of style and structure; slight softness in background but retains key features well.,3,3,3,Moderate style transfer; some color distortion and minor structural warping around shoulders and face.,5,5,5,"Excellent Early Renaissance style with rich textures, accurate anatomy, and clean artifact control; best overall match."
Rococo__maurice-quentin-de-la-tour_marie-josephe-of-saxony-1__to__Impressionism,Rococo,Impressionism,SaMAM_2250,SaMAM_2250,SaMAM_2250,SaMAM_2250,5,2,1,1,Extremely blurry and washed out; loses nearly all structure and style detail.,4,4,4,Good impressionistic brushwork and color; preserves structure well with minor softening.,3,3,3,Over-saturated colors distort skin tone; some structural blur and unnatural yellow cast.,5,5,5,"Excellent impressionist rendering with visible brushstrokes, accurate colors, and full structural fidelity."
Rococo__maurice-quentin-de-la-tour_marie-josephe-of-saxony-1__to__Minimalism,Rococo,Minimalism,SaMAM_2250,SaMAM_2250,SaMAM_2250,SaMAM_2250,4,2,3,2,"Overly blurred; loses facial and clothing detail, minimalism not clearly expressed.",3,4,4,Stylized cartoonish look; structure preserved but style drifts from minimalism toward illustration.,3,3,2,Grid-like texture introduces artifacts; some minimalism in simplification but noisy.,5,5,5,"Clean, restrained palette and simplified forms preserve structure while achieving true minimalism with no visible artifacts."
Rococo__maurice-quentin-de-la-tour_marie-josephe-of-saxony-1__to__Rococo,Rococo,Rococo,SaMST_e15,SaMST_e15,Seedream_repaired750,SaMST_e15,4,2,3,2,"Overly blurred, loses facial and garment detail; Rococo elements are vague.",4,5,4,Strong Rococo framing and color palette; structure well preserved with minor softening.,5,4,5,"Excellent Rococo styling with rich textures and lighting; structure intact, minimal artifacts.",4,4,4,Good Rococo feel but slightly less refined than E; structure and artifacts comparable to D.
Rococo__maurice-quentin-de-la-tour_marie-josephe-of-saxony-1__to__Ukiyo_e,Rococo,Ukiyo_e,SaMAM_2250,SaMAM_2250,SaMAM_2250,SaMAM_2250,4,1,2,1,Extremely blurry and lacks any Ukiyo-e characteristics; structure is nearly lost.,3,4,3,"Shows some stylization with simplified forms and flat colors, but lacks fine Ukiyo-e detail and has slight smudging.",4,5,4,Strong Ukiyo-e influence in line work and color blocking; structure is well preserved with minimal artifacts.,5,5,5,"Excellent Ukiyo-e style transfer with clear linework, flat color planes, and decorative patterns; structure and details are sharply preserved with no visible artifacts."
Rococo__maurice-quentin-de-la-tour_study-for-portrait-of-mademoiselle-dangeville-1__to__Early_Renaissance,Rococo,Early_Renaissance,SaMST_e15,SaMST_e15,SaMST_e15,SaMST_e15,4,2,3,2,Overly blurred and smudged; loses facial structure and Renaissance texture.,3,4,4,Good structure retention and mild stylistic shift; lacks strong Early Renaissance detail.,5,5,5,"Excellent match to Early Renaissance style with clear brushwork, tonal modeling, and preserved facial structure.",4,4,4,Strong style transfer but slightly darker and less refined than E; minor loss in highlight clarity.
Rococo__maurice-quentin-de-la-tour_study-for-portrait-of-mademoiselle-dangeville-1__to__Impressionism,Rococo,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,1,1,Extremely blurred; loses facial structure and style detail.,5,5,5,"Strong Impressionist brushwork, clear structure, minimal artifacts.",4,4,3,Good style but unnatural yellow tint and slight color bleeding.,4,4,4,Solid Impressionist style with minor softness in edges.
Rococo__maurice-quentin-de-la-tour_study-for-portrait-of-mademoiselle-dangeville-1__to__Minimalism,Rococo,Minimalism,SaMAM_2250,SaMAM_2250,SaMAM_2250,SaMAM_2250,4,2,3,2,Overly blurred; loses facial structure and minimalism intent.,3,4,3,Geometric simplification aligns with minimalism but introduces flat color blocks not in source.,2,2,1,Heavy texture overlay obscures structure and adds noise; poor artifact control.,5,5,5,"Clean, restrained palette and soft gradients preserve structure while achieving minimalism cleanly."
Rococo__maurice-quentin-de-la-tour_study-for-portrait-of-mademoiselle-dangeville-1__to__Rococo,Rococo,Rococo,Seedream_repaired750,Seedream_repaired750,SaMAM_2250,SaMAM_2250,4,2,3,2,"Overly blurred, loses facial detail and Rococo elegance; structure preserved but style is vague.",5,4,4,"Strong Rococo aesthetic with soft pastel tones, ornate framing cues, and gentle brushwork; minor halo artifacts around edges.",3,4,3,Moderate Rococo feel with warm tones and painterly texture; some structural distortion in hair and shoulders; slight smudging.,4,5,5,Excellent structural fidelity and clean rendering; subtle Rococo styling via soft lighting and muted palette; lacks ornamental flair compared to D.
Rococo__maurice-quentin-de-la-tour_study-for-portrait-of-mademoiselle-dangeville-1__to__Ukiyo_e,Rococo,Ukiyo_e,SaMAM_2250,SaMAM_2250,Seedream_repaired750,SaMAM_2250,4,2,2,1,Extremely blurry; loses facial structure and Ukiyo-e line quality; heavy artifacts.,4,5,4,Strong Ukiyo-e line work and flat color; preserves source structure well; minor smoothing artifacts.,3,4,3,Moderate Ukiyo-e influence with painterly texture; structure mostly preserved; some noise in background.,5,4,5,Clear Ukiyo-e aesthetic with bold outlines and stylized shading; retains facial structure; clean output with minimal artifacts.
Rococo__pietro-longhi_the-tooth-extractor__to__Impressionism,Rococo,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,1,1,"Extremely blurry and abstract; loses nearly all structure and detail, with minimal recognizable Impressionist brushwork.",5,5,5,Strong Impressionist style with visible brushstrokes and color blending while preserving original composition and figures clearly.,4,3,3,"Vibrant, stylized colors suggest Impressionism but introduce unnatural hues and slight structural distortion in figures.",3,4,4,"Moderate Impressionist effect with some softening and color shifts, but retains structure well and avoids major artifacts."
Rococo__pietro-longhi_the-tooth-extractor__to__Minimalism,Rococo,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,1,1,Overly blurred and abstract; loses all structural and stylistic coherence.,5,5,5,"Clean geometric forms, strong minimalism, preserves composition with no artifacts.",3,3,3,Grid overlay adds noise; partial style adoption but inconsistent execution.,2,4,2,Retains structure but fails to apply minimalism; retains original painterly style.
Rococo__pietro-longhi_the-tooth-extractor__to__Rococo,Rococo,Rococo,SaMAM_2250,SaMAM_2250,SaMAM_2250,SaMAM_2250,5,2,3,2,"Very blurry and indistinct; Rococo elements barely visible, heavy smudging obscures structure.",4,3,3,"Strong Rococo pastel palette and ornate details, but figures are slightly distorted and background lacks depth.",3,4,3,"Good structural fidelity to source, but style is muted — lacks full Rococo vibrancy and decorative flair.",5,5,4,"Excellent Rococo execution: rich colors, gilded frames, elegant poses, and clear composition with minimal artifacts."
Rococo__pietro-longhi_the-tooth-extractor__to__Ukiyo_e,Rococo,Ukiyo_e,SaMAM_2250,SaMAM_2250,Seedream_repaired750,SaMAM_2250,4,2,3,2,Very blurry and indistinct; Ukiyo-e traits barely visible; structure partially preserved but heavily degraded by noise.,3,5,4,Good structural fidelity; moderate Ukiyo-e stylization with some flat coloring and line work; minor artifacts in background.,4,4,3,Strong Ukiyo-e influence with bold outlines and color blocks; structure mostly intact; slight smudging and edge artifacts.,5,4,5,"Excellent Ukiyo-e style with clear linework, flat colors, and compositional framing; structure well preserved; minimal artifacts."
Rococo__thomas-gainsborough_a-coastal-landscape-1782__to__Early_Renaissance,Rococo,Early_Renaissance,SaMAM_2250,SaMAM_2250,Seedream_repaired750,SaMAM_2250,4,2,2,1,Overly blurred and abstract; loses both structure and stylistic detail.,3,5,3,Preserves structure well but style is muted and lacks Renaissance texture.,4,4,3,"Good style and structure, but slight smudging in sky and figures.",5,4,5,Strong Early Renaissance style with clear structure and minimal artifacts.
Rococo__thomas-gainsborough_a-coastal-landscape-1782__to__Impressionism,Rococo,Impressionism,SaMAM_2250,SaMST_e15,SaMAM_2250,SaMAM_2250,4,2,1,1,"Overly blurred, lacks impressionist brushwork and color; structure nearly lost.",4,3,3,Strong impressionist palette and texture; some structural distortion and minor artifacts.,5,3,3,Most vivid impressionist style with bold colors and strokes; slight over-saturation and minor structural warping.,4,5,5,"Excellent balance: preserves source structure cleanly, applies subtle impressionist tones without artifacts."
Rococo__thomas-gainsborough_a-coastal-landscape-1782__to__Minimalism,Rococo,Minimalism,SaMAM_2250,SaMAM_2250,SaMAM_2250,SaMAM_2250,5,2,1,1,Overly blurred; loses all structure and style intent.,3,4,3,Adds cartoonish elements; structure preserved but style mismatched.,2,2,2,Grid overlay distorts structure; minimalism not achieved.,5,5,5,"Faithful minimalism: clean lines, muted tones, no artifacts, structure intact."
Rococo__thomas-gainsborough_a-coastal-landscape-1782__to__Rococo,Rococo,Rococo,Seedream_repaired750,Seedream_repaired750,SaMAM_2250,SaMAM_2250,4,2,3,2,Overly blurred and abstract; loses Rococo ornamentation and structural clarity.,5,4,3,Strong Rococo framing and decorative elements; preserves scene structure well with minor softening.,3,4,4,Moderate Rococo influence; retains structure but lacks ornate detail; some atmospheric artifacts.,3,5,5,Excellent structure and artifact control; minimal Rococo styling — more faithful to source than target style.
Rococo__thomas-gainsborough_a-coastal-landscape-1782__to__Ukiyo_e,Rococo,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,SaMAM_2250,SaMAM_2250,4,1,2,1,Extremely blurry and lacks any Ukiyo-e characteristics; structure is nearly lost.,5,4,4,"Strong Ukiyo-e aesthetic with bold outlines, flat color blocks, and stylized clouds; structure well preserved with minimal artifacts.",3,3,3,"Some Ukiyo-e influence in color and line work, but inconsistent application; moderate structure retention and visible artifacts.",2,5,5,"Structure and details are very well preserved with clean rendering, but style leans more toward impressionism than Ukiyo-e; minimal artifacts."
Rococo__thomas-gainsborough_a-peasant-girl-with-dog-and-jug-1785__to__Early_Renaissance,Rococo,Early_Renaissance,SaMAM_2250,SaMAM_2250,SaMAM_2250,SaMAM_2250,4,2,2,1,Extremely blurry and indistinct; no clear Renaissance style or structure preserved.,3,3,3,Moderate Early Renaissance feel with soft lighting and muted tones; structure somewhat preserved but lacks detail.,4,4,4,Strong stylistic match with chiaroscuro and period-appropriate palette; structure well maintained with minimal artifacts.,5,5,5,"Excellent Early Renaissance style with rich color, dramatic lighting, and faithful structural fidelity; nearly artifact-free."
Rococo__thomas-gainsborough_a-peasant-girl-with-dog-and-jug-1785__to__Impressionism,Rococo,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,1,1,Overly blurred and washed out; loses both style and structure.,5,5,5,"Strong Impressionist brushwork, clear subject retention, minimal artifacts.",4,3,3,Vibrant but slightly distorted colors; structure partially preserved with some color bleeding.,3,4,4,Darkened tone reduces style clarity; structure mostly intact with minor smudging.
Rococo__thomas-gainsborough_a-peasant-girl-with-dog-and-jug-1785__to__Minimalism,Rococo,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,1,1,"Overly blurred, loses all structure and style intent; appears as noise.",5,5,5,"Clean vector-style minimalism with clear shapes, flat colors, and preserved composition.",3,3,2,Text overlay distorts style; structure partially visible but cluttered.,2,4,3,Retains source structure but fails to apply minimalism; looks like faded original.
Rococo__thomas-gainsborough_a-peasant-girl-with-dog-and-jug-1785__to__Rococo,Rococo,Rococo,SaMAM_2250,SaMAM_2250,SaMAM_2250,SaMAM_2250,4,2,3,2,Overly blurred and abstract; loses both Rococo elegance and source structure.,4,3,3,"Strong Rococo pastel palette and ornamental framing, but softens facial features and background details.",3,4,4,"Good structural fidelity and moderate Rococo tones, but lacks decorative richness and lightness.",5,5,5,"Excellent Rococo style transfer with preserved structure, natural lighting, and minimal artifacts."
Rococo__thomas-gainsborough_a-peasant-girl-with-dog-and-jug-1785__to__Ukiyo_e,Rococo,Ukiyo_e,SaMAM_2250,SaMAM_2250,SaMAM_2250,SaMAM_2250,4,1,2,1,Extremely blurry and lacks any discernible Ukiyo-e style or structure.,3,3,3,"Shows some Ukiyo-e color and line qualities, but the structure is simplified and lacks detail.",4,4,4,Good Ukiyo-e style with clear lines and colors. Structure is well-preserved with minor artifacts.,5,5,5,"Excellent Ukiyo-e style with strong lines, colors, and texture. Structure is very well-preserved with minimal artifacts."
Rococo__thomas-gainsborough_john-plampin__to__Early_Renaissance,Rococo,Early_Renaissance,SaMAM_2250,SaMAM_2250,SaMAM_2250,SaMAM_2250,4,2,3,2,Overly blurred and painterly; loses structural clarity and Renaissance detail.,3,4,4,Good structure retention with moderate Renaissance styling; slight softness in textures.,4,4,3,Strong stylistic match to Early Renaissance; minor artifacts in background foliage.,5,5,5,Excellent preservation of source structure with precise Early Renaissance stylistic rendering; clean output.
Rococo__thomas-gainsborough_john-plampin__to__Impressionism,Rococo,Impressionism,SaMAM_2250,SaMAM_2250,SaMAM_2250,SaMAM_2250,5,2,3,2,"Overly blurred, lacks Impressionist brushwork; structure partially preserved but heavily degraded by noise-like artifacts.",4,4,4,Good Impressionist texture and color palette; structure mostly intact with minor softening; few visible artifacts.,3,3,3,Moderate Impressionist feel but colors are oversaturated and unnatural; structure slightly distorted; some color bleeding artifacts.,5,5,5,Excellent Impressionist brushstroke simulation; structure perfectly preserved; no visible artifacts; best balance of style fidelity and clarity.
Rococo__thomas-gainsborough_john-plampin__to__Minimalism,Rococo,Minimalism,Seedream_repaired750,Seedream_repaired750,SaMAM_2250,SaMAM_2250,4,2,2,3,"Overly blurred and abstract; minimalism not clearly expressed, structure heavily degraded.",5,4,4,Strong minimalist geometric abstraction with clear color blocks and simplified forms; retains key structural elements with minor stylization artifacts.,3,3,2,"Textured, noisy output; minimalism implied but obscured by heavy artifacts and low clarity.",3,5,5,Highly faithful to source structure with subtle simplification; minimalism present but understated; cleanest output with no visible artifacts.
Rococo__thomas-gainsborough_john-plampin__to__Rococo,Rococo,Rococo,SaMAM_2250,SaMAM_2250,SaMAM_2250,SaMAM_2250,4,2,3,2,Overly blurred and smudged; loses Rococo elegance and structural clarity.,3,4,3,Soft pastel glow suggests Rococo but lacks detail; some halo artifacts around figure.,4,4,4,Strong Rococo palette and brushwork; minor softening in background but well-controlled.,5,5,5,"Excellent Rococo styling with ornate textures, balanced composition, and no visible artifacts."
Rococo__thomas-gainsborough_john-plampin__to__Ukiyo_e,Rococo,Ukiyo_e,SaMAM_2250,SaMAM_2250,SaMAM_2250,SaMAM_2250,5,1,1,1,Extremely blurry and abstract; no discernible style or structure.,3,4,3,Moderate Ukiyo-e influence with some color flattening; structure mostly preserved but slight smudging.,4,4,4,Strong Ukiyo-e styling with bold outlines and flat colors; minor artifacts in background texture.,5,5,5,"Excellent Ukiyo-e style transfer with clean lines, appropriate color palette, and full structural fidelity; minimal artifacts."
Rococo__thomas-gainsborough_robert-butcher-of-walthamstan__to__Early_Renaissance,Rococo,Early_Renaissance,SaMAM_2250,SaMAM_2250,Seedream_repaired750,SaMAM_2250,4,2,3,2,"Very blurry and indistinct; lacks Renaissance texture and detail, heavy artifacts.",3,5,4,"Good structure retention and clean output, but style is more Baroque than Early Renaissance.",3,4,3,Moderate style transfer with some color shift and minor artifacts; structure mostly preserved.,5,4,5,Strong Early Renaissance style with rich tones and textures; well-preserved structure and minimal artifacts.
Rococo__thomas-gainsborough_robert-butcher-of-walthamstan__to__Rococo,Rococo,Rococo,SaMAM_2250,SaMAM_2250,SaMAM_2250,SaMAM_2250,5,2,2,1,Extremely blurry; no Rococo detail or structure preserved.,4,3,3,"Strong Rococo frame and color palette, but face and clothing are distorted and lack fidelity to source.",3,4,3,"Good structural match and some Rococo texture, but style is muted and lacks ornamental flair.",5,5,5,"Excellent Rococo styling with rich colors, soft lighting, and elegant framing while perfectly preserving source structure and minimizing artifacts."
Rococo__thomas-gainsborough_robert-butcher-of-walthamstan__to__Ukiyo_e,Rococo,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,1,2,1,Extremely blurry; no Ukiyo-e features or structure retained.,5,5,5,"Strong Ukiyo-e aesthetic with clean lines, flat color, and preserved portrait structure.",3,4,3,Some stylization but noisy background and inconsistent texture reduce style fidelity.,4,4,4,"Good stylization with dark vignette and bold colors, but slightly over-saturated and less refined than D."
Rococo__william-hogarth_the-countess-s-morning-levee__to__Early_Renaissance,Rococo,Early_Renaissance,SaMAM_2250,SaMAM_2250,SaMAM_2250,SaMAM_2250,5,2,3,2,"Very blurry and indistinct; style is vague, structure is partially preserved but obscured, artifacts from diffusion noise are prominent.",3,4,4,"Moderate Early Renaissance style with clear figures and architecture; structure well preserved, minimal artifacts, but style lacks richness compared to F.",4,4,3,"Strong stylistic elements (color palette, drapery, composition) reminiscent of Early Renaissance; structure mostly intact, some minor smudging/artifacts in background.",5,5,5,"Excellent match to Early Renaissance style: rich colors, detailed figures, architectural framing, and compositional balance; structure perfectly preserved; no visible artifacts."
Rococo__william-hogarth_the-countess-s-morning-levee__to__Impressionism,Rococo,Impressionism,SaMAM_2250,SaMAM_2250,SaMAM_2250,SaMAM_2250,4,2,1,1,Extremely blurry and abstract; loses nearly all structural detail and fails to convey Impressionist brushwork or color harmony.,3,4,3,Strong compositional fidelity with visible Impressionist palette and loose brushstrokes; some color saturation artifacts and slight over-saturation in yellows.,4,3,3,Good Impressionist color treatment and soft edges; minor structural distortion in figures and background elements; slight color bleeding.,5,5,5,"Excellent balance: preserves original composition while applying authentic Impressionist brushwork, luminous color palette, and soft focus without artifacts or distortion."
Rococo__william-hogarth_the-countess-s-morning-levee__to__Minimalism,Rococo,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,1,1,"Overly blurred, loses all structure and style intent; appears as noise.",5,5,5,"Clean, stylized vector-like rendering with clear composition and minimal artifacts; strong minimalism.",3,3,2,"Sketchy, low-contrast, and noisy; structure is partially preserved but style is weak and artifact-prone.",4,4,4,Close to source with slight simplification; retains detail but lacks strong minimalism; minor artifacts in texture.
Rococo__william-hogarth_the-countess-s-morning-levee__to__Rococo,Rococo,Rococo,SaMAM_2250,SaMAM_2250,SaMAM_2250,SaMAM_2250,5,2,3,2,Heavy blur and smudging obscure both style and structure; Rococo elements are barely discernible.,4,3,3,"Strong Rococo color palette and decorative arches, but figures are distorted and background details are inconsistent.",4,4,3,Good Rococo styling with soft pastels and ornate frames; some figure distortion and minor artifacts in drapery.,5,5,5,"Excellent preservation of original composition with faithful Rococo styling — soft colors, gilded frames, elegant figures, and minimal artifacts."
Rococo__william-hogarth_the-countess-s-morning-levee__to__Ukiyo_e,Rococo,Ukiyo_e,SaMAM_2250,SaMAM_2250,SaMAM_2250,SaMAM_2250,5,1,1,1,Extremely blurry and indistinct; no discernible style or structure.,3,3,3,Moderate Ukiyo-e influence with some structural clarity but noticeable artifacts and color shifts.,4,4,4,Strong Ukiyo-e styling with good structure and minimal artifacts; slight over-saturation.,5,5,5,Excellent Ukiyo-e style transfer with high fidelity to source structure and clean output.
Ukiyo_e__hiroshige_hakone-kosuizu__to__Early_Renaissance,Ukiyo_e,Early_Renaissance,SaMAM_2250,SaMAM_2250,SaMAM_2250,SaMAM_2250,4,2,2,1,Overly blurred and abstract; loses both style and structure.,3,4,3,Good structural fidelity and moderate style transfer; some color artifacts.,4,3,3,Strong stylistic elements but slight structural distortion and minor artifacts.,5,5,4,"Excellent balance: preserves structure, applies Early Renaissance style cleanly with minimal artifacts."
