case_id,src_style,tgt_style,best_overall,best_style_specificity,best_structure,best_artifact_control,confidence_1_to_5,LBM-Knee_e13_style_specificity,LBM-Knee_e13_structure_preservation,LBM-Knee_e13_artifact_control,LBM-Knee_e13_note,Seedream_repaired750_style_specificity,Seedream_repaired750_structure_preservation,Seedream_repaired750_artifact_control,Seedream_repaired750_note,EdgeGated_e03_style_specificity,EdgeGated_e03_structure_preservation,EdgeGated_e03_artifact_control,EdgeGated_e03_note
Ukiyo_e__utagawa-kunisada_not_detected_240381(1)__to__Rococo,Ukiyo_e,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,3,2,Very weak Rococo style transfer; structure is somewhat preserved but heavily degraded by noise and blur; artifacts dominate.,5,5,5,"Excellent Rococo style infusion with soft pastels, ornate framing, and elegant lighting; source structure perfectly preserved; minimal artifacts.",3,4,3,Moderate Rococo influence with some color and texture hints; structure mostly intact but slightly softened; minor smudging and edge artifacts present.
Minimalism__robert-ryman_surface-veil-1970__to__Rococo,Minimalism,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,1,4,3,Minimal style transfer; mostly preserves source structure with slight dark vignette. No Rococo elements applied.,5,5,5,"Excellent Rococo frame integration with ornate floral and scroll motifs. Source paper texture preserved within frame. Clean edges, no artifacts.",1,4,4,No style transfer applied; identical to source. Structure perfectly preserved. No artifacts but zero style adherence.
Rococo__bernardo-bellotto_view-of-dresden-the-dresden-fortifications-moat-with-a-bridge-between-gate-and-post-mile-pillar__to__Minimalism,Rococo,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Faint, washed-out output with minimal stylistic interpretation; structure is preserved but lacks clarity and artistic intent.",5,5,5,"Strong minimalist aesthetic with clean geometry, bold color blocks, and clear architectural structure; no visible artifacts.",2,3,2,"Similar to LBM-Knee_e13 — overly faded, low contrast, and lacks stylistic definition; structure is present but visually indistinct."
Rococo__joshua-reynolds_colonel-george-k-h-coussmaker-grenadier-guards__to__Minimalism,Rococo,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Highly blurred, loses both style and structure; resembles noise rather than minimalism.",5,5,5,"Perfectly captures minimalism with clean geometry, flat colors, and preserved subject structure.",2,3,2,"Similar to LBM — overly diffuse, lacks stylistic intent and structural clarity."
Rococo__dmitry-levitzky_portrait-of-unknown-woman-with-a-rose-1788__to__Impressionism,Rococo,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Overly blurred and washed-out; lacks Impressionist brushwork texture and color vibrancy. Structure is preserved but visually degraded by haze.,5,5,5,"Excellent Impressionist rendering with visible brushstrokes, rich color palette, and faithful preservation of subject structure. Minimal artifacts.",3,4,3,Moderate style transfer with some Impressionist hints but overly soft and muted. Structure is well-preserved but lacks dynamic texture or color richness.
Impressionism__childe-hassam_september-moonrise__to__Minimalism,Impressionism,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Fails to capture minimalism; output is blurry and lacks clean geometry or color blocking. Structure is partially preserved but obscured by noise.,5,5,5,"Excellent minimalism: flat colors, geometric shapes, clean edges. Structure faithfully mapped with no artifacts. Best overall.",2,3,2,"Similar to LBM — overly diffuse, lacks minimal aesthetic. Structure faintly visible but degraded by texture/noise artifacts."
Ukiyo_e__katsushika-hokusai_cargo-ship-and-wave__to__Ukiyo_e,Ukiyo_e,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,EdgeGated_e03,Seedream_repaired750,4,2,4,3,Very low color saturation and muted tones; fails to capture Ukiyo-e vibrancy. Structure is preserved but lacks stylistic fidelity.,5,4,5,"Excellent Ukiyo-e style transfer with rich colors, traditional composition, and clean output. Minor slight over-saturation in sky but overall highly faithful.",3,5,4,Preserves structure perfectly but applies only grayscale/monochrome treatment — lacks color and texture of Ukiyo-e. Minimal artifacts but stylistically incomplete.
Early_Renaissance__carlo-crivelli_saint-thomas-aquinas-1476__to__Rococo,Early_Renaissance,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Heavy ghosting and structural distortion; minimal Rococo styling, mostly washed-out tones with no ornamental detail.",5,5,5,"Excellent Rococo integration: soft pastel palette, delicate floral/ornamental background, faithful structure, clean output.",3,4,3,"Moderate Rococo hints (light background, some texture), but lacks ornamental richness; slight haze and edge artifacts reduce polish."
Rococo__bernardo-bellotto_pirna-seen-from-the-right-bank-of-the-elbe__to__Minimalism,Rococo,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Overly blurred and washed-out; minimalism not clearly expressed, structure lost in haze.",5,5,5,"Clean geometric shapes, flat colors, strong minimalism; source structure preserved with stylized clarity.",3,4,3,"Better than LBM but still hazy; some structure retained, minimalism implied but not sharply defined."
Impressionism__henri-matisse_brittany-also-known-as-boat-1896__to__Impressionism,Impressionism,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Very muted, washed-out colors; lacks impressionistic vibrancy and brushwork. Structure is somewhat preserved but overly blurred. Artifacts include smudged edges and loss of detail.",5,5,5,"Excellent impressionistic style with vibrant, varied brushstrokes and color palette. Source structure (boat, water, background) is clearly preserved. Minimal artifacts; clean transitions and coherent composition.",2,3,2,Similar to LBM — overly desaturated and grayish. Lacks the dynamic color and texture of Impressionism. Structure is faintly visible but degraded. Artifacts include blotchy patches and indistinct forms.
Minimalism__eva-hesse_expanded-expansion-1969__to__Rococo,Minimalism,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,4,3,Minimal Rococo styling; mostly preserves structure but lacks ornamental detail and color richness.,5,5,5,"Excellent Rococo integration with ornate framing, soft lighting, and faithful curtain structure; no visible artifacts.",3,4,4,Moderate Rococo influence via edge-enhanced texture; structure preserved well but style application is subtle and slightly uneven.
Early_Renaissance__paolo-uccello_scene-adoration-of-the-three-kings-1440__to__Impressionism,Early_Renaissance,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Fails to apply Impressionist style; output is a ghostly overlay with no brushwork or color blending. Structure is partially preserved but obscured by artifacts.,5,5,5,"Excellent Impressionist rendering with visible brushstrokes, vibrant colors, and atmospheric lighting. Source structure is perfectly preserved with no artifacts.",2,3,2,"Similar to LBM, fails to apply style. Output is a faded, ghostly version of the source with no stylistic transformation and visible blending artifacts."
Early_Renaissance__carlo-crivelli_piet-1__to__Impressionism,Early_Renaissance,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,3,2,Very faint impressionistic texture; structure preserved but style is weak and washed out.,5,5,5,Strong impressionist brushwork and color palette; source structure perfectly preserved with no artifacts.,3,4,3,Moderate style transfer with some visible edge artifacts; structure mostly intact but less cohesive than D.
Rococo__dmitry-levitzky_maria-feodorovna__to__Impressionism,Rococo,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Overly blurred and hazy; loses facial detail and texture. Minimal impressionistic brushwork or color variation. Structure is preserved but obscured by heavy diffusion.,5,5,5,"Excellent impressionistic rendering with visible brushstroke-like textures, warm autumnal palette matching target, and strong preservation of portrait structure and facial features. No artifacts.",3,4,3,"Moderate impressionistic effect with some softness and color blending, but lacks the richness and textural detail of Seedream. Slight haze around edges; structure mostly intact but less crisp than D."
Impressionism__nicolae-vermont_rotterdam-port-1928__to__Impressionism,Impressionism,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Very washed-out, low contrast; impressionistic texture is weak and blurry. Structure is preserved but lacks definition. Artifacts include excessive smoothing and loss of detail.",5,5,5,"Excellent impressionistic brushwork with vibrant, varied colors matching the target. Structure (boats, shoreline, sky) is clearly preserved and well-defined. Minimal artifacts; clean edges and coherent composition.",3,4,3,"Moderate impressionistic feel with some color variation, but overly pale and desaturated. Structure is mostly intact but lacks richness. Some blotchy artifacts and uneven texture distribution."
Ukiyo_e__utagawa-kunisada_not_detected_240353__to__Ukiyo_e,Ukiyo_e,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Very washed-out, lacks Ukiyo-e color and line quality; structure is somewhat preserved but overly blurred.",5,5,5,"Excellent Ukiyo-e style transfer with strong line work, appropriate color palette, and clean preservation of source structure.",3,4,3,"Moderate style transfer; some Ukiyo-e elements present but muted. Structure is well preserved, but artifacts and blurring reduce overall quality."
Minimalism__frank-stella_gezira-from-black-series-ii-1967__to__Impressionism,Minimalism,Impressionism,EdgeGated_e03,EdgeGated_e03,Seedream_repaired750,EdgeGated_e03,4,2,3,3,Weak impressionistic texture; structure partially preserved but overly uniform; minor artifacts from repetitive pattern.,1,5,4,No impressionistic style applied; perfect structure retention; clean output with no visible artifacts.,4,4,5,"Strong impressionistic brushwork and color blending; structure well preserved; minimal artifacts, clean edges."
Early_Renaissance__bartolome-bermejo_death-of-the-virgin-1462__to__Ukiyo_e,Early_Renaissance,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,3,2,Very low style transfer; image appears washed out and lacks Ukiyo-e characteristics. Structure is somewhat preserved but details are lost in haze.,5,5,5,"Excellent style transfer with clear Ukiyo-e aesthetic (flat colors, distinct lines). Structure is perfectly preserved and artifacts are minimal.",3,4,3,"Moderate style transfer; some Ukiyo-e elements present but less distinct than Seedream. Structure is well preserved, but there is noticeable blurring/haze."
Minimalism__ellsworth-kelly_diagonal-1951__to__Rococo,Minimalism,Rococo,Seedream_repaired750,Seedream_repaired750,LBM-Knee_e13,LBM-Knee_e13,4,2,5,5,"Perfectly preserves the diagonal line and frame structure with no artifacts, but applies almost no Rococo style — appears as a blank canvas.",5,3,3,"Strongly captures Rococo aesthetics (pastel tones, ornate gold scrollwork, floral motifs), but distorts the original diagonal line and introduces visible blending artifacts near edges.",2,5,5,"Like LBM, perfectly preserves structure and has zero artifacts, but fails to apply any discernible Rococo style — identical to source in content."
Impressionism__alfred-sisley_the-banks-of-the-oise-1878__to__Ukiyo_e,Impressionism,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,EdgeGated_e03,EdgeGated_e03,4,2,3,3,Very faint style transfer; lacks Ukiyo-e linearity and color blocking. Structure is preserved but overly smoothed. Minimal artifacts but also minimal stylistic impact.,5,4,3,"Strongest Ukiyo-e aesthetic: warm sepia tones, stylized cloud forms, and simplified foliage mimic woodblock printing. Some minor color bleeding in sky and water, but overall highly evocative of target style.",3,5,5,Excellent structural fidelity and cleanest output with no visible artifacts. Style transfer is subtle — retains source’s painterly texture rather than imposing Ukiyo-e characteristics. Safe but underwhelming stylistically.
Impressionism__nikolay-bogdanov-belsky_connoisseurs-of-books-knowledge-is-power__to__Impressionism,Impressionism,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,3,4,3,Moderate impressionistic texture but lacks color vibrancy and brushstroke coherence; some structural blurring present.,5,5,5,"Excellent Impressionist style with vivid colors, visible brushwork, and strong preservation of original composition and edges.",4,4,4,Good stylistic rendering with soft edges and painterly effect; minor artifacts in background foliage and slight over-smoothing.
Ukiyo_e__utagawa-toyokuni_the-heian-courtier__to__Early_Renaissance,Ukiyo_e,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,4,3,Minimal style transfer; retains source aesthetic with slight texture aging. Structure preserved but lacks Renaissance architectural or compositional cues. Artifacts include uneven bordering and muted color shift.,5,5,5,"Excellent Early Renaissance style integration: classical architecture, perspective, lighting, and figure rendering match target. Source subject faithfully preserved with naturalistic shading and spatial depth. No visible artifacts.",2,4,3,"Similar to LBM — minimal stylistic change, mostly edge-preserving with aged paper effect. Lacks Renaissance elements. Structure intact but visually flat compared to Seedream. Minor artifacts in background blending."
Impressionism__rudolf-schweitzer-cumpana_str-du-n-atena__to__Impressionism,Impressionism,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,3,3,2,Weak impressionist texture; structure is blurred and washed out; significant overexposure and loss of detail.,5,5,5,"Excellent impressionist brushwork and color harmony; source structure (figures, buildings, path) well preserved; minimal artifacts.",4,4,3,Good impressionist style with visible brush strokes; structure mostly preserved but slightly softened; minor over-brightness and slight haloing near edges.
Minimalism__judy-chicago_morning-fan-1971__to__Rococo,Minimalism,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,LBM-Knee_e13,4,2,4,5,"Preserves source structure well with minimal artifacts, but lacks Rococo stylistic elements entirely.",5,4,3,Strong Rococo ornamental frame and color palette; structure preserved within frame; slight haloing at edges.,3,3,4,Moderate Rococo influence via color and blur; structure somewhat distorted; mild edge artifacts.
Rococo__francois-boucher_portrait-of-madame-boucher-1745__to__Impressionism,Rococo,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Fails to apply Impressionist style; retains source painting’s realism and ornate frame. Structure preserved but no stylistic transfer. Artifacts include unnatural texture blending and loss of frame detail.,5,5,5,"Excellent Impressionist style transfer with visible brushwork, soft edges, and color blending matching target. Frame and portrait structure perfectly preserved. No visible artifacts or distortions.",3,4,3,"Partial style transfer — some softening and color shift toward Impressionism, but lacks full brushwork texture. Structure mostly intact. Minor artifacts in frame edges and background blending."
Minimalism__tony-smith_die-1968__to__Rococo,Minimalism,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,LBM-Knee_e13,4,2,4,5,"Minimal style transfer; cube remains largely unadorned with only faint color wash. Structure preserved well, no artifacts.",5,5,4,"Excellent Rococo style application with ornate floral patterns and gilded frame. Cube structure intact, slight edge softening but no major artifacts.",2,4,5,"Similar to LBM — minimal style injection, mostly translucent overlay. Structure preserved, no visible artifacts."
Ukiyo_e__tsukioka-yoshitoshi_not_detected_242419__to__Early_Renaissance,Ukiyo_e,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Weak Early Renaissance style transfer; heavy texture overlay obscures content and introduces noise. Structure partially preserved but degraded by artifacts.,5,5,5,Excellent Early Renaissance style match with clean structure preservation and minimal artifacts. Faithful to both source content and target aesthetic.,3,4,3,Moderate style transfer with some Renaissance characteristics; structure well preserved but slight color bleeding and edge halos reduce artifact control.
Ukiyo_e__hiroshige_oiso-toraga-ame-shower-1835__to__Minimalism,Ukiyo_e,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Overly washed out and blurry; minimalism not clearly expressed, structure lost in haze.",5,5,5,"Clean, stylized interpretation with strong geometric lines and flat color blocks; excellent structure and artifact-free output.",3,4,3,Moderate minimalism with some edge clarity but suffers from overexposure and loss of detail; structure partially preserved.
Minimalism__alvaro-lapa_criminals-and-their-properties-1974__to__Rococo,Minimalism,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,LBM-Knee_e13,4,2,4,5,"Minimal style transfer; structure preserved well with no artifacts, but lacks Rococo elements.",5,5,4,Strong Rococo style integration with ornate frame and color palette; structure preserved and minor artifacts present.,2,4,5,"Minimal style transfer; structure preserved well with no artifacts, but lacks Rococo elements."
Minimalism__fernando-lanhas_o39-68-1968__to__Minimalism,Minimalism,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,3,Fails to apply minimalism; output is washed out and lacks stylistic intent. Structure is preserved but colors are muted unnaturally.,5,5,5,"Perfectly captures the minimalism of the reference while preserving the source geometry. Clean, high-contrast, and artifact-free.",3,4,4,Applies a minimalist grayscale aesthetic but loses the bold contrast of the source. Structure is well-maintained with minor edge artifacts.
Early_Renaissance__leonardo-da-vinci_study-of-the-effect-of-light-on-a-profile-head-facsimile__to__Impressionism,Early_Renaissance,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,4,3,Minimal style transfer; mostly preserves source sketch with faint color wash. Structure intact but lacks impressionist texture or brushwork.,5,5,5,"Strong impressionist rendering with visible brushstrokes, soft edges, and atmospheric color blending. Source structure (head, lines, text) preserved clearly. No artifacts.",3,4,4,"Moderate style application — some color and texture added, but less cohesive than Seedream. Structure well preserved. Minor smudging near edges."
Minimalism__dan-flavin_greens-crossing-greens-to-piet-mondrian-who-lacked-green-1966__to__Rococo,Minimalism,Rococo,Seedream_repaired750,Seedream_repaired750,EdgeGated_e03,EdgeGated_e03,4,2,4,3,Minimal style transfer; mostly retains source green tone with slight Rococo-like softness. Structure preserved well but lacks ornamental detail.,5,3,3,"Strong Rococo aesthetic: ornate frame, pastel tones, decorative motifs. Structure slightly distorted due to heavy stylization but still recognizable.",3,5,5,Excellent structure and artifact control; subtle Rococo influence via color wash and framing. Style specificity moderate — more atmospheric than decorative.
Ukiyo_e__utagawa-kuniyoshi_high-noon-at-kasumigaseki__to__Rococo,Ukiyo_e,Rococo,Seedream_repaired750,Seedream_repaired750,EdgeGated_e03,EdgeGated_e03,4,2,3,2,Weak Rococo styling; overly washed-out and blurry with poor color fidelity and structural distortion.,5,4,3,Strong Rococo aesthetic with ornate framing and rich colors; minor artifacts in sky and edges but overall excellent style transfer.,3,5,5,"Excellent structure and clean output, but lacks strong Rococo stylistic elements—appears more like a muted watercolor than Rococo."
Rococo__francois-boucher_portrait-of-madame-boucher-1745__to__Early_Renaissance,Rococo,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Weak Early Renaissance style transfer; frame texture is overly smooth and lacks period-appropriate detail. Structure preserved but with slight warping. Noticeable artifacts in frame edges and background.,5,5,5,"Excellent Early Renaissance style capture: warm palette, aged texture, and ornate frame details match target reference. Structure perfectly preserved. No visible artifacts.",3,4,3,Moderate style transfer — some Renaissance-like tones but lacks depth and texture fidelity. Structure well preserved. Minor edge artifacts and slight color bleeding in frame.
Impressionism__edgar-degas_ancer-with-red-stockings__to__Rococo,Impressionism,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Weak Rococo styling; heavy dark borders and smudged textures obscure content. Structure partially preserved but degraded by artifacts.,5,5,5,"Excellent Rococo aesthetic with ornate frame, soft pastel tones, and elegant composition. Source structure perfectly preserved with no visible artifacts.",3,4,3,Moderate Rococo feel with textured border and muted palette. Structure well preserved but slightly washed out; minor edge artifacts present.
Rococo__jean-marc-nattier_portrait-of-louis-tocqu-1762__to__Ukiyo_e,Rococo,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Very low style transfer; image appears washed out and foggy with minimal Ukiyo-e characteristics. Structure is preserved but obscured by artifacts.,5,5,5,Excellent style transfer with clear Ukiyo-e line work and color palette. Structure is perfectly preserved and artifacts are minimal.,2,3,2,"Similar to LBM, this output is very hazy and lacks distinct Ukiyo-e features. Structure is somewhat visible but degraded by heavy blurring/fog artifact."
Minimalism__ronald-davis_zig-zag-times-two-1966__to__Ukiyo_e,Minimalism,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,EdgeGated_e03,EdgeGated_e03,4,2,4,4,Minimal style transfer; mostly preserves source geometry with slight color shift. No Ukiyo-e elements applied.,5,3,3,"Strong Ukiyo-e style integration: background pattern, color palette, and decorative elements match target. Structure slightly distorted due to stylistic overlay.",1,5,5,Perfect structure and edge preservation. Zero style transfer — identical to source except minor lighting adjustment. No Ukiyo-e characteristics.
Ukiyo_e__utagawa-kunisada-ii_oichi-from-the-beauties-of-tokyo-series__to__Rococo,Ukiyo_e,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Very weak Rococo style transfer; output resembles a faded, overexposed version of the source with no ornamental or painterly Rococo traits. Structure is preserved but lacks stylistic intent. Heavy vignetting and noise degrade quality.",5,5,5,"Excellent Rococo style integration: ornate borders, soft pastel palette, and painterly texture match the target reference. Source structure is faithfully preserved with no distortion. Clean output with minimal artifacts.",3,4,3,"Moderate Rococo influence — some ornamental framing and color softening present, but less cohesive than Seedream. Structure is well preserved. Slight blurring and edge halos reduce artifact control."
Ukiyo_e__utagawa-kuniyoshi_a-record-of-origins-of-the-great-country-of-japan__to__Rococo,Ukiyo_e,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Very weak Rococo style; mostly retains sketchy line art with minimal color or texture. Structure is preserved but lacks stylistic integration. Artifacts include uneven borders and faded tones.,5,5,5,"Excellent Rococo style transfer: soft pastel colors, ornate framing, and painterly texture match target. Structure of ship and wave is well-preserved and enhanced. No visible artifacts; clean edges and consistent rendering.",3,4,3,"Moderate Rococo influence with some color and texture, but still heavily reliant on original line structure. Structure is mostly preserved. Minor artifacts in border and inconsistent shading."
Minimalism__brice-marden_joined-2011__to__Rococo,Minimalism,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,1,4,5,Minimal style transfer; source content preserved but no Rococo elements applied.,5,5,5,Excellent Rococo style integration with ornate frame and floral motifs; source object preserved within stylized context; clean output.,1,4,5,No visible style transfer; identical to source in content and structure; lacks Rococo characteristics.
Ukiyo_e__utagawa-kuniyoshi_high-noon-at-kasumigaseki__to__Impressionism,Ukiyo_e,Impressionism,Seedream_repaired750,Seedream_repaired750,EdgeGated_e03,Seedream_repaired750,4,2,3,3,Weak impressionist texture; structure preserved but colors are muted and flat.,5,4,5,Strong impressionist brushwork and color blending; minor structural distortion in building edges.,3,5,4,Excellent structural fidelity; style applied is subtle and somewhat washed out.
Rococo__louise-elisabeth-vigee-le-brun_portrait-of-joseph-vernet-1778__to__Ukiyo_e,Rococo,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Very blurry and washed out; minimal Ukiyo-e style transfer, heavy fog-like artifact obscures structure.",5,5,5,"Excellent Ukiyo-e style with bold outlines, flat color regions, and stylized shading; structure perfectly preserved; no visible artifacts.",2,3,2,"Similar to LBM — overly hazy, low contrast, fails to apply Ukiyo-e stylistic traits; structure partially visible but degraded by blur."
Impressionism__eugene-boudin_the-port-ships-at-dock__to__Rococo,Impressionism,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,3,2,Heavy dark vignetting and grunge texture obscure content; minimal Rococo styling beyond color wash.,5,5,5,"Excellent Rococo aesthetic with soft pastel palette, ornate frame, and faithful preservation of ship and water structure.",3,4,3,"Moderate Rococo feel with some color softening, but suffers from edge artifacts and uneven texture; less refined than D."
Impressionism__john-singer-sargent_lake-in-the-tyrol__to__Rococo,Impressionism,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Heavy vignetting and dark borders obscure content; style transfer is weak and muddy, lacking Rococo elegance or color harmony.",5,5,5,"Excellent Rococo aesthetic with ornate gold frame, soft pastel palette, and painterly texture. Structure preserved cleanly; no visible artifacts.",3,4,3,Moderate style transfer with some Rococo-like softness but lacks ornamental framing. Slight edge bleeding and color smudging reduce artifact control.
Early_Renaissance__leonardo-da-vinci_study-of-the-effect-of-light-on-a-profile-head-facsimile__to__Ukiyo_e,Early_Renaissance,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,4,3,Minimal style transfer; mostly preserves source sketch with faint color wash. Structure intact but lacks Ukiyo-e characteristics.,5,5,5,"Excellent Ukiyo-e style application with proper line work, color palette, and texture. Source structure perfectly preserved. No visible artifacts.",3,4,4,Moderate style transfer with some ink-like texture and sepia tones. Structure well preserved. Slight over-smoothing in background areas.
Early_Renaissance__carlo-crivelli_saint-thomas-aquinas-1476__to__Early_Renaissance,Early_Renaissance,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,3,4,3,Moderate Early Renaissance style with soft color washes; structure preserved but edges blurred; noticeable smudging and halo artifacts around figure.,5,5,5,"Excellent Early Renaissance fidelity — accurate palette, chiaroscuro, and architectural framing; clean edges, no visible artifacts; structure perfectly preserved.",4,4,4,Strong stylistic match with good edge definition; slight over-sharpening in background arches; minor color banding near halo; overall clean output.
Ukiyo_e__utagawa-kuniyoshi_tsuchigumo__to__Early_Renaissance,Ukiyo_e,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,EdgeGated_e03,EdgeGated_e03,4,2,3,3,Weak Renaissance style transfer; retains too much of original Japanese aesthetic. Structure preserved but with slight warping. Minor artifacts in background.,5,4,4,"Strong Early Renaissance style applied — chiaroscuro, anatomical realism, and classical drapery evident. Structure mostly preserved with minor distortion. Few artifacts.",3,5,5,Moderate style transfer — some Renaissance elements but still heavily influenced by source. Excellent structure preservation and minimal artifacts.
Impressionism__alfred-sisley_the-banks-of-the-oise-1878__to__Early_Renaissance,Impressionism,Early_Renaissance,EdgeGated_e03,EdgeGated_e03,EdgeGated_e03,EdgeGated_e03,4,3,4,3,Moderate Early Renaissance texture and color palette; structure preserved but edges slightly blurred; noticeable vignetting and edge artifacts.,4,5,4,Strong stylistic match with soft painterly tones; excellent structural fidelity; minor cloud smudging and slight over-smoothing in sky.,5,5,5,"Best overall: captures Early Renaissance brushwork and aged canvas texture; preserves landscape structure cleanly; minimal artifacts, crisp yet painterly edges."
Impressionism__william-merritt-chase_gray-day-on-the-lagoon-a-passenger-boat-venice__to__Ukiyo_e,Impressionism,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,EdgeGated_e03,EdgeGated_e03,4,2,3,3,Very faint style transfer; barely resembles Ukiyo-e. Structure is preserved but washed out. Minimal artifacts but lacks visual impact.,5,4,3,Strong Ukiyo-e aesthetic with bold colors and stylized clouds. Structure is mostly preserved with minor softening. Some color bleeding and slight loss of fine detail.,3,5,5,Excellent structure and artifact control. Style is present but muted — more impressionistic than Ukiyo-e. Clean output with no visible distortions.
Rococo__benjamin-west_self-portrait-1770__to__Early_Renaissance,Rococo,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Overly hazy and desaturated; loses Renaissance chiaroscuro and texture detail. Structure is preserved but obscured by foggy artifact.,5,5,5,"Excellent preservation of original structure with strong Early Renaissance styling: warm tonal palette, soft chiaroscuro, and painterly texture without distortion or haze.",2,3,2,Similar to LBM — overly blurred and washed out. Fails to convey Renaissance depth or material richness; introduces significant visual artifact via diffusion-like haze.
Rococo__thomas-gainsborough_a-coastal-landscape-1782__to__Rococo,Rococo,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Very faint Rococo influence; structure is preserved but overly blurred and washed out. Heavy vignetting and loss of detail reduce quality.,5,5,5,"Excellent Rococo framing with ornate border, soft pastel tones, and faithful preservation of source composition. Minimal artifacts.",2,3,2,"Similar to LBM — minimal style transfer, heavy blur, and dark vignette. Structure is somewhat retained but degraded by processing artifacts."
Minimalism__agnes-martin_happy-valley-1967__to__Ukiyo_e,Minimalism,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,1,1,1,"Completely blank; no style, structure, or content preserved.",5,5,5,"Excellent Ukiyo-e style transfer with clear subject, accurate line work, color palette, and composition matching the target reference.",1,1,1,"Completely blank; no style, structure, or content preserved."
