case_id,src_style,tgt_style,best_overall,best_style_specificity,best_structure,best_artifact_control,confidence_1_to_5,LBM-Knee_e13_style_specificity,LBM-Knee_e13_structure_preservation,LBM-Knee_e13_artifact_control,LBM-Knee_e13_note,Seedream_repaired750_style_specificity,Seedream_repaired750_structure_preservation,Seedream_repaired750_artifact_control,Seedream_repaired750_note,Hold4TwoStage_e02_style_specificity,Hold4TwoStage_e02_structure_preservation,Hold4TwoStage_e02_artifact_control,Hold4TwoStage_e02_note
Ukiyo_e__utagawa-kunisada-ii_oichi-from-the-beauties-of-tokyo-series__to__Early_Renaissance,Ukiyo_e,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,3,Minimal style transfer; retains original ukiyo-e aesthetic with only slight color desaturation and edge softening. Structure preserved but no Renaissance elements introduced.,5,5,5,"Excellent fusion: source composition and figures preserved while successfully applying Early Renaissance painterly texture, chiaroscuro lighting, and earthy palette. No visible artifacts or structural distortion.",3,2,2,"Overly aggressive style application causes significant blurring and loss of detail. Some Renaissance-like washes present but structure is distorted and artifacts (smearing, color bleeding) are prominent."
Minimalism__ruth-vollmer_trimer-monomer-dimer-1965__to__Early_Renaissance,Minimalism,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,4,3,Fails to apply Renaissance style; appears as a neutral material transfer (metallic/stone) with no stylistic elements from the target.,5,5,5,"Perfectly preserves the source geometry while applying a warm, aged, painterly texture that aligns with the Early Renaissance aesthetic.",3,2,2,"Attempts a textured style but fails to preserve the object's shape, resulting in a distorted, noisy, and incoherent output."
Early_Renaissance__benozzo-gozzoli_the-school-of-tagaste-1465-1__to__Minimalism,Early_Renaissance,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Overly desaturated and washed-out; minimalism not clearly expressed, structure blurred, heavy artifacts.",5,5,5,Excellent minimalism with clean lines and flat colors; structure fully preserved; no visible artifacts.,2,3,2,"Faded, low-contrast output; minimalism implied but weak; structure partially lost; noticeable artifacts."
Minimalism__richard-tuttle_relative-to-our-society-1990__to__Ukiyo_e,Minimalism,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,1,5,5,Preserves source structure perfectly but applies zero style transfer; output is identical to source.,5,4,5,Excellent Ukiyo-e style application with appropriate color palette and texture; minor softening of fine edges but overall structure well maintained and no artifacts.,2,2,1,Severe structural distortion and blurring; style is barely recognizable and heavily corrupted by artifacts.
Impressionism__john-singer-sargent_lake-in-the-tyrol__to__Early_Renaissance,Impressionism,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Very washed-out, hazy output; lacks Renaissance texture and color depth. Structure is somewhat preserved but blurred by excessive smoothing. Heavy artifacts from over-smoothing and loss of detail.",5,5,5,"Excellent match to Early Renaissance style: rich colors, visible brushwork, atmospheric perspective, and compositional harmony. Structure is well-preserved with natural lighting and depth. Minimal artifacts; clean, painterly finish.",3,4,3,"Moderate style transfer — some Renaissance-like tones and softness, but lacks richness and detail. Structure is mostly intact but slightly muted. Some blotchy artifacts and uneven texture application."
Impressionism__alfred-sisley_the-banks-of-the-oise-1878__to__Rococo,Impressionism,Rococo,Seedream_repaired750,Seedream_repaired750,LBM-Knee_e13,LBM-Knee_e13,4,2,5,5,"Excellent structure and artifact control, but minimal Rococo style transfer; appears nearly identical to source.",5,4,4,Strong Rococo aesthetic with ornate frame and painterly texture; slight softening of edges but overall high fidelity to style and content.,3,3,2,"Moderate style attempt with some Rococo tones, but suffers from heavy blurring and loss of structural detail; artifacts reduce quality."
Impressionism__antoine-blanchard_place-de-la-madeleine-hiver__to__Impressionism,Impressionism,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,3,4,3,Moderate impressionistic brushwork but overly washed-out and low-contrast; some structural clarity retained but lacks vibrancy and stylistic depth.,5,5,5,"Excellent Impressionist rendering with rich color harmony, visible brushstrokes, and strong preservation of scene structure and mood; minimal artifacts.",2,3,2,Overly blurred and desaturated; loses fine detail and texture; appears as a degraded version rather than a stylistic transformation; poor artifact control.
Early_Renaissance__carlo-crivelli_piet-1__to__Minimalism,Early_Renaissance,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Fails to capture minimalism; output is overly blurred and lacks stylistic intent. Structure is preserved but degraded by noise.,5,5,5,Perfectly captures minimalism through bold flat colors and simplified forms while preserving source structure cleanly with no artifacts.,2,3,2,Output is washed out and lacks stylistic definition. Minimalism is not evident; structure is faintly preserved but obscured by haze.
Impressionism__claude-monet_palazzo-contarini-2__to__Ukiyo_e,Impressionism,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,4,3,"Very muted, washed-out colors; lacks Ukiyo-e vibrancy and line work. Structure is preserved but style is weak.",5,5,5,"Excellent Ukiyo-e style transfer with bold lines, flat color areas, and decorative patterns. Structure perfectly preserved. No artifacts.",2,3,2,"Overly blurred and hazy; loses architectural detail. Style is vague and indistinct, not clearly Ukiyo-e. Artifacts from over-smoothing."
Early_Renaissance__andrea-mantegna_the-circumcision-of-christ-1464__to__Early_Renaissance,Early_Renaissance,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,3,4,3,Moderate Early Renaissance style with some color and texture adaptation; structure preserved but details blurred; noticeable smudging and loss of fine detail.,5,5,5,"Excellent match to Early Renaissance style with accurate color palette, brushwork, and composition; structure fully preserved; minimal artifacts, clean output.",2,3,2,Weak style transfer — overly washed out and indistinct; structure partially lost with smeared figures; heavy artifacts including color bleeding and texture degradation.
Impressionism__claude-monet_rouen-cathedral-the-portal-at-midday__to__Early_Renaissance,Impressionism,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,2,1,Severe degradation; structure is barely recognizable and style is lost in noise.,5,5,5,Excellent transfer; captures the Early Renaissance aesthetic and architectural details perfectly.,2,2,1,Similar to LBM; heavy artifacts and loss of structural integrity.
Early_Renaissance__andrea-mantegna_the-circumcision-of-christ-1464__to__Minimalism,Early_Renaissance,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Faint, washed-out output with minimal stylistic reduction; structure is partially preserved but lacks clarity and minimalism intent.",5,5,5,"Excellent minimalism: clean lines, flat colors, simplified forms, and strong structural fidelity to source without artifacts.",2,3,2,"Overly blurred and hazy; fails to convey minimalism clearly, with poor artifact control and low stylistic specificity."
Rococo__antoine-watteau_the-delicate-musician__to__Ukiyo_e,Rococo,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Very faint, washed-out output; minimal Ukiyo-e style transfer; structure is preserved but lacks definition and artistic intent.",5,5,5,"Excellent Ukiyo-e style with bold lines, flat color planes, and traditional composition; source structure faithfully preserved; no visible artifacts.",2,3,3,Slight stylistic influence but overly blurred and indistinct; structure is recognizable but lacks clarity; minor smudging artifacts present.
Rococo__thomas-gainsborough_john-plampin__to__Impressionism,Rococo,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,3,4,3,Moderate impressionistic brushwork but overly hazy; structure mostly preserved but lacks color vibrancy and texture fidelity.,5,5,5,"Excellent impressionist style with rich color, visible brushstrokes, and full structural integrity; minimal artifacts.",2,3,2,"Weak style transfer — overly washed out, low contrast, and significant blurring/artifacts; structure partially lost."
Impressionism__augustus-john_proven-al-landscape__to__Minimalism,Impressionism,Minimalism,Hold4TwoStage_e02,Hold4TwoStage_e02,Seedream_repaired750,Hold4TwoStage_e02,4,2,3,3,"Overly washed out; minimalism not clearly expressed, structure blurred but intact.",3,5,4,Strong geometric abstraction aligns with minimalism; excellent structure retention; minor color artifacts.,5,4,5,Best minimalism interpretation via softness and abstraction; structure preserved well; no visible artifacts.
Ukiyo_e__utagawa-toyokuni_the-heian-courtier__to__Rococo,Ukiyo_e,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Fails to apply Rococo style; output is a faded, low-contrast version of the source with no ornamental or color characteristics of Rococo. Structure is preserved but visually degraded.",5,5,5,"Excellent Rococo style transfer: ornate frame, soft pastel palette, decorative flourishes, and elegant composition. Source structure (figure pose, clothing folds, background elements) is perfectly preserved. No visible artifacts.",3,4,2,"Partial Rococo influence via background frame and color wash, but figure remains largely unstyled. Heavy noise and smearing artifacts degrade visual quality. Structure is mostly intact but obscured by processing noise."
Impressionism__nicolae-vermont_rotterdam-port-1928__to__Minimalism,Impressionism,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,3,"Faint, washed-out output with minimal stylistic interpretation; structure is preserved but lacks clarity or intentional design.",5,5,5,"Strong minimalist aesthetic with clean geometry, flat colors, and clear structural fidelity to source content. No visible artifacts.",2,2,4,"Overly blurred and indistinct; structure is lost, style is vague, though no harsh artifacts are present."
Ukiyo_e__utagawa-kuniyoshi_woman-seated-under-a-cherry-blossoms__to__Rococo,Ukiyo_e,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Very weak Rococo influence; mostly retains source aesthetic with faded, washed-out tones. Structure is preserved but lacks stylistic transformation. Artifacts include uneven color bleeding and loss of detail.",5,5,5,"Excellent Rococo style transfer: ornate frame, soft pastel palette, decorative arches, and elegant figure rendering. Structure of the original figure and composition is well-preserved. No visible artifacts; clean, cohesive output.",2,3,2,"Minimal style transfer; appears as a degraded version of the source with no clear Rococo elements. Structure is somewhat preserved but blurred. Significant artifacts including smudging, color banding, and loss of fine details."
Minimalism__judy-chicago_morning-fan-1971__to__Early_Renaissance,Minimalism,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Very blurry and washed-out; minimal Renaissance style transfer; structure is preserved but heavily degraded by blur.,5,5,5,Excellent style transfer with clear Renaissance color palette and texture; structure is well-preserved; no visible artifacts.,3,4,3,Moderate style transfer with some Renaissance tones; structure is mostly preserved but slightly distorted; minor artifacts present.
Rococo__pietro-longhi_the-tooth-extractor__to__Impressionism,Rococo,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Very low style transfer; image appears faded and washed out with minimal impressionistic texture. Structure is somewhat preserved but lacks clarity. Heavy artifacts from over-smoothing or poor style mapping.,5,5,5,Excellent impressionistic brushwork and color palette matching the target. Structure is well-preserved with clear figure and object boundaries. No visible artifacts; clean and coherent output.,3,2,2,Some impressionistic blending present but overly diffuse. Structure is significantly degraded — figures are ghostly and indistinct. High level of smearing and loss of detail indicates poor artifact control.
Rococo__canaletto_london-the-thames-and-the-city-of-london-from-the-terrace-of-richmond-house__to__Minimalism,Rococo,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,1,2,1,Output is nearly blank/white with no discernible style or structure; fails to apply minimalism meaningfully.,5,5,5,"Successfully applies minimalism via flat color blocks and simplified geometry while preserving source scene structure (harbor, boats, buildings) with clean edges and no artifacts.",1,2,1,"Output is washed out and indistinct; lacks stylistic definition and structural clarity, similar to LBM but slightly more textured."
Ukiyo_e__ogata-gekko_nihon-hana-zue-1896__to__Minimalism,Ukiyo_e,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Overly faded and washed-out; minimalism not clearly expressed, structure partially preserved but details lost.",5,5,5,Excellent minimalism with clean lines and muted palette; structure fully preserved; no visible artifacts.,3,4,3,Moderate minimalism applied; structure mostly intact but overly blurred; some haze artifacts present.
Rococo__dmitry-levitzky_portrait-of-maria-palovna-narychkina-1773__to__Ukiyo_e,Rococo,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Very blurry and low contrast; Ukiyo-e style is barely perceptible. Structure is preserved but obscured by haze. Heavy artifacts from over-smoothing.,5,5,5,Excellent Ukiyo-e style transfer with clear line work and flat color regions. Structure is perfectly preserved. No visible artifacts.,2,3,2,Extremely blurry and washed out. Style is not clearly Ukiyo-e. Structure is faintly visible but degraded. Significant blurring artifacts.
Impressionism__armand-guillaumin_valley-in-pontgibaud-1890__to__Early_Renaissance,Impressionism,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Overly textured and painterly; lacks Renaissance tonal harmony and soft modeling. Structure is somewhat preserved but distorted by heavy brushwork artifacts.,5,5,5,"Excellent match to Early Renaissance style: muted palette, soft transitions, atmospheric perspective, and faithful structure. Minimal artifacts.",3,4,3,"Moderate style transfer with some Renaissance-like haze and color, but structure is slightly blurred and artifacts from over-smoothing are visible."
Impressionism__konstantin-korovin_arctic-ocean-1913__to__Rococo,Impressionism,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Hold4TwoStage_e02,4,2,3,3,"Very muted, washed-out colors; lacks Rococo ornamental detail. Structure is preserved but overly blurred. Minimal artifacts but poor stylistic fidelity.",5,5,4,"Excellent Rococo framing and color palette. Source structure (sailboat, horizon, sun) is clearly preserved within the ornate border. Minor softness in texture but overall high quality.",3,4,5,"Clean output with no visible artifacts. Structure is well-preserved. Style is somewhat generic — lacks the distinctive Rococo ornamentation seen in B, appearing more like a soft impressionist wash."
Minimalism__yves-klein_untitled-yellow-monochrome-1956__to__Ukiyo_e,Minimalism,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,3,3,"Very faint, washed-out appearance; minimal Ukiyo-e stylistic features; structure preserved but lacks texture or color fidelity.",5,5,5,"Excellent reproduction of Ukiyo-e aesthetic — warm tones, smooth gradients, and subtle texture match reference closely; no visible artifacts.",1,2,1,Heavy noise and grain dominate; completely obscures source structure and fails to convey any Ukiyo-e style; severe artifacts throughout.
Early_Renaissance__piero-della-francesca_portrait-of-a-boy__to__Minimalism,Early_Renaissance,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Blurred, low-contrast output; minimal stylistic fidelity to minimalism; structure preserved but obscured by haze.",5,5,5,"Clean, bold flat colors and simplified forms; strong adherence to minimalism; structure perfectly preserved with no artifacts.",3,4,3,Soft gradient background reduces clutter but lacks crisp minimalism; structure intact but style feels diluted; mild halo artifacts.
Early_Renaissance__fra-angelico_coronation-of-the-virgin-detail-1435-1__to__Minimalism,Early_Renaissance,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Overly blurred and washed-out; minimalism not achieved, structure lost in haze.",5,5,5,"Clean geometric shapes, bold flat colors, clear composition — excellent minimalism with full structural fidelity.",3,4,3,Partial success: foreground figures retain structure but background dissolves into blur; style inconsistent.
Minimalism__john-mclaughlin_number-4__to__Rococo,Minimalism,Rococo,Seedream_repaired750,Seedream_repaired750,LBM-Knee_e13,LBM-Knee_e13,5,2,5,5,"Preserves source structure perfectly with no artifacts, but applies almost no Rococo style—output is nearly identical to source.",5,3,3,"Strong Rococo ornamental framing and color palette applied; however, structure is distorted into decorative frames rather than preserving original layout, and minor blending artifacts visible at edges.",3,4,4,Moderate Rococo influence via warm tones and soft gradients; structure mostly preserved with slight warping; minor haloing artifacts along horizontal bands.
Ukiyo_e__keisai-eisen_the-courtesan-kaoru-of-owariya-matched-with-okitsu-1825(1)__to__Early_Renaissance,Ukiyo_e,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,LBM-Knee_e13,LBM-Knee_e13,4,2,5,5,"Excellent structure and artifact control, but style transfer is weak — barely any Early Renaissance influence visible.",5,3,3,"Strongest style match with clear Renaissance lighting, drapery, and anatomical rendering; some structural distortion and minor artifacts in background elements.",3,2,2,Moderate style attempt but heavy blurring and loss of detail; structure is significantly degraded with smeared patterns and indistinct forms.
Rococo__william-hogarth_the-countess-s-morning-levee__to__Early_Renaissance,Rococo,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Very faded, washed-out appearance; lacks Renaissance color depth and texture. Structure is somewhat preserved but overly blurred. Heavy artifacts from over-smoothing.",5,5,5,"Excellent preservation of original composition and figures. Rich, warm palette with appropriate chiaroscuro and painterly texture matching Early Renaissance style. No visible artifacts.",3,4,3,"Moderate style transfer — some Renaissance tones present but inconsistent. Structure mostly intact but with noticeable smudging and color bleeding, especially in background elements."
Minimalism__yves-klein_untitled-yellow-monochrome-1956__to__Minimalism,Minimalism,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Faded, washed-out yellow with heavy vignetting; loses source color fidelity and introduces soft blur artifacts. Minimalist intent is weak due to low contrast and indistinct edges.",5,5,5,"Clean, solid yellow rectangle with sharp rounded corners — closely matches minimalism’s emphasis on form and color purity. No visible artifacts or structural distortion. Faithful to source shape and target aesthetic.",3,4,3,Retains rectangular structure but suffers from uneven color gradient and soft edge bleeding. Style is partially achieved but lacks the crispness and uniformity expected in minimalism. Mild artifacts at borders.
Impressionism__eugene-boudin_trouville-the-fish-market-1884__to__Minimalism,Impressionism,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Overly blurred and washed-out; minimalism not clearly expressed, structure partially preserved but details lost.",5,5,5,Excellent minimalism with clean geometric shapes and flat colors; source structure well preserved; no visible artifacts.,2,2,2,"Extremely hazy and indistinct; minimalism absent, structure nearly lost, heavy artifacts from over-smoothing."
Impressionism__claude-monet_bordighera-the-house-of-gardener__to__Impressionism,Impressionism,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Very washed-out, low saturation, and lacks the vibrant color palette and visible brushwork typical of Impressionism. Structure is somewhat preserved but overly blurred.",5,5,5,"Excellent match to Impressionist style with rich, varied colors and visible, textured brushstrokes. Structure is well-preserved and no artifacts are present.",1,2,1,"Extremely faded and low-contrast, almost monochromatic. Fails to capture the essence of Impressionism and suffers from severe loss of detail and structure."
Ukiyo_e__utagawa-kuniyoshi_a-record-of-origins-of-the-great-country-of-japan__to__Impressionism,Ukiyo_e,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Minimal style transfer; mostly preserves line art with faint color wash. Structure intact but lacks Impressionist texture or brushwork. Artifacts include uneven tonal patches and lack of painterly detail.,5,5,5,"Excellent Impressionist rendering: visible brushstrokes, vibrant yet harmonious colors, soft edges, and atmospheric lighting. Source structure (boat, wave, figures) clearly preserved. No visible artifacts.",3,4,3,"Moderate style application — some color and texture added but overly muted and washed out. Structure well preserved. Artifacts include blotchy areas and inconsistent brushwork, especially in sky and wave."
Impressionism__antoine-blanchard_place-de-la-madeleine-hiver__to__Rococo,Impressionism,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,3,"Very muted, almost monochromatic; lacks Rococo color and ornamentation. Structure is preserved but overly blurred.",5,5,5,"Excellent Rococo styling with ornate frame, soft pastel palette, and painterly texture. Source structure and details are well preserved.",2,2,2,Overly washed out and blurry; fails to convey Rococo aesthetics. Significant loss of structural detail and high noise/artifacts.
Early_Renaissance__andrea-mantegna_adoration-of-the-magi-central-panel-from-the-altarpiece__to__Rococo,Early_Renaissance,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Very weak Rococo style transfer; colors are muted and lack ornamental richness. Structure is somewhat preserved but details are blurred. Significant color bleeding and loss of texture.,5,5,5,"Excellent Rococo style transfer with ornate framing, soft pastel tones, and delicate brushwork. Structure is perfectly preserved with clear figures and composition. No visible artifacts; clean and polished output.",3,4,3,"Moderate Rococo influence with some pastel coloring and softness, but lacks ornamental detail. Structure is well preserved. Some smudging and color bleeding present, especially in background areas."
Early_Renaissance__pisanello_stork-1430__to__Ukiyo_e,Early_Renaissance,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,4,3,Structure is well preserved but style is very muted and lacks the characteristic Ukiyo-e color palette and line work; appears washed out.,5,5,5,Excellent transfer of the Ukiyo-e aesthetic with appropriate color tones and texture while maintaining the bird's anatomy perfectly.,1,2,1,Severe structural degradation; the bird is barely recognizable and the image is overly blurry and indistinct.
Ukiyo_e__ogata-gekko_nihon-hana-zue-1896__to__Early_Renaissance,Ukiyo_e,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Fails to apply Early Renaissance style; retains source aesthetic with minor color shifts. Structure is preserved but lacks stylistic transformation. Artifacts include uneven tonal washes and faded edges.,5,5,5,"Excellent application of Early Renaissance chiaroscuro, volumetric modeling, and rich color palette. Source structure is faithfully preserved with enhanced depth and realism. No visible artifacts; clean integration of style and content.",3,4,3,"Partial stylistic influence with muted tones and soft edges, but lacks strong Renaissance characteristics. Structure is mostly intact but appears washed out. Some blurring and loss of detail in figures and background."
Impressionism__konstantin-korovin_arctic-ocean-1913__to__Early_Renaissance,Impressionism,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,3,3,"Very pale, washed-out output; lacks Renaissance texture and color depth. Structure is preserved but overly smoothed. Minimal artifacts but poor stylistic fidelity.",5,5,5,Excellent match to Early Renaissance palette and brushwork. Preserves source composition with subtle painterly texture. No visible artifacts or distortions.,3,4,4,"Moderate stylistic rendering — some Renaissance tones present but muted. Structure well preserved. Slight softness/artifacting in sky region, but overall clean."
Rococo__canaletto_london-the-thames-and-the-city-of-london-from-the-terrace-of-richmond-house__to__Rococo,Rococo,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Minimal style transfer; mostly grayscale with faint Rococo hints. Structure preserved but lacks color and ornamental detail. Heavy vignetting and low contrast reduce aesthetic quality.,5,5,5,"Excellent Rococo style transfer: warm palette, soft lighting, ornate arch framing, and painterly texture. Source structure (harbor scene) is clearly preserved and enhanced. No visible artifacts.",3,4,3,Moderate style application — some Rococo tones and brushwork visible but muted. Structure largely intact. Slight blurring and uneven texture reduce fidelity; vignette present but less severe than C.
Rococo__jean-marc-nattier_portrait-of-louis-tocqu-1762__to__Minimalism,Rococo,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Very blurry and washed-out; minimalism not clearly expressed, structure partially preserved but heavily degraded by haze.",5,5,5,"Clean vector-style minimalism with sharp edges, accurate pose, no artifacts — best match to target style and source structure.",2,3,2,"Similar to LBM — overly blurred, lacks clear minimalist definition, structure faintly visible but obscured by noise/haze."
Rococo__joseph-wright_d-ewes-coke-his-wife-hannah-and-daniel-parker-coke__to__Minimalism,Rococo,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,LBM-Knee_e13,4,2,3,5,"Very low style transfer; appears as a faded, overexposed version of source. Structure is preserved but lacks stylistic intent. No visible artifacts.",5,5,4,"Strong minimalism: bold flat colors, simplified shapes, clean lines. Structure well preserved with stylized interpretation. Minor edge halos in background.",2,3,4,"Faint, washed-out output with minimal stylistic change. Structure is somewhat preserved but obscured by haze. Low artifact presence but poor style fidelity."
Impressionism__edouard-manet_tarring-the-boat-1873__to__Minimalism,Impressionism,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Overly blurred and washed out; minimalism not clearly expressed, structure partially preserved but details lost.",5,5,5,"Excellent minimalism with clean geometry, strong structure retention, and no visible artifacts.",2,3,2,"Similar to LBM-Knee_e13; overly diffuse, lacks clear minimalist style, structure faintly preserved."
Early_Renaissance__filippo-lippi_adoration-of-the-magi-detail-2__to__Rococo,Early_Renaissance,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Very low Rococo style transfer; output resembles faded fresco with minimal ornamental detail. Structure is partially preserved but heavily degraded by noise and color bleeding. Significant artifacts along edges and in sky region.,5,5,5,"Excellent Rococo style transfer: soft pastel palette, ornate framing, delicate brushwork, and decorative elements (e.g., cherubs, scrollwork) are well-integrated. Source structure (arched composition, buildings, figures) is faithfully preserved. Minimal artifacts; clean transitions and coherent lighting.",3,4,3,"Moderate Rococo influence — some pastel tones and soft edges present, but lacks ornamental richness. Structure is mostly intact but suffers from smudging and color banding, especially in sky and architectural details. Artifacts visible in texture blending and edge halos."
Rococo__antoine-pesne_carl-heinrich-graun__to__Rococo,Rococo,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Very low contrast and washed-out appearance; fails to convey Rococo richness or detail. Structure is preserved but obscured by haze-like artifacts.,5,5,5,"Excellent Rococo styling with ornate frame, soft pastel tones, and rich textures. Structure perfectly preserved. No visible artifacts.",2,3,2,Overly blurred and desaturated; loses facial and clothing details. Minimal stylistic transfer beyond vague lightness. Heavy smudging artifacts.
Ukiyo_e__katsushika-hokusai_fishing-in-the-bay-uraga__to__Rococo,Ukiyo_e,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Very faint Rococo influence; heavy blurring and loss of detail; structure partially preserved but degraded by noise.,5,5,5,Excellent Rococo styling with ornate frame and warm palette; source structure fully preserved; minimal artifacts.,3,4,3,Moderate Rococo feel with some texture; structure mostly intact but washed out; noticeable grain and uneven tonal transfer.
Early_Renaissance__antonello-da-messina_painter-self-portrait__to__Rococo,Early_Renaissance,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Fails to apply Rococo style; remains grayscale sketch-like with no color or texture transfer. Structure is preserved but lacks stylistic integration.,5,5,5,"Excellent Rococo style transfer: soft pastel tones, ornate framing, and painterly texture match target. Structure perfectly preserved with clean edges and no artifacts.",1,2,1,"Overly bright, washed-out output with heavy noise and loss of detail. No discernible Rococo style; structure is distorted and artifacts dominate."
Impressionism__stefan-dimitrescu_cabaret__to__Rococo,Impressionism,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Very weak Rococo style transfer; heavy gray wash obscures content and lacks ornamental detail. Structure is partially preserved but degraded by noise and smearing.,5,5,5,"Excellent Rococo style integration with ornate frame, soft pastel tones, and decorative background elements. Source structure perfectly preserved with no visible artifacts.",2,2,2,"Poor style transfer; appears as a noisy, over-smoothed version of source with minimal Rococo characteristics. Structure is blurred and distorted; significant artifacts present."
Ukiyo_e__hiroshige_oiso-toraga-ame-shower-1835__to__Impressionism,Ukiyo_e,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Very faint impressionistic texture; structure is preserved but overly washed out; lacks color and brushwork fidelity to target style.,5,5,5,"Excellent impressionist brushwork, color harmony, and structural integrity; closely matches target reference in both style and composition.",3,4,3,Moderate impressionist feel with some visible brush strokes; structure is mostly intact but colors are muted and slightly blurred; minor artifacts in background.
