case_id,src_style,tgt_style,best_overall,best_style_specificity,best_structure,best_artifact_control,confidence_1_to_5,Seedream_repaired750_style_specificity,Seedream_repaired750_structure_preservation,Seedream_repaired750_artifact_control,Seedream_repaired750_note,SaMAM_2250_style_specificity,SaMAM_2250_structure_preservation,SaMAM_2250_artifact_control,SaMAM_2250_note,AttnSA_e08_style_specificity,AttnSA_e08_structure_preservation,AttnSA_e08_artifact_control,AttnSA_e08_note
Impressionism__claude-monet_palazzo-contarini-2__to__Impressionism,Impressionism,Impressionism,SaMAM_2250,SaMAM_2250,Seedream_repaired750,SaMAM_2250,4,3,5,4,Preserves structure well but lacks strong Impressionist brushwork; mild color bleeding.,5,4,5,Strong Impressionist texture and color blending; minimal artifacts; slight softening of edges.,2,3,3,"Overly blurred, loses architectural detail; weak style transfer; noticeable smearing artifacts."
Impressionism__claude-monet_palazzo-contarini-2__to__Minimalism,Impressionism,Minimalism,SaMAM_2250,SaMAM_2250,Seedream_repaired750,SaMAM_2250,4,2,5,3,Highly structured but overly stylized with blocky colors; lacks minimalism’s subtlety.,5,4,5,Best captures minimalism through muted tones and soft edges while preserving key structures cleanly.,3,2,4,Overly blurred and washed out; loses structural clarity despite attempting minimal aesthetic.
Impressionism__claude-monet_palazzo-contarini-2__to__Rococo,Impressionism,Rococo,Seedream_repaired750,Seedream_repaired750,SaMAM_2250,Seedream_repaired750,4,5,4,5,Strong Rococo elegance with ornate framing and soft pastel tones; structure well preserved; minimal artifacts.,3,5,4,Structure highly faithful but style leans more impressionistic than Rococo; slight color bleeding near edges.,2,3,3,Overly blurred and washed-out; loses architectural detail and Rococo ornamentation; noticeable smearing artifacts.
Impressionism__claude-monet_palazzo-contarini-2__to__Ukiyo_e,Impressionism,Ukiyo_e,SaMAM_2250,SaMAM_2250,Seedream_repaired750,Seedream_repaired750,4,3,5,5,Preserves structure well but lacks strong Ukiyo-e stylistic markers; clean output with minimal artifacts.,5,4,3,Strongest Ukiyo-e style transfer with bold lines and color blocking; slight structural distortion and minor artifacts.,2,3,4,Very faint style application; structure is blurred and indistinct; low artifact presence but poor stylistic fidelity.
Impressionism__claude-monet_rouen-cathedral-the-portal-at-midday__to__Early_Renaissance,Impressionism,Early_Renaissance,SaMAM_2250,SaMAM_2250,Seedream_repaired750,Seedream_repaired750,4,2,5,5,Preserves structure perfectly but lacks Renaissance style; appears as a clean architectural photo.,5,4,3,Strong Early Renaissance style with rich colors and texture; slight structural warping and minor artifacts.,3,2,2,"Faint, muddy style attempt; significant structural loss and heavy artifacts."
Impressionism__claude-monet_rouen-cathedral-the-portal-at-midday__to__Impressionism,Impressionism,Impressionism,SaMAM_2250,SaMAM_2250,Seedream_repaired750,Seedream_repaired750,4,3,5,5,Strong structural fidelity with minimal artifacts; Impressionist brushwork is present but muted and somewhat generic.,5,3,3,"Vivid, expressive Impressionist strokes and color palette closely match target style; some structural distortion and minor smudging artifacts.",2,2,2,"Overly blurred and washed-out; lacks clear Impressionist character, significant loss of structure, and heavy artifacting."
Impressionism__claude-monet_rouen-cathedral-the-portal-at-midday__to__Minimalism,Impressionism,Minimalism,SaMAM_2250,SaMAM_2250,Seedream_repaired750,SaMAM_2250,4,2,5,3,Highly structured but overly stylized with bold colors and geometric shapes; loses minimalism’s subtlety.,5,4,5,"Best captures minimalism through muted tones, soft edges, and reduced detail while preserving architectural essence.",3,2,4,"Over-blurred and washed out; structure is lost, though artifacts are minimal due to extreme smoothing."
Impressionism__claude-monet_rouen-cathedral-the-portal-at-midday__to__Rococo,Impressionism,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,5,5,5,Strong Rococo palette and ornamental texture; architecture structure well preserved; minimal artifacts.,4,4,4,Good Rococo coloration and detail; slight color banding and minor structural softening; few artifacts.,2,2,2,"Very washed-out, low-contrast output; structure largely lost; heavy smoothing and blotchy artifacts."
Impressionism__claude-monet_rouen-cathedral-the-portal-at-midday__to__Ukiyo_e,Impressionism,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,5,5,5,"Strong Ukiyo-e aesthetic with bold outlines, flat color blocks, and stylized architecture; preserves source structure well; minimal artifacts.",4,4,4,Good Ukiyo-e influence but slightly less defined line work; structure mostly preserved; minor smudging in background areas.,2,3,2,"Very faded, washed-out appearance; weak Ukiyo-e traits; structure blurred; heavy noise and loss of detail."
Impressionism__edgar-degas_ancer-with-red-stockings__to__Early_Renaissance,Impressionism,Early_Renaissance,SaMAM_2250,SaMAM_2250,Seedream_repaired750,Seedream_repaired750,4,3,5,5,"Preserves source structure well with minimal artifacts, but style transfer is subtle and lacks strong Early Renaissance characteristics.",5,4,3,Strongest Early Renaissance style emulation with appropriate tonal modeling and line quality; slight structural distortion and minor artifacts present.,2,3,2,"Weak style transfer, heavy blurring and smearing artifacts, significant loss of structural detail and coherence."
Impressionism__edgar-degas_ancer-with-red-stockings__to__Impressionism,Impressionism,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,5,5,5,Strong Impressionist brushwork and color palette; clean structure with minimal artifacts.,4,4,4,Good style transfer but slightly less refined brushstrokes; minor structural softening.,3,3,3,"Faint, washed-out style; noticeable ghosting and loss of structural clarity."
Impressionism__edgar-degas_ancer-with-red-stockings__to__Minimalism,Impressionism,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,5,5,5,"Strong minimalism with clean geometry, flat color blocks, and simplified forms; preserves pose and composition well; no visible artifacts.",3,4,3,Minimalist tendencies but retains too much texture and shading; structure mostly preserved; slight smudging and color bleed artifacts.,2,3,2,"Faint, washed-out style lacks clear minimalism; structure blurred and indistinct; significant smearing and loss of detail."
Impressionism__edgar-degas_ancer-with-red-stockings__to__Rococo,Impressionism,Rococo,SaMAM_2250,SaMAM_2250,Seedream_repaired750,SaMAM_2250,4,3,5,3,Strong structural fidelity but Rococo elements are muted; decorative frame adds style but feels tacked-on.,5,4,5,"Best Rococo interpretation with soft pastels, ornamental framing, and clean rendering; minor structure softening.",2,3,2,Heavy blur and smudging obscure structure and introduce artifacts; weak Rococo character.
Impressionism__edgar-degas_ancer-with-red-stockings__to__Ukiyo_e,Impressionism,Ukiyo_e,SaMAM_2250,SaMAM_2250,Seedream_repaired750,Seedream_repaired750,4,3,5,5,"Clean structure and minimal artifacts, but lacks strong Ukiyo-e stylistic markers like bold outlines or flat color blocks.",5,4,3,Strongest Ukiyo-e style with bold lines and stylized shading; slight structural distortion and minor artifacts in background.,2,3,2,"Faint, washed-out appearance with poor style definition, structural blur, and visible noise/artifacts."
Impressionism__edgar-degas_study-of-gentile-bellini-1855__to__Early_Renaissance,Impressionism,Early_Renaissance,SaMAM_2250,SaMAM_2250,Seedream_repaired750,SaMAM_2250,4,2,5,3,Preserves source structure well but lacks Early Renaissance stylistic traits; minimal artifacts.,5,4,5,Strongly captures Early Renaissance style with clean rendering and faithful structure; no visible artifacts.,3,3,2,Shows some stylistic intent but with noticeable smudging and structural distortion; moderate artifacts.
Impressionism__edgar-degas_study-of-gentile-bellini-1855__to__Impressionism,Impressionism,Impressionism,SaMAM_2250,SaMAM_2250,Seedream_repaired750,Seedream_repaired750,4,3,5,5,"Strong structural fidelity and clean output, but lacks visible Impressionist brushwork or color vibrancy.",5,4,4,Best captures Impressionist texture and softness; minor haloing around edges slightly affects structure.,2,3,3,Overly blurred and washed out; loses both stylistic detail and structural clarity.
Impressionism__edgar-degas_study-of-gentile-bellini-1855__to__Minimalism,Impressionism,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,5,5,5,"Strong minimalism with clean geometry, flat color blocks, and simplified forms; preserves facial structure and hat shape accurately; no visible artifacts or noise.",3,4,3,"Retains source texture and shading, reducing minimalism; structure is mostly preserved but lacks geometric simplification; slight smudging and soft edges introduce minor artifacts.",2,3,2,Overly blurred and washed-out; loses structural definition and minimal clarity; heavy artifacting from diffusion-like noise and loss of edge fidelity.
Impressionism__edgar-degas_study-of-gentile-bellini-1855__to__Rococo,Impressionism,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,5,5,5,"Strong Rococo elegance with soft pastel tones, ornate framing, and refined facial rendering; preserves source structure well with minimal artifacts.",3,4,4,"Moderate Rococo influence via greenish tint and soft edges, but lacks ornamental detail; structure mostly preserved with slight smudging.",2,3,2,"Faint, washed-out appearance with heavy vignetting and loss of detail; minimal Rococo styling and noticeable degradation in structure and clarity."
Impressionism__edgar-degas_study-of-gentile-bellini-1855__to__Ukiyo_e,Impressionism,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,5,5,5,"Strong Ukiyo-e aesthetic with bold outlines, flat color blocks, and stylized facial features; structure closely matches source; minimal artifacts.",4,4,4,Good Ukiyo-e influence with textured shading and stylization; slight structural distortion in hair/face; minor noise artifacts.,2,3,3,"Weak Ukiyo-e traits; overly smudged, low-contrast rendering; structure blurred; noticeable grain and halo artifacts."
Impressionism__edouard-manet_tarring-the-boat-1873__to__Early_Renaissance,Impressionism,Early_Renaissance,SaMAM_2250,SaMAM_2250,Seedream_repaired750,SaMAM_2250,4,3,5,3,Strong structural fidelity but weak Early Renaissance style; visible artifacts and color distortion.,5,4,5,Best match to Early Renaissance style with clean rendering and minimal artifacts; slight structure softening.,4,3,4,Good stylistic tone but over-blurred; moderate structure loss and mild smudging artifacts.
Impressionism__edouard-manet_tarring-the-boat-1873__to__Impressionism,Impressionism,Impressionism,Seedream_repaired750,Seedream_repaired750,SaMAM_2250,Seedream_repaired750,4,5,4,5,Strong Impressionist brushwork and color blending; retains key structural elements with minimal distortion or noise.,4,5,4,Excellent structure retention but slightly muted Impressionist texture; minor smudging in background areas.,3,3,3,"Overly blurred and washed-out; loses both stylistic detail and structural clarity, introducing haze artifacts."
Impressionism__edouard-manet_tarring-the-boat-1873__to__Minimalism,Impressionism,Minimalism,Seedream_repaired750,Seedream_repaired750,SaMAM_2250,SaMAM_2250,4,5,3,3,Strong minimalism via flat colors and simplified forms; structure is distorted but recognizable; minor artifacts in background blending.,3,5,5,Preserves original composition and details well; minimal style reduction; clean output with no visible artifacts.,2,2,4,"Over-blurred, loses structural clarity; minimalism not effectively conveyed; smooth but indistinct rendering."
Impressionism__edouard-manet_tarring-the-boat-1873__to__Rococo,Impressionism,Rococo,SaMAM_2250,SaMAM_2250,Seedream_repaired750,Seedream_repaired750,4,3,5,5,"Preserves source structure well with minimal artifacts; style is softened and somewhat generic, lacking strong Rococo ornamentation.",5,4,3,Strongest Rococo styling via ornate frame and warm palette; slight structural distortion and minor smudging near figures.,4,3,2,"Rococo mood present but overly hazy; significant loss of detail and structural clarity, with heavy blur artifacts."
Impressionism__edouard-manet_tarring-the-boat-1873__to__Ukiyo_e,Impressionism,Ukiyo_e,SaMAM_2250,SaMAM_2250,Seedream_repaired750,Seedream_repaired750,4,3,5,5,Preserves structure well but lacks strong Ukiyo-e stylistic markers; clean output with minimal artifacts.,5,4,3,Strongest Ukiyo-e style transfer with bold lines and flat color blocks; slight structural distortion and minor artifacts.,2,3,4,"Very soft, washed-out appearance; weak style fidelity and blurred structures, though low in harsh artifacts."
Impressionism__eugene-boudin_laundresses-on-the-banks-of-the-touques-9__to__Early_Renaissance,Impressionism,Early_Renaissance,SaMAM_2250,SaMAM_2250,Seedream_repaired750,Seedream_repaired750,4,3,5,5,"Preserves source structure well with minimal artifacts, but style transfer is subtle and lacks strong Early Renaissance characteristics.",5,4,4,Strongest Early Renaissance style application with visible brushwork and palette; slight structural distortion but overall coherent.,4,3,3,"Moderate style transfer with noticeable artifacts and some loss of structural fidelity, especially in background details."
Impressionism__eugene-boudin_laundresses-on-the-banks-of-the-touques-9__to__Impressionism,Impressionism,Impressionism,SaMAM_2250,SaMAM_2250,Seedream_repaired750,Seedream_repaired750,4,3,5,5,"Preserves source structure well with minimal artifacts, but Impressionist brushwork and color are subdued.",5,4,4,Strongest Impressionist style with visible brushstrokes and atmospheric color; slight softening of edges but overall coherent.,4,3,3,"Highly stylized with heavy Impressionist haze, but loses structural clarity and introduces smudging artifacts."
Impressionism__eugene-boudin_laundresses-on-the-banks-of-the-touques-9__to__Minimalism,Impressionism,Minimalism,Seedream_repaired750,Seedream_repaired750,SaMAM_2250,SaMAM_2250,4,5,3,3,Strong minimalism via flat color blocks and simplified forms; structure is recognizable but stylized; minor artifacts in figure simplification.,3,5,5,Preserves original composition and texture well; minimalism applied subtly with muted tones; very clean output with no visible artifacts.,2,2,4,Overly blurred and washed out; loses structural detail and minimalism intent; clean but lacks definition and stylistic clarity.
Impressionism__eugene-boudin_laundresses-on-the-banks-of-the-touques-9__to__Rococo,Impressionism,Rococo,Seedream_repaired750,Seedream_repaired750,SaMAM_2250,SaMAM_2250,4,5,3,3,Strong Rococo framing and ornamental border; soft pastel palette matches target style well. Structure is somewhat distorted due to heavy stylization. Minor artifacts in background blending.,3,5,5,"Excellent preservation of original composition and figure placement. Minimal artifacts. However, lacks explicit Rococo stylistic markers — appears more like a muted impressionist render than Rococo.",4,4,4,Moderate Rococo influence via vignette and color wash. Structure is reasonably preserved but slightly blurred. Some edge artifacts and uneven texture application reduce overall polish.
Impressionism__eugene-boudin_laundresses-on-the-banks-of-the-touques-9__to__Ukiyo_e,Impressionism,Ukiyo_e,SaMAM_2250,SaMAM_2250,Seedream_repaired750,Seedream_repaired750,4,3,5,5,"Preserves source structure well with minimal artifacts, but Ukiyo-e stylization is subtle and lacks bold outlines or flat color blocks.",5,4,3,Strongest Ukiyo-e aesthetic with stylized figures and decorative elements; slight loss of fine detail and minor smudging in background.,2,3,2,Very blurry and washed-out; fails to convey Ukiyo-e style clearly and introduces significant visual noise and loss of form.
