case_id,src_style,tgt_style,best_overall,best_style_specificity,best_structure,best_artifact_control,confidence_1_to_5,Seedream_repaired750_style_specificity,Seedream_repaired750_structure_preservation,Seedream_repaired750_artifact_control,Seedream_repaired750_note,SaMAM_2250_style_specificity,SaMAM_2250_structure_preservation,SaMAM_2250_artifact_control,SaMAM_2250_note,AttnSA_e24_style_specificity,AttnSA_e24_structure_preservation,AttnSA_e24_artifact_control,AttnSA_e24_note
Impressionism__claude-monet_bordighera-the-house-of-gardener__to__Rococo,Impressionism,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,4,5,4,Strong Rococo-inspired softness and color harmony; preserves source structure well with minimal artifacts.,3,4,3,Moderate Rococo feel but slightly muddy tones; structure mostly intact with minor noise.,2,3,2,Overly blurred and washed out; loses structural detail and introduces heavy artifacts.
Impressionism__claude-monet_palazzo-contarini-2__to__Early_Renaissance,Impressionism,Early_Renaissance,SaMAM_2250,SaMAM_2250,Seedream_repaired750,Seedream_repaired750,4,3,5,5,Preserves structure well but lacks strong Early Renaissance stylistic cues; clean output with minimal artifacts.,5,4,3,Strongest Early Renaissance style transfer with chiaroscuro and architectural detail; slight color bleeding and minor structural distortion.,2,3,4,"Weak style adherence, overly blurred and washed-out; moderate artifact control but poor fidelity to source structure."
Impressionism__claude-monet_palazzo-contarini-2__to__Minimalism,Impressionism,Minimalism,SaMAM_2250,SaMAM_2250,Seedream_repaired750,SaMAM_2250,4,2,5,3,Highly structured but overly stylized with blocky colors; lacks minimalism’s subtlety and introduces visible artifacts.,5,4,5,"Best captures minimalism through muted tones, soft gradients, and clean composition; preserves structure well with minimal noise.",3,3,4,"Overly blurred and washed out; loses structural clarity while attempting minimalism, resulting in ambiguous forms."
Impressionism__claude-monet_palazzo-contarini-2__to__Rococo,Impressionism,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,5,5,5,"Strong Rococo elegance with ornate framing, soft pastel tones, and refined brushwork; structure closely matches source; minimal artifacts.",4,4,4,Good Rococo color palette and texture but slightly muted; structure preserved well; minor smudging in water reflections.,3,3,3,"Overly abstracted, loss of architectural detail; heavy blur and color bleeding; weak Rococo character despite some ornamental hints."
Impressionism__claude-monet_palazzo-contarini-2__to__Ukiyo_e,Impressionism,Ukiyo_e,SaMAM_2250,SaMAM_2250,Seedream_repaired750,Seedream_repaired750,4,3,5,5,Preserves structure well but lacks strong Ukiyo-e stylistic markers; clean output with minimal artifacts.,5,4,4,Strongest Ukiyo-e style transfer with bold lines and flat color blocks; slight structural distortion but acceptable.,2,3,3,"Very washed-out, low contrast; minimal style transfer, blurry details, and poor artifact control."
Impressionism__claude-monet_rouen-cathedral-the-portal-at-midday__to__Early_Renaissance,Impressionism,Early_Renaissance,SaMAM_2250,SaMAM_2250,Seedream_repaired750,Seedream_repaired750,4,2,5,5,Preserves source structure perfectly but lacks Renaissance style; appears as unstyled photo.,5,3,3,"Strong Early Renaissance style with rich colors and texture, but distorts source architecture and introduces artifacts.",3,2,2,Shows some stylistic wash but is overly blurred and loses both structure and detail; weak execution.
Impressionism__claude-monet_rouen-cathedral-the-portal-at-midday__to__Impressionism,Impressionism,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,5,5,5,Strong Impressionist brushwork and color palette; preserves architectural structure well; minimal artifacts.,4,4,4,Good style transfer with visible brushstrokes; slight structural distortion; minor smudging artifacts.,3,3,3,Weakest Impressionist feel; blurred structures; noticeable noise and over-smoothing artifacts.
Impressionism__claude-monet_rouen-cathedral-the-portal-at-midday__to__Minimalism,Impressionism,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,5,5,5,Strong minimalism with bold geometric shapes and flat color blocks; preserves architectural structure clearly; no visible artifacts.,3,4,4,Partial minimalism with muted tones and simplified forms; retains some structural detail but lacks crispness; minor smudging artifacts.,2,2,3,Overly blurred and washed-out; minimalism not clearly expressed; structure heavily degraded; noticeable noise and loss of definition.
Impressionism__claude-monet_rouen-cathedral-the-portal-at-midday__to__Rococo,Impressionism,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,5,5,5,Strong Rococo color palette and ornate detailing; structure closely matches source; minimal artifacts.,4,4,4,Good Rococo tones but slightly muted; structure well preserved; minor color banding artifacts.,2,2,2,Very low style specificity; structure heavily blurred; significant smearing and loss of detail.
Impressionism__claude-monet_rouen-cathedral-the-portal-at-midday__to__Ukiyo_e,Impressionism,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,5,5,5,"Strong Ukiyo-e aesthetic with bold outlines, flat color blocks, and stylized forms; architecture preserved clearly; minimal artifacts.",4,4,4,Good Ukiyo-e influence with decorative patterns and line work; structure mostly intact; slight smudging in background areas.,2,3,2,"Very washed-out, low contrast; Ukiyo-e traits barely visible; structure blurred; heavy noise and loss of detail."
Impressionism__edgar-degas_ancer-with-red-stockings__to__Early_Renaissance,Impressionism,Early_Renaissance,SaMAM_2250,SaMAM_2250,Seedream_repaired750,Seedream_repaired750,4,3,5,5,"Preserves source structure perfectly but applies a modern, painterly style rather than Early Renaissance.",5,4,4,"Best captures the Early Renaissance aesthetic with appropriate textures and tones, though with slight structural softening.",2,3,2,"Fails to capture the style, resulting in a blurry, low-fidelity image with significant artifacts."
Impressionism__edgar-degas_ancer-with-red-stockings__to__Minimalism,Impressionism,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,5,5,5,"Strong minimalism with clean geometry, bold color blocks, and simplified forms; source structure well preserved; no visible artifacts.",3,4,4,Minimalist influence present but muted; structure mostly intact; slight smudging reduces clarity.,2,3,3,"Faint, washed-out style; minimalism barely evident; structure blurred; noticeable artifacts from over-smoothing."
Impressionism__edgar-degas_ancer-with-red-stockings__to__Rococo,Impressionism,Rococo,SaMAM_2250,SaMAM_2250,Seedream_repaired750,SaMAM_2250,4,3,5,3,Strong structural fidelity but Rococo elements are muted; decorative frame adds style but feels tacked-on.,5,4,5,"Best Rococo interpretation with soft pastels, ornamental framing, and clean rendering; minor structure softening.",2,2,2,Overly blurred and indistinct; loses both structure and stylistic clarity; heavy artifacts.
Impressionism__edgar-degas_ancer-with-red-stockings__to__Ukiyo_e,Impressionism,Ukiyo_e,SaMAM_2250,SaMAM_2250,Seedream_repaired750,Seedream_repaired750,4,3,5,5,"Preserves structure well with minimal artifacts, but Ukiyo-e style is weakly applied.",5,4,3,Strong Ukiyo-e style with bold lines and color blocks; slight structural distortion and minor artifacts.,2,3,2,"Very faint style transfer, poor structure retention, and noticeable blurring/artifacts."
Impressionism__edgar-degas_study-of-gentile-bellini-1855__to__Early_Renaissance,Impressionism,Early_Renaissance,SaMAM_2250,SaMAM_2250,Seedream_repaired750,Seedream_repaired750,4,2,5,5,Preserves source structure perfectly but lacks Renaissance stylistic elements; appears as a clean photo with minimal style transfer.,5,4,3,"Strong Early Renaissance style with fur hat, soft shading, and painterly texture; slight smudging and color bleed reduce artifact control.",4,3,4,"Sketch-like parchment texture evokes Renaissance drawings; structure is slightly distorted and edges are soft, reducing fidelity."
Impressionism__edgar-degas_study-of-gentile-bellini-1855__to__Impressionism,Impressionism,Impressionism,SaMAM_2250,SaMAM_2250,Seedream_repaired750,Seedream_repaired750,4,3,5,5,"Strong structural fidelity and clean output, but lacks visible Impressionist brushwork or color vibrancy.",5,4,3,Best captures Impressionist texture and palette; slight softening of facial structure and minor smudging.,2,3,2,"Overly washed-out, low contrast, and indistinct features; minimal stylistic or structural clarity."
Impressionism__edgar-degas_study-of-gentile-bellini-1855__to__Minimalism,Impressionism,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,5,5,5,"Strong minimalism with clean geometry, flat color blocks, and simplified forms; preserves facial structure and pose accurately; no visible artifacts or noise.",3,4,3,Retains some texture and shading from source; less geometric simplification; mild haloing around edges reduces artifact control.,2,3,2,Overly blurred and washed out; loses structural definition; heavy smoothing introduces artifacts and obscures key features.
Impressionism__edgar-degas_study-of-gentile-bellini-1855__to__Rococo,Impressionism,Rococo,Seedream_repaired750,Seedream_repaired750,SaMAM_2250,Seedream_repaired750,4,5,4,5,"Strong Rococo elegance with soft pastel tones, ornamental framing, and refined facial rendering; minimal artifacts and good structural fidelity.",3,5,4,Preserves source structure well but lacks Rococo stylistic richness; slightly muted color palette and less decorative detail.,2,3,2,Heavy blur and loss of detail; poor style transfer with no Rococo characteristics; significant artifacts and structural degradation.
Impressionism__edgar-degas_study-of-gentile-bellini-1855__to__Ukiyo_e,Impressionism,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,5,5,5,"Strong Ukiyo-e aesthetic with bold outlines, flat color blocks, and stylized facial features; preserves source structure well; minimal artifacts.",4,4,3,"Good Ukiyo-e influence in line work and coloring, but slight smudging and texture artifacts reduce cleanliness; structure mostly preserved.",2,3,2,Weak Ukiyo-e styling; overly blurred and sketchy; loses structural detail and introduces significant noise/artifacts.
Impressionism__edouard-manet_tarring-the-boat-1873__to__Early_Renaissance,Impressionism,Early_Renaissance,SaMAM_2250,SaMAM_2250,Seedream_repaired750,SaMAM_2250,4,3,5,3,Strong structural fidelity but weak Early Renaissance style; noticeable color bleeding and smudging artifacts.,5,4,5,Excellent Early Renaissance stylistic rendering with clean edges and minimal artifacts; slight softening of fine structure.,4,3,4,Good stylistic match but suffers from heavy blur and loss of detail; moderate artifact presence.
Impressionism__edouard-manet_tarring-the-boat-1873__to__Impressionism,Impressionism,Impressionism,Seedream_repaired750,Seedream_repaired750,SaMAM_2250,Seedream_repaired750,4,5,4,5,Strong Impressionist brushwork and color palette; retains key structural elements with minimal distortion; clean output.,4,5,4,Good structural fidelity; style is present but slightly muted; minor smudging in background areas.,3,3,2,Overly hazy and washed-out; loses detail and introduces significant blur artifacts; weak style transfer.
Impressionism__edouard-manet_tarring-the-boat-1873__to__Minimalism,Impressionism,Minimalism,SaMAM_2250,Seedream_repaired750,SaMAM_2250,SaMAM_2250,4,5,2,3,"Highly stylized with bold geometric shapes and flat colors, but distorts source structure significantly; some artifacts from over-simplification.",4,5,5,Preserves source composition well while applying minimalism through muted tones and reduced detail; clean output with minimal artifacts.,3,3,2,"Overly blurred and hazy, losing structural clarity; introduces significant artifacts and lacks precise minimalism."
Impressionism__edouard-manet_tarring-the-boat-1873__to__Rococo,Impressionism,Rococo,SaMAM_2250,SaMAM_2250,SaMAM_2250,SaMAM_2250,4,3,4,3,Moderate Rococo influence with soft pastel tones and ornamental framing; structure mostly preserved but some blurring in figures; minor artifacts around edges.,5,5,5,"Strong Rococo aesthetic: gilded frame, soft lighting, elegant color palette; source composition fully preserved; no visible artifacts or distortions.",2,3,2,"Weak Rococo styling — overly dark, muddy tones; structure partially lost with smeared figures; significant artifacts and loss of detail."
Impressionism__edouard-manet_tarring-the-boat-1873__to__Ukiyo_e,Impressionism,Ukiyo_e,SaMAM_2250,SaMAM_2250,SaMAM_2250,SaMAM_2250,4,3,4,3,Moderate Ukiyo-e influence with soft edges and muted tones; structure mostly preserved but lacks bold linework; some smudging artifacts.,5,5,5,"Strong Ukiyo-e aesthetic: bold outlines, flat color planes, stylized forms; structure faithfully retained; minimal artifacts, clean rendering.",2,3,2,Very faint stylistic influence; overly blurred and washed-out; structure degraded; heavy noise and smearing artifacts.
Impressionism__eugene-boudin_laundresses-on-the-banks-of-the-touques-9__to__Early_Renaissance,Impressionism,Early_Renaissance,SaMAM_2250,SaMAM_2250,Seedream_repaired750,Seedream_repaired750,4,3,5,5,"Preserves source structure well with minimal artifacts, but style transfer is subtle and lacks strong Early Renaissance characteristics.",5,4,4,Strongest Early Renaissance style application with visible brushwork and palette; slight structural softening but overall coherent.,4,3,3,"Shows stylistic intent with muted tones and texture, but suffers from blurring and loss of detail in figures and landscape."
Impressionism__eugene-boudin_laundresses-on-the-banks-of-the-touques-9__to__Impressionism,Impressionism,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,5,5,5,Strong Impressionist brushwork with clear structure and minimal artifacts.,4,4,4,Good style transfer but slightly less refined in texture and detail.,3,3,3,Weaker style fidelity and noticeable blurring/artifacts.
Impressionism__eugene-boudin_laundresses-on-the-banks-of-the-touques-9__to__Minimalism,Impressionism,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,5,5,5,Clean geometric abstraction with flat color blocks and simplified forms; preserves original composition layout while fully embracing minimalism.,2,4,3,"Retains painterly texture and realism; fails to adopt minimalism, appearing as a blurred version of source rather than stylized.",1,2,2,Overly washed out and indistinct; loses structural clarity and introduces haze artifacts without meaningful stylistic reduction.
Impressionism__eugene-boudin_laundresses-on-the-banks-of-the-touques-9__to__Rococo,Impressionism,Rococo,Seedream_repaired750,Seedream_repaired750,SaMAM_2250,SaMAM_2250,4,5,3,3,Strong Rococo styling with ornate frame and soft pastel tones; structure is somewhat distorted by decorative border.,3,5,5,Excellent preservation of original composition and clean rendering; minimal Rococo stylistic elements applied.,2,4,4,"Muted, hazy effect reduces both style clarity and structural sharpness; some vignetting artifacts present."
Impressionism__eugene-boudin_laundresses-on-the-banks-of-the-touques-9__to__Ukiyo_e,Impressionism,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,5,5,5,Strong Ukiyo-e stylization with clear line work and flat color blocks; preserves source composition well; minimal artifacts.,4,4,4,Good stylistic match but slightly softer lines; structure mostly preserved; minor smudging in background.,3,3,3,Weakest Ukiyo-e traits; structure blurred; noticeable haze and loss of detail.
